회사명,거래소코드,회계년도,발행종류
(주)강스템바이오텍,217730,2016/12,10
(주)강스템바이오텍,217730,2017/12,10
(주)강스템바이오텍,217730,2018/12,10
(주)강스템바이오텍,217730,2019/12,10
(주)강스템바이오텍,217730,2020/12,
(주)강원랜드,035250,2000/12,
(주)강원랜드,035250,2001/12,
(주)강원랜드,035250,2002/12,
(주)강원에너지,114190,2000/11,
(주)강원에너지,114190,2001/11,
(주)강원에너지,114190,2002/11,
(주)강원에너지,114190,2003/11,
(주)강원에너지,114190,2004/11,
(주)강원에너지,114190,2005/11,
(주)강원에너지,114190,2006/11,
(주)강원에너지,114190,2007/11,
(주)강원에너지,114190,2008/11,
(주)강원에너지,114190,2009/11,
(주)강원에너지,114190,2010/11,
(주)강원에너지,114190,2011/11,
(주)강원에너지,114190,2012/12,20
(주)강원에너지,114190,2013/12,20
(주)강원에너지,114190,2014/12,20
(주)강원에너지,114190,2015/12,
(주)강원에너지,114190,2016/12,
(주)강원에너지,114190,2017/12,10
(주)강원에너지,114190,2018/12,10
(주)강원에너지,114190,2018/12,10
(주)강원에너지,114190,2019/12,10
(주)강원에너지,114190,2019/12,10
(주)강원에너지,114190,2019/12,10
(주)강원에너지,114190,2019/12,10
(주)강원에너지,114190,2020/12,10
(주)강원에너지,114190,2020/12,10
(주)게임빌,063080,2004/12,
(주)게임빌,063080,2005/12,
(주)게임빌,063080,2006/12,
(주)게임빌,063080,2007/12,
(주)게임빌,063080,2008/12,
(주)게임빌,063080,2009/12,
(주)게임빌,063080,2010/12,
(주)게임빌,063080,2011/12,
(주)게임빌,063080,2012/12,
(주)게임빌,063080,2013/12,
(주)게임빌,063080,2014/12,
(주)게임빌,063080,2015/12,
(주)게임빌,063080,2016/12,
(주)게임빌,063080,2017/12,
(주)게임빌,063080,2018/12,
(주)게임빌,063080,2019/12,
(주)게임빌,063080,2020/12,
(주)경윤하이드로에너지,019120,2000/12,
(주)경윤하이드로에너지,019120,2001/12,
(주)경윤하이드로에너지,019120,2002/12,
(주)경윤하이드로에너지,019120,2003/12,
(주)경윤하이드로에너지,019120,2004/12,
(주)경윤하이드로에너지,019120,2005/12,
(주)경윤하이드로에너지,019120,2006/12,
(주)경윤하이드로에너지,019120,2007/12,
(주)경윤하이드로에너지,019120,2008/12,10
(주)경윤하이드로에너지,019120,2008/12,20
(주)경윤하이드로에너지,019120,2009/12,20
(주)경윤하이드로에너지,019120,2009/12,10
(주)경윤하이드로에너지,019120,2009/12,10
(주)경윤하이드로에너지,019120,2009/12,20
(주)경윤하이드로에너지,019120,2009/12,20
(주)경윤하이드로에너지,019120,2010/12,20
(주)경윤하이드로에너지,019120,2010/12,20
(주)경윤하이드로에너지,019120,2010/12,10
(주)경윤하이드로에너지,019120,2010/12,20
(주)경윤하이드로에너지,019120,2010/12,10
(주)고려시멘트,198440,2014/12,10
(주)고려시멘트,198440,2015/12,10
(주)고려시멘트,198440,2016/12,10
(주)고려시멘트,198440,2017/12,10
(주)고려시멘트,198440,2018/12,10
(주)고려시멘트,198440,2019/12,
(주)고려시멘트,198440,2020/12,
(주)고바이오랩,348150,2019/12,
(주)고바이오랩,348150,2020/12,
(주)고영테크놀러지,098460,2005/12,
(주)고영테크놀러지,098460,2006/12,
(주)고영테크놀러지,098460,2007/12,
(주)고영테크놀러지,098460,2008/12,
(주)고영테크놀러지,098460,2009/12,20
(주)고영테크놀러지,098460,2010/12,20
(주)고영테크놀러지,098460,2011/12,20
(주)고영테크놀러지,098460,2012/12,
(주)고영테크놀러지,098460,2013/12,
(주)고영테크놀러지,098460,2014/12,
(주)고영테크놀러지,098460,2015/12,
(주)고영테크놀러지,098460,2016/12,
(주)고영테크놀러지,098460,2017/12,
(주)고영테크놀러지,098460,2018/12,
(주)고영테크놀러지,098460,2019/12,
(주)고영테크놀러지,098460,2020/12,
(주)골드앤에스,035290,2000/12,10
(주)골드앤에스,035290,2001/12,10
(주)골드앤에스,035290,2001/12,10
(주)골드앤에스,035290,2001/12,20
(주)골드앤에스,035290,2002/12,20
(주)골드앤에스,035290,2003/12,
(주)골드앤에스,035290,2004/12,10
(주)골드앤에스,035290,2005/12,10
(주)골드앤에스,035290,2006/12,10
(주)골드앤에스,035290,2007/12,
(주)골드앤에스,035290,2008/12,
(주)골드앤에스,035290,2009/12,
(주)골드앤에스,035290,2010/12,20
(주)골드앤에스,035290,2011/12,20
(주)골드앤에스,035290,2012/12,
(주)골드앤에스,035290,2013/12,
(주)골드앤에스,035290,2014/12,10
(주)골드앤에스,035290,2014/12,10
(주)골드앤에스,035290,2014/12,10
(주)골드앤에스,035290,2015/12,10
(주)골드앤에스,035290,2015/12,10
(주)골드앤에스,035290,2015/12,10
(주)골드앤에스,035290,2016/12,10
(주)골드앤에스,035290,2016/12,10
(주)골드앤에스,035290,2016/12,10
(주)골드앤에스,035290,2017/12,10
(주)골드앤에스,035290,2018/12,10
(주)골드앤에스,035290,2018/12,10
(주)골드앤에스,035290,2018/12,10
(주)골드앤에스,035290,2019/12,10
(주)골드앤에스,035290,2019/12,10
(주)골드앤에스,035290,2019/12,10
(주)골드앤에스,035290,2020/12,10
(주)골드앤에스,035290,2020/12,10
(주)골드앤에스,035290,2020/12,10
(주)골드앤에스,035290,2020/12,10
(주)골드카운티,058900,2001/12,
(주)골드카운티,058900,2002/12,
(주)골드카운티,058900,2003/12,
(주)골드카운티,058900,2004/12,
(주)골드카운티,058900,2005/12,10
(주)골드카운티,058900,2005/12,10
(주)골드카운티,058900,2006/12,20
(주)골드카운티,058900,2006/12,20
(주)골드카운티,058900,2006/12,10
(주)골드카운티,058900,2006/12,10
(주)골드카운티,058900,2007/12,10
(주)골드카운티,058900,2008/12,10
(주)골드카운티,058900,2008/12,20
(주)골드카운티,058900,2009/12,10
(주)골드퍼시픽,038530,2000/12,
(주)골드퍼시픽,038530,2001/12,
(주)골드퍼시픽,038530,2002/12,
(주)골드퍼시픽,038530,2003/12,
(주)골드퍼시픽,038530,2004/12,
(주)골드퍼시픽,038530,2005/12,10
(주)골드퍼시픽,038530,2005/12,20
(주)골드퍼시픽,038530,2006/12,20
(주)골드퍼시픽,038530,2006/12,10
(주)골드퍼시픽,038530,2006/12,20
(주)골드퍼시픽,038530,2007/12,20
(주)골드퍼시픽,038530,2008/12,20
(주)골드퍼시픽,038530,2009/12,20
(주)골드퍼시픽,038530,2010/12,
(주)골드퍼시픽,038530,2011/12,20
(주)골드퍼시픽,038530,2012/12,20
(주)골드퍼시픽,038530,2013/12,20
(주)골드퍼시픽,038530,2013/12,20
(주)골드퍼시픽,038530,2014/12,20
(주)골드퍼시픽,038530,2014/12,10
(주)골드퍼시픽,038530,2014/12,20
(주)골드퍼시픽,038530,2015/12,10
(주)골드퍼시픽,038530,2015/12,20
(주)골드퍼시픽,038530,2015/12,10
(주)골드퍼시픽,038530,2015/12,10
(주)골드퍼시픽,038530,2015/12,20
(주)골드퍼시픽,038530,2016/12,10
(주)골드퍼시픽,038530,2016/12,10
(주)골드퍼시픽,038530,2016/12,10
(주)골드퍼시픽,038530,2016/12,10
(주)골드퍼시픽,038530,2016/12,10
(주)골드퍼시픽,038530,2017/12,10
(주)골드퍼시픽,038530,2017/12,10
(주)골드퍼시픽,038530,2017/12,10
(주)골드퍼시픽,038530,2017/12,10
(주)골드퍼시픽,038530,2018/12,10
(주)골드퍼시픽,038530,2018/12,10
(주)골드퍼시픽,038530,2018/12,10
(주)골드퍼시픽,038530,2018/12,10
(주)골드퍼시픽,038530,2019/12,10
(주)골드퍼시픽,038530,2019/12,10
(주)골드퍼시픽,038530,2019/12,10
(주)골드퍼시픽,038530,2019/12,10
(주)골드퍼시픽,038530,2020/12,10
(주)골드퍼시픽,038530,2020/12,10
(주)골드퍼시픽,038530,2020/12,10
(주)골드퍼시픽,038530,2020/12,10
(주)골프존,215000,2015/12,
(주)골프존,215000,2016/12,
(주)골프존,215000,2017/12,
(주)골프존,215000,2018/12,
(주)골프존,215000,2019/12,
(주)골프존,215000,2020/12,
(주)골프존뉴딘홀딩스,121440,2007/12,
(주)골프존뉴딘홀딩스,121440,2008/12,
(주)골프존뉴딘홀딩스,121440,2009/12,
(주)골프존뉴딘홀딩스,121440,2010/12,
(주)골프존뉴딘홀딩스,121440,2011/12,
(주)골프존뉴딘홀딩스,121440,2012/12,
(주)골프존뉴딘홀딩스,121440,2013/12,
(주)골프존뉴딘홀딩스,121440,2014/12,
(주)골프존뉴딘홀딩스,121440,2015/12,
(주)골프존뉴딘홀딩스,121440,2016/12,
(주)골프존뉴딘홀딩스,121440,2017/12,
(주)골프존뉴딘홀딩스,121440,2018/12,
(주)골프존뉴딘홀딩스,121440,2019/12,
(주)골프존뉴딘홀딩스,121440,2020/12,
(주)광림,014200,2000/12,
(주)광림,014200,2001/12,
(주)광림,014200,2002/12,
(주)광림,014200,2003/12,
(주)광림,014200,2004/12,
(주)광림,014200,2005/12,
(주)광림,014200,2006/12,
(주)광림,014200,2007/12,
(주)광림,014200,2008/12,
(주)광림,014200,2009/12,
(주)광림,014200,2010/12,
(주)광림,014200,2011/12,
(주)광림,014200,2012/12,
(주)광림,014200,2013/12,
(주)광림,014200,2014/12,
(주)광림,014200,2015/12,
(주)광림,014200,2016/12,
(주)광림,014200,2017/12,
(주)광림,014200,2018/12,
(주)광림,014200,2019/12,10
(주)광림,014200,2019/12,10
(주)광림,014200,2019/12,10
(주)광림,014200,2019/12,10
(주)광림,014200,2020/12,10
(주)광림,014200,2020/12,10
(주)광림,014200,2020/12,10
(주)광림,014200,2020/12,10
(주)광림,014200,2020/12,10
(주)광림,014200,2020/12,10
(주)광진윈텍,090150,2001/12,
(주)광진윈텍,090150,2002/12,
(주)광진윈텍,090150,2003/12,
(주)광진윈텍,090150,2004/12,
(주)광진윈텍,090150,2005/12,
(주)광진윈텍,090150,2006/12,
(주)광진윈텍,090150,2007/12,
(주)광진윈텍,090150,2008/12,
(주)광진윈텍,090150,2009/12,10
(주)광진윈텍,090150,2010/12,10
(주)광진윈텍,090150,2011/12,10
(주)광진윈텍,090150,2012/12,
(주)광진윈텍,090150,2013/12,
(주)광진윈텍,090150,2014/12,
(주)광진윈텍,090150,2015/12,
(주)광진윈텍,090150,2016/12,
(주)광진윈텍,090150,2017/12,
(주)광진윈텍,090150,2018/12,
(주)광진윈텍,090150,2019/12,
(주)광진윈텍,090150,2020/12,
(주)구영테크,053270,2000/12,
(주)구영테크,053270,2001/12,
(주)구영테크,053270,2002/12,
(주)구영테크,053270,2003/12,
(주)구영테크,053270,2004/12,
(주)구영테크,053270,2005/12,
(주)구영테크,053270,2006/12,
(주)구영테크,053270,2007/12,
(주)구영테크,053270,2008/12,
(주)구영테크,053270,2009/12,
(주)구영테크,053270,2010/12,
(주)구영테크,053270,2011/12,20
(주)구영테크,053270,2012/12,20
(주)구영테크,053270,2013/12,20
(주)구영테크,053270,2014/12,
(주)구영테크,053270,2015/12,
(주)구영테크,053270,2016/12,
(주)구영테크,053270,2017/12,
(주)구영테크,053270,2018/12,
(주)구영테크,053270,2019/12,
(주)구영테크,053270,2020/12,
(주)국보디자인,066620,2000/12,
(주)국보디자인,066620,2001/12,
(주)국보디자인,066620,2002/12,
(주)국보디자인,066620,2003/12,
(주)국보디자인,066620,2004/12,
(주)국보디자인,066620,2005/12,
(주)국보디자인,066620,2006/12,
(주)국보디자인,066620,2007/12,
(주)국보디자인,066620,2008/12,
(주)국보디자인,066620,2009/12,
(주)국보디자인,066620,2010/12,
(주)국보디자인,066620,2011/12,
(주)국보디자인,066620,2012/12,
(주)국보디자인,066620,2013/12,
(주)국보디자인,066620,2014/12,
(주)국보디자인,066620,2015/12,
(주)국보디자인,066620,2016/12,
(주)국보디자인,066620,2017/12,
(주)국보디자인,066620,2018/12,
(주)국보디자인,066620,2019/12,
(주)국보디자인,066620,2020/12,
(주)국순당,043650,2000/12,
(주)국순당,043650,2001/12,10
(주)국순당,043650,2002/12,10
(주)국순당,043650,2003/12,
(주)국순당,043650,2004/12,
(주)국순당,043650,2005/12,
(주)국순당,043650,2006/12,
(주)국순당,043650,2007/12,
(주)국순당,043650,2008/12,
(주)국순당,043650,2009/12,
(주)국순당,043650,2010/12,
(주)국순당,043650,2011/12,
(주)국순당,043650,2012/12,
(주)국순당,043650,2013/12,
(주)국순당,043650,2014/12,
(주)국순당,043650,2015/12,
(주)국순당,043650,2016/12,
(주)국순당,043650,2017/12,
(주)국순당,043650,2018/12,
(주)국순당,043650,2019/12,
(주)국순당,043650,2020/12,
(주)국영지앤엠,006050,2000/12,
(주)국영지앤엠,006050,2001/12,
(주)국영지앤엠,006050,2002/12,
(주)국영지앤엠,006050,2003/12,
(주)국영지앤엠,006050,2004/12,
(주)국영지앤엠,006050,2005/12,
(주)국영지앤엠,006050,2006/12,
(주)국영지앤엠,006050,2007/12,
(주)국영지앤엠,006050,2008/12,
(주)국영지앤엠,006050,2009/12,
(주)국영지앤엠,006050,2010/12,
(주)국영지앤엠,006050,2011/12,
(주)국영지앤엠,006050,2012/12,20
(주)국영지앤엠,006050,2013/12,20
(주)국영지앤엠,006050,2014/12,
(주)국영지앤엠,006050,2015/12,20
(주)국영지앤엠,006050,2016/12,20
(주)국영지앤엠,006050,2017/12,
(주)국영지앤엠,006050,2018/12,
(주)국영지앤엠,006050,2019/12,
(주)국영지앤엠,006050,2020/12,
(주)국전약품,307750,2018/12,10
(주)국전약품,307750,2019/12,10
(주)국전약품,307750,2020/12,10
(주)굿이엠지,051530,2000/12,
(주)굿이엠지,051530,2001/12,
(주)굿이엠지,051530,2002/12,
(주)굿이엠지,051530,2003/12,
(주)굿이엠지,051530,2004/12,
(주)굿이엠지,051530,2005/12,10
(주)굿이엠지,051530,2005/12,20
(주)굿이엠지,051530,2005/12,20
(주)굿이엠지,051530,2006/12,10
(주)굿이엠지,051530,2006/12,20
(주)굿이엠지,051530,2006/12,10
(주)굿이엠지,051530,2006/12,20
(주)굿이엠지,051530,2006/12,20
(주)굿이엠지,051530,2006/12,10
(주)굿이엠지,051530,2007/12,10
(주)굿이엠지,051530,2007/12,20
(주)굿이엠지,051530,2007/12,20
(주)굿이엠지,051530,2008/12,20
(주)굿이엠지,051530,2008/12,20
(주)굿이엠지,051530,2008/12,20
(주)그로웰텔레콤,035780,2000/12,20
(주)그로웰텔레콤,035780,2000/12,10
(주)그로웰텔레콤,035780,2000/12,20
(주)그로웰텔레콤,035780,2001/12,10
(주)그로웰텔레콤,035780,2001/12,20
(주)그로웰텔레콤,035780,2001/12,20
(주)그로웰텔레콤,035780,2002/12,20
(주)그로웰텔레콤,035780,2002/12,10
(주)그로웰텔레콤,035780,2002/12,10
(주)그로웰텔레콤,035780,2002/12,10
(주)그로웰텔레콤,035780,2002/12,20
(주)그로웰텔레콤,035780,2003/12,10
(주)그로웰텔레콤,035780,2003/12,10
(주)그로웰텔레콤,035780,2003/12,20
(주)그리티,204020,2007/12,
(주)그리티,204020,2008/12,
(주)그리티,204020,2009/12,
(주)그리티,204020,2010/12,
(주)그리티,204020,2011/12,
(주)그리티,204020,2012/12,
(주)그리티,204020,2013/12,
(주)그리티,204020,2014/12,
(주)그리티,204020,2015/12,
(주)그리티,204020,2016/12,
(주)그리티,204020,2017/12,
(주)그리티,204020,2018/12,10
(주)그리티,204020,2019/12,10
(주)그리티,204020,2020/12,
(주)그린플러스,186230,2006/12,
(주)그린플러스,186230,2007/12,
(주)그린플러스,186230,2008/12,
(주)그린플러스,186230,2009/12,
(주)그린플러스,186230,2010/12,
(주)그린플러스,186230,2011/12,
(주)그린플러스,186230,2012/12,
(주)그린플러스,186230,2013/12,
(주)그린플러스,186230,2014/12,
(주)그린플러스,186230,2015/12,
(주)그린플러스,186230,2016/12,
(주)그린플러스,186230,2017/12,
(주)그린플러스,186230,2018/12,
(주)그린플러스,186230,2019/12,
(주)그린플러스,186230,2020/12,10
(주)극동자동화,272420,2014/12,
(주)극동자동화,272420,2015/12,
(주)극동자동화,272420,2016/12,
(주)극동자동화,272420,2017/12,
(주)글로벌스탠다드테크놀로지,083450,2003/12,
(주)글로벌스탠다드테크놀로지,083450,2004/12,
(주)글로벌스탠다드테크놀로지,083450,2005/12,
(주)글로벌스탠다드테크놀로지,083450,2006/12,
(주)글로벌스탠다드테크놀로지,083450,2007/12,
(주)글로벌스탠다드테크놀로지,083450,2008/12,
(주)글로벌스탠다드테크놀로지,083450,2009/12,
(주)글로벌스탠다드테크놀로지,083450,2010/12,
(주)글로벌스탠다드테크놀로지,083450,2011/12,20
(주)글로벌스탠다드테크놀로지,083450,2012/12,20
(주)글로벌스탠다드테크놀로지,083450,2013/12,20
(주)글로벌스탠다드테크놀로지,083450,2014/12,
(주)글로벌스탠다드테크놀로지,083450,2015/12,
(주)글로벌스탠다드테크놀로지,083450,2016/12,
(주)글로벌스탠다드테크놀로지,083450,2017/12,
(주)글로벌스탠다드테크놀로지,083450,2018/12,
(주)글로벌스탠다드테크놀로지,083450,2019/12,
(주)글로벌스탠다드테크놀로지,083450,2020/12,
(주)글로포스트,037830,2000/12,
(주)글로포스트,037830,2001/12,10
(주)글로포스트,037830,2001/12,20
(주)글로포스트,037830,2002/12,20
(주)글로포스트,037830,2003/12,20
(주)글로포스트,037830,2004/12,20
(주)글로포스트,037830,2005/12,
(주)글로포스트,037830,2006/12,10
(주)글로포스트,037830,2006/12,20
(주)글로포스트,037830,2007/12,20
(주)글로포스트,037830,2008/12,20
(주)글로포스트,037830,2008/12,10
(주)금빛,045890,2002/12,
(주)금빛,045890,2003/12,
(주)금빛,045890,2004/12,
(주)금빛,045890,2005/12,
(주)금빛,045890,2006/12,
(주)금빛,045890,2007/12,10
(주)금빛,045890,2007/12,20
(주)금빛,045890,2008/12,20
(주)금빛,045890,2008/12,10
(주)금빛,045890,2009/12,20
(주)금빛,045890,2009/12,10
(주)금빛,045890,2009/12,20
(주)금빛,045890,2010/12,20
(주)금빛,045890,2011/12,20
(주)금빛,045890,2012/12,
(주)금빛,045890,2013/12,
(주)금빛,045890,2014/12,
(주)금빛,045890,2015/12,10
(주)금빛,045890,2016/12,10
(주)금빛,045890,2016/12,10
(주)금빛,045890,2017/12,10
(주)금빛,045890,2017/12,10
(주)금빛,045890,2018/12,10
(주)금빛,045890,2018/12,10
(주)금빛,045890,2019/12,
(주)금빛,045890,2020/12,10
(주)금빛,045890,2020/12,10
(주)금빛,045890,2020/12,10
(주)금오하이텍,165270,2007/12,
(주)금오하이텍,165270,2008/12,
(주)금오하이텍,165270,2009/12,
(주)금오하이텍,165270,2010/12,
(주)금오하이텍,165270,2011/12,
(주)금오하이텍,165270,2012/12,
(주)금오하이텍,165270,2013/12,
(주)금오하이텍,165270,2014/12,
(주)금오하이텍,165270,2015/12,
(주)금오하이텍,165270,2016/12,
(주)금화피에스시,036190,2000/12,
(주)금화피에스시,036190,2001/12,
(주)금화피에스시,036190,2002/12,
(주)금화피에스시,036190,2003/12,
(주)금화피에스시,036190,2004/12,
(주)금화피에스시,036190,2005/12,
(주)금화피에스시,036190,2006/12,
(주)금화피에스시,036190,2007/12,
(주)금화피에스시,036190,2008/12,
(주)금화피에스시,036190,2009/12,
(주)금화피에스시,036190,2010/12,
(주)금화피에스시,036190,2011/12,
(주)금화피에스시,036190,2012/12,
(주)금화피에스시,036190,2013/12,
(주)금화피에스시,036190,2014/12,
(주)금화피에스시,036190,2015/12,
(주)금화피에스시,036190,2016/12,
(주)금화피에스시,036190,2017/12,
(주)금화피에스시,036190,2018/12,
(주)금화피에스시,036190,2019/12,
(주)금화피에스시,036190,2020/12,
(주)기가레인,049080,2000/12,
(주)기가레인,049080,2006/12,
(주)기가레인,049080,2007/12,
(주)기가레인,049080,2008/12,
(주)기가레인,049080,2009/12,
(주)기가레인,049080,2010/12,
(주)기가레인,049080,2013/12,10
(주)기가레인,049080,2013/12,10
(주)기가레인,049080,2014/12,10
(주)기가레인,049080,2014/12,10
(주)기가레인,049080,2015/12,10
(주)기가레인,049080,2015/12,10
(주)기가레인,049080,2015/12,10
(주)기가레인,049080,2016/12,10
(주)기가레인,049080,2016/12,10
(주)기가레인,049080,2016/12,10
(주)기가레인,049080,2016/12,10
(주)기가레인,049080,2017/12,10
(주)기가레인,049080,2017/12,10
(주)기가레인,049080,2017/12,10
(주)기가레인,049080,2017/12,10
(주)기가레인,049080,2017/12,10
(주)기가레인,049080,2018/12,10
(주)기가레인,049080,2018/12,10
(주)기가레인,049080,2018/12,10
(주)기가레인,049080,2018/12,10
(주)기가레인,049080,2018/12,10
(주)기가레인,049080,2018/12,10
(주)기가레인,049080,2018/12,10
(주)기가레인,049080,2019/12,10
(주)기가레인,049080,2019/12,10
(주)기가레인,049080,2019/12,10
(주)기가레인,049080,2019/12,10
(주)기가레인,049080,2020/12,10
(주)기가레인,049080,2020/12,10
(주)기가레인,049080,2020/12,10
(주)기가레인,049080,2020/12,10
(주)기가레인,049080,2020/12,10
(주)기가레인,049080,2020/12,10
(주)기산텔레콤,035460,2000/12,
(주)기산텔레콤,035460,2001/12,
(주)기산텔레콤,035460,2002/12,
(주)기산텔레콤,035460,2003/12,
(주)기산텔레콤,035460,2004/12,
(주)기산텔레콤,035460,2005/12,20
(주)기산텔레콤,035460,2006/12,
(주)기산텔레콤,035460,2007/12,20
(주)기산텔레콤,035460,2008/12,20
(주)기산텔레콤,035460,2009/12,20
(주)기산텔레콤,035460,2010/12,20
(주)기산텔레콤,035460,2011/12,20
(주)기산텔레콤,035460,2011/12,20
(주)기산텔레콤,035460,2012/12,20
(주)기산텔레콤,035460,2012/12,20
(주)기산텔레콤,035460,2013/12,20
(주)기산텔레콤,035460,2013/12,20
(주)기산텔레콤,035460,2014/12,20
(주)기산텔레콤,035460,2015/12,
(주)기산텔레콤,035460,2016/12,
(주)기산텔레콤,035460,2017/12,10
(주)기산텔레콤,035460,2018/12,10
(주)기산텔레콤,035460,2019/12,10
(주)기산텔레콤,035460,2020/12,10
(주)까스텔바작,308100,2016/12,
(주)까스텔바작,308100,2017/12,
(주)까스텔바작,308100,2018/12,
(주)까스텔바작,308100,2019/12,
(주)까스텔바작,308100,2020/12,
(주)나노,187790,2014/12,10
(주)나노,187790,2015/12,10
(주)나노,187790,2015/12,10
(주)나노,187790,2016/12,10
(주)나노,187790,2017/12,10
(주)나노,187790,2018/12,10
(주)나노,187790,2019/12,10
(주)나노,187790,2019/12,10
(주)나노,187790,2020/12,10
(주)나노,187790,2020/12,10
(주)나노브릭,286750,2015/12,
(주)나노브릭,286750,2016/12,
(주)나노브릭,286750,2017/12,
(주)나노브릭,286750,2018/12,
(주)나노브릭,286750,2019/12,
(주)나노브릭,286750,2020/12,
(주)나노신소재,121600,2002/12,
(주)나노신소재,121600,2003/12,
(주)나노신소재,121600,2004/12,
(주)나노신소재,121600,2005/12,
(주)나노신소재,121600,2006/12,
(주)나노신소재,121600,2007/12,
(주)나노신소재,121600,2008/12,
(주)나노신소재,121600,2009/12,
(주)나노신소재,121600,2010/12,10
(주)나노신소재,121600,2010/12,10
(주)나노신소재,121600,2010/12,10
(주)나노신소재,121600,2011/12,10
(주)나노신소재,121600,2011/12,10
(주)나노신소재,121600,2011/12,10
(주)나노신소재,121600,2012/12,10
(주)나노신소재,121600,2013/12,10
(주)나노신소재,121600,2014/12,
(주)나노신소재,121600,2015/12,
(주)나노신소재,121600,2016/12,
(주)나노신소재,121600,2017/12,
(주)나노신소재,121600,2018/12,
(주)나노신소재,121600,2019/12,
(주)나노신소재,121600,2020/12,
(주)나노엔텍,039860,2000/12,
(주)나노엔텍,039860,2001/12,
(주)나노엔텍,039860,2002/12,
(주)나노엔텍,039860,2003/12,
(주)나노엔텍,039860,2004/12,
(주)나노엔텍,039860,2005/12,
(주)나노엔텍,039860,2006/12,
(주)나노엔텍,039860,2007/12,
(주)나노엔텍,039860,2008/12,
(주)나노엔텍,039860,2009/12,
(주)나노엔텍,039860,2010/12,
(주)나노엔텍,039860,2011/12,10
(주)나노엔텍,039860,2012/12,10
(주)나노엔텍,039860,2013/12,10
(주)나노엔텍,039860,2014/12,10
(주)나노엔텍,039860,2015/12,10
(주)나노엔텍,039860,2016/12,10
(주)나노엔텍,039860,2017/12,10
(주)나노엔텍,039860,2018/12,10
(주)나노엔텍,039860,2019/12,10
(주)나노엔텍,039860,2020/12,10
(주)나노트로닉스,010670,2000/12,
(주)나노트로닉스,010670,2001/12,
(주)나노트로닉스,010670,2002/12,
(주)나노트로닉스,010670,2003/12,
(주)나노트로닉스,010670,2004/12,
(주)나노트로닉스,010670,2005/12,
(주)나노트로닉스,010670,2006/12,20
(주)나노트로닉스,010670,2007/12,
(주)나노트로닉스,010670,2008/12,
(주)나노트로닉스,010670,2009/12,20
(주)나노트로닉스,010670,2010/12,20
(주)나노트로닉스,010670,2010/12,20
(주)나노트로닉스,010670,2011/12,20
(주)나노트로닉스,010670,2011/12,20
(주)나노트로닉스,010670,2012/12,10
(주)나노트로닉스,010670,2012/12,20
(주)나노트로닉스,010670,2012/12,20
(주)나노트로닉스,010670,2012/12,20
(주)나노트로닉스,010670,2012/12,20
(주)나노하이텍,071360,2000/12,
