회사명,거래소코드,회계년도,순운전자본비율,자기자본배당률,자기자본배율,유동부채비율,매입채무회전률,총자본투자효율,유동자산회전률
(주)DB하이텍,000990,2000/12,-7.06,1.05,583.23,111.91,8.71,16.4,2.86
(주)DB하이텍,000990,2001/12,-10.01,0.39,591.05,108.52,8.02,14.12,3.14
(주)DB하이텍,000990,2002/12,-16.71,1.6,603.31,128.45,7.61,15.29,3.1
(주)DB하이텍,000990,2003/12,-16.67,1.49,648.28,131.34,8.1,13.26,3.07
(주)DB하이텍,000990,2004/12,-13.11,1.28,754.92,134.86,8.49,15.22,3.27
(주)DB하이텍,000990,2005/12,-16.45,0.59,808.48,149.48,9.01,10.59,2.91
(주)DB하이텍,000990,2006/12,-9.25,0.59,812.04,104.43,12.22,11.36,2.92
(주)DB하이텍,000990,2007/12,-11.31,0,474,105.75,13.12,11.35,3.07
(주)DB하이텍,000990,2008/12,-14.74,0,460.94,132.45,9.59,5.6,2.21
(주)DB하이텍,000990,2009/12,0.34,0,332.97,83.34,7.81,12.91,1.95
(주)DB하이텍,000990,2010/12,13.01,0,204.05,27.7,6.64,16.85,1.43
(주)DB하이텍,000990,2011/12,-44.83,0,135.92,273.15,19.91,9.37,1.89
(주)DB하이텍,000990,2012/12,-22.63,0,123.36,205.19,25.12,11.88,2.05
(주)DB하이텍,000990,2013/12,-24.24,0,88.65,241.63,18.66,9.27,1.88
(주)DB하이텍,000990,2014/12,-12.96,0,61.16,276.37,17.37,10.55,2.42
(주)DB하이텍,000990,2015/12,9.14,0,124.76,87.2,17.02,27.13,2.3
(주)DB하이텍,000990,2016/12,9.16,0,163.76,74.62,18.38,22.88,2.21
(주)DB하이텍,000990,2017/12,21.01,2.48,198.4,32.41,18.53,19.73,1.91
(주)DB하이텍,000990,2018/12,21.25,2,243.78,28.9,19.69,20.2,1.84
(주)DB하이텍,000990,2019/12,18.63,2.36,289.95,34.03,24.22,25.61,2.01
(주)DB하이텍,000990,2020/12,16.44,1.91,357.32,32.91,27.89,30.43,2.13
(주)MH에탄올,023150,2000/12,-2.89,0,586.7,48.87,0,14.11,2
(주)MH에탄올,023150,2001/12,0.75,0,624.58,48.31,129.32,13.65,1.9
(주)MH에탄올,023150,2002/12,12.82,0.94,636.23,30.72,107.88,14.1,1.94
(주)MH에탄올,023150,2003/12,3.51,2.78,719.32,35.96,470.47,19.12,2.21
(주)MH에탄올,023150,2004/12,-1.44,2.5,799.91,40.67,0,18.72,2.5
(주)MH에탄올,023150,2005/12,-0.67,4.12,770.91,40.99,0,19.64,2.64
(주)MH에탄올,023150,2006/12,11.83,4.07,780.56,18.45,0,14.75,2.93
(주)MH에탄올,023150,2007/12,6.32,3.83,830.35,35.91,0,16.61,2.66
(주)MH에탄올,023150,2008/12,6.93,0,781.46,107.22,0,0.56,1.44
(주)MH에탄올,023150,2009/12,-30.3,0,1023.17,135.99,0,9.24,1.24
(주)MH에탄올,023150,2010/12,-24.26,0,965.85,150.06,323.41,5.97,1.36
(주)MH에탄올,023150,2011/12,-29.6,0,1274.22,118.38,322.68,7.93,1.39
(주)MH에탄올,023150,2012/12,-31.83,0,1332.11,114.8,0,6.82,1.84
(주)MH에탄올,023150,2013/12,-34.26,0,1069.09,143.98,0,-9.93,1.89
(주)MH에탄올,023150,2014/12,-4.22,2.81,1142.28,60.22,0,10.04,1.82
(주)MH에탄올,023150,2015/12,1.55,3.16,1252.4,35.68,0,17.75,2.02
(주)MH에탄올,023150,2016/12,15.71,3.42,1376.13,12.08,0,19.59,2.4
(주)MH에탄올,023150,2017/12,2.51,3.73,1407.49,24.02,0,11.12,2.6
(주)MH에탄올,023150,2018/12,4.24,3.43,1489.56,20.07,0,11.68,2.56
(주)MH에탄올,023150,2019/12,3.84,3.83,1293.9,23.96,0,1.59,2.57
(주)MH에탄올,023150,2020/12,3.16,3.95,1253.26,30.24,0,7.9,2.65
(주)SH에너지화학,002360,2000/06,30.82,0,55.23,74.67,224.91,11.48,4.08
(주)SH에너지화학,002360,2001/06,32.8,0,168.57,29.7,129.5,12.49,1.97
(주)SH에너지화학,002360,2002/06,30.54,0,175.95,17.45,168.71,15.97,2.06
(주)SH에너지화학,002360,2003/06,27.88,0,171.89,10.92,222.89,11.17,2.94
(주)SH에너지화학,002360,2004/06,-31.5,0,150.63,192.3,165.72,9.4,3.68
(주)SH에너지화학,002360,2005/06,18.79,0,110.48,23.64,138.85,4.74,4.79
(주)SH에너지화학,002360,2006/12,8.59,0,109.29,38.62,283.3,6.59,4.85
(주)SH에너지화학,002360,2007/12,13.84,0,118.29,36.29,88.16,9.65,4.69
(주)SH에너지화학,002360,2008/12,2.38,0,119.67,37.24,101.77,-5.05,4.75
(주)SH에너지화학,002360,2009/12,8.36,0,125.02,36.41,422.44,9,4.5
(주)SH에너지화학,002360,2010/12,14.58,0,113.66,35.38,442.26,-0.22,4.34
(주)SH에너지화학,002360,2011/12,14.45,0,115.71,50.92,315.51,8.74,4.15
(주)SH에너지화학,002360,2012/12,19.55,0,116.41,44.27,121.97,7.14,3.98
(주)SH에너지화학,002360,2013/12,20.77,2.38,125.19,50.06,95.75,10.92,4.31
(주)SH에너지화학,002360,2014/12,32.14,5.98,149.63,24.48,94.9,23.76,4.01
(주)SH에너지화학,002360,2015/12,41.16,5.38,162.79,18.51,130.5,22.09,3.59
(주)SH에너지화학,002360,2016/12,54.8,5.92,184.94,11.84,166.75,24.61,2.99
(주)SH에너지화학,002360,2017/12,57.4,4.51,189.66,7.93,117.57,14.82,2.33
(주)SH에너지화학,002360,2018/12,58.68,2.45,186.7,6.39,138.3,8.06,2.31
(주)SH에너지화학,002360,2019/12,55.94,0,174.72,7.23,140.98,2.28,1.81
(주)SH에너지화학,002360,2020/12,49.3,0,161.14,7.82,79.3,-2.57,1.31
(주)SIMPAC,009160,2000/12,-15.89,0,74.2,146.02,3.82,18.64,2.07
(주)SIMPAC,009160,2001/12,-14.51,0,226.01,168.5,2.01,9.31,1.28
(주)SIMPAC,009160,2002/12,-14.11,0,226.82,153.86,2.67,12.53,1.48
(주)SIMPAC,009160,2003/12,-10.41,1.96,254.27,152.27,3.64,13.32,2.04
(주)SIMPAC,009160,2004/12,-9.05,1.59,283.16,116.46,3.6,18.48,2.18
(주)SIMPAC,009160,2005/12,7.3,2.6,345.55,88.68,4,17.54,2.18
(주)SIMPAC,009160,2006/12,-6.8,2.67,403.22,95.8,4.48,16.98,2.37
(주)SIMPAC,009160,2007/12,23.67,2.53,500.19,57.2,4.41,19.85,1.97
(주)SIMPAC,009160,2008/12,17.2,2.17,670.12,71.06,4.49,23.97,1.61
(주)SIMPAC,009160,2009/12,3.08,1.93,756,65.68,3.71,14.55,1.46
(주)SIMPAC,009160,2010/12,8.81,2.08,891.27,85.18,4.94,14.85,1.75
(주)SIMPAC,009160,2011/12,11.55,1.73,1071.57,75.03,5.5,12.36,1.51
(주)SIMPAC,009160,2012/12,13.86,1.52,1222.84,60.76,5.93,11.36,1.48
(주)SIMPAC,009160,2013/12,-7.77,1.09,1360.85,67.58,5.37,9.55,1.59
(주)SIMPAC,009160,2014/12,0.59,1.06,1402.13,56.93,5.84,6.73,2.03
(주)SIMPAC,009160,2015/12,-1.32,1.48,1513.41,64.95,5.1,9.45,1.66
(주)SIMPAC,009160,2016/12,2.01,1.16,1574.42,57.16,5.06,8.9,1.56
(주)SIMPAC,009160,2017/12,3.09,0.89,1538.82,51.03,6.15,6.59,1.54
(주)SIMPAC,009160,2018/12,10.39,0.88,1256.68,50.58,8.67,12.64,1.35
(주)SIMPAC,009160,2019/12,7.59,0.87,1281.43,42.49,12.57,5.53,1.58
(주)SIMPAC,009160,2020/12,8.13,0.79,1327.27,47.55,8.34,8.04,1.12
(주)SNT에너지,100840,2008/12,,,,,,,
(주)SNT에너지,100840,2009/12,23.53,1.94,4862.94,60.03,6.84,17.89,1.06
(주)SNT에너지,100840,2010/12,22.85,1.54,4705.97,38.99,6.29,4.62,1.45
(주)SNT에너지,100840,2011/12,17.89,0,4533.65,59.78,4.55,1.29,1.46
(주)SNT에너지,100840,2012/12,24.94,0.77,5174.77,48.25,5.49,6.87,1.5
(주)SNT에너지,100840,2013/12,28.66,1.07,5594.23,46.42,5.18,9.67,1.17
(주)SNT에너지,100840,2014/12,30.83,1.71,5863.77,36.88,7.05,8.57,1.38
(주)SNT에너지,100840,2015/12,37.88,1.53,6532.47,27.78,8.57,15.21,1.47
(주)SNT에너지,100840,2016/12,31.49,0,6487.29,44.47,9.48,4.6,1.28
(주)SNT에너지,100840,2017/12,41.23,0.05,6600.71,21.01,9.02,6.17,0.96
(주)SNT에너지,100840,2018/12,44.12,0.05,6338.82,13.64,9.3,4.59,0.85
(주)SNT에너지,100840,2019/12,41.37,2.34,6542.01,26.53,11.8,8.99,1.13
(주)SNT에너지,100840,2020/12,36.64,1.1,6302.6,32.74,8.63,7.07,1.15
(주)SNT홀딩스,036530,2000/12,47.1,6.07,981.33,33,44.58,51.81,3.04
(주)SNT홀딩스,036530,2001/12,45.09,6.26,1582.94,29.01,167.1,50.65,2.11
(주)SNT홀딩스,036530,2002/12,49.12,2.37,2077.85,24.61,209.49,32.72,1.29
(주)SNT홀딩스,036530,2003/12,21.31,0,2505.54,24.68,8.75,22.86,0.83
(주)SNT홀딩스,036530,2004/12,14.83,1.06,2793.24,27.44,5.83,20.2,1.26
(주)SNT홀딩스,036530,2005/12,21.63,1.73,3470.81,29.25,5.7,17.75,1.36
(주)SNT홀딩스,036530,2006/12,21.31,1.52,3952.19,33.03,5.19,17.01,1.42
(주)SNT홀딩스,036530,2007/12,13,1.51,3973.22,29.55,6.78,12.3,1.59
(주)SNT홀딩스,036530,2008/12,1.71,0.86,4821.78,0.05,3.42,4.48,0.59
(주)SNT홀딩스,036530,2009/12,7.86,0.9,4721.51,0.9,0,5.64,1.52
(주)SNT홀딩스,036530,2010/12,7.47,1.56,5124.74,0.14,0,7.72,1.04
(주)SNT홀딩스,036530,2011/12,16.61,1.52,5062.04,0.05,0,-0.75,0.05
(주)SNT홀딩스,036530,2012/12,10.43,1.5,5072.13,0.04,0,2.58,0.17
(주)SNT홀딩스,036530,2013/12,12.31,1.07,5179.67,0.08,0,2.23,0.2
(주)SNT홀딩스,036530,2014/12,11.73,0.8,5205.93,0.06,0,1.88,0.16
(주)SNT홀딩스,036530,2015/12,21.22,0.96,5350.96,2.05,0,8.53,0.12
(주)SNT홀딩스,036530,2016/12,22.75,1.3,5257.92,0.07,0,1.56,0.1
(주)SNT홀딩스,036530,2017/12,23.02,0.8,5238.86,0.07,275.67,1.05,0.08
(주)SNT홀딩스,036530,2018/12,21.13,1.49,5059.58,0.05,271,1.63,0.08
(주)SNT홀딩스,036530,2019/12,7.55,1.82,4992.13,0.06,0,2.55,0.18
(주)SNT홀딩스,036530,2020/12,5.22,1.39,5072.88,0.06,0,5.85,0.94
(주)STX,011810,2000/12,8.86,0,111.63,176.06,4.89,17.04,1.17
(주)STX,011810,2001/12,-16.63,2.33,116.99,236.25,5.44,12.76,1.43
(주)STX,011810,2002/12,-15.29,5.85,153.64,188.35,4.22,16.5,1.93
(주)STX,011810,2003/12,-15.59,5.32,158.75,201.94,4.06,10.58,2.08
(주)STX,011810,2004/12,-7.31,4.39,227.01,89.66,4.14,11.26,1.93
(주)STX,011810,2005/12,-11.8,4.37,272.75,133.64,12.91,8.67,4.67
(주)STX,011810,2006/12,-8.05,3.72,310.81,141.95,17.42,12.51,4.25
(주)STX,011810,2007/12,2.66,3.05,480.55,118.01,15.3,14.38,3.22
(주)STX,011810,2008/12,2.66,1.27,932.03,90.19,16.03,5,3.4
(주)STX,011810,2009/12,-19.4,0,675.82,160.75,10.76,-4.19,2.52
(주)STX,011810,2010/12,-5.31,1.38,713.48,121.87,14.75,6.86,3.6
(주)STX,011810,2011/12,-17.43,1.26,776.43,134.7,17.27,6.97,4.33
(주)STX,011810,2012/12,-29.89,0.65,743.43,162.13,17.33,2.82,4.45
(주)STX,011810,2013/12,-39.71,0,0,0,11.54,-139.81,2.53
(주)STX,011810,2014/12,5.26,0,73.43,1224.13,13.19,36.46,1.89
(주)STX,011810,2015/12,-1.41,0,96.62,937.45,15.9,-0.71,1.96
(주)STX,011810,2016/12,-75.37,0,0,0,11.53,-65.13,2.65
(주)STX,011810,2017/12,-20,0,93.47,1015.39,11.59,70.46,4.03
(주)STX,011810,2018/12,-14.35,0,126.15,581.77,15.48,6.31,4.11
(주)STX,011810,2019/12,-18.3,0,102.63,745.12,17.26,-3.27,4.19
(주)STX,011810,2020/12,-43.84,0,52.43,1221.07,10.37,1.27,3.51
(주)TCC스틸,002710,2000/12,1.36,1.11,799.52,76.79,6.05,13.81,2.67
(주)TCC스틸,002710,2001/12,1.69,1.04,855.11,66.7,8.68,16.7,2.54
(주)TCC스틸,002710,2002/12,1.56,1.04,862.85,64.16,15.26,15.34,2.82
(주)TCC스틸,002710,2003/12,5.15,1.11,939.35,60.74,12.52,18.2,2.93
(주)TCC스틸,002710,2004/12,3.67,1.25,1030.03,71.18,12.28,13.75,2.95
(주)TCC스틸,002710,2005/12,8.43,1.01,1095.3,65.55,13.81,9.43,2.63
(주)TCC스틸,002710,2006/12,4.74,0.84,1085.98,65.65,15.31,8.34,2.42
(주)TCC스틸,002710,2007/12,1.48,0.77,1067.68,80.99,14.75,5.74,2.46
(주)TCC스틸,002710,2008/12,1.25,1.15,1030.12,89.53,19.33,6.71,3.33
(주)TCC스틸,002710,2009/12,9.66,1.59,1053.59,59.29,13.77,11.91,2.8
(주)TCC스틸,002710,2010/12,9.84,2.14,1059.81,75.12,14,10.09,3.1
(주)TCC스틸,002710,2011/12,4.8,1.55,1285.11,70.01,14.79,6.5,2.92
(주)TCC스틸,002710,2012/12,12.07,1.37,1233.86,55.18,14.17,5.57,2.65
(주)TCC스틸,002710,2013/12,11.61,0.87,1167.15,46.9,14.54,4.29,2.63
(주)TCC스틸,002710,2014/12,-10.49,0.9,1105.76,90.23,15.41,4.29,2.76
(주)TCC스틸,002710,2015/12,24.45,0,342.65,158.42,15.44,-40.39,2.04
(주)TCC스틸,002710,2016/12,7.77,0,414.56,83.7,15.03,13.7,2.12
(주)TCC스틸,002710,2017/12,-18.76,0,401.15,165.81,15.94,5.14,3.36
(주)TCC스틸,002710,2018/12,17.37,1.74,440.2,83.41,14.82,8.89,3.05
(주)TCC스틸,002710,2019/12,-11.48,0.66,436.39,156.83,13.69,7.91,2.71
(주)TCC스틸,002710,2020/12,-3.28,0.86,427.17,121.02,18.48,4.73,2.79
(주)강원랜드,035250,2000/12,,,,,,,
(주)강원랜드,035250,2001/12,36.96,4.97,461.26,47.46,541.17,55.64,0.97
(주)강원랜드,035250,2002/12,22.25,6.94,638,28.26,556.29,43.26,1.13
(주)강원랜드,035250,2003/12,17.9,8.24,858.4,24.13,457.06,40.1,1.77
(주)강원랜드,035250,2004/12,26.65,8.99,997.77,21.7,398.05,32.45,1.55
(주)강원랜드,035250,2005/12,30.13,8.93,1177.74,19.12,515.61,29.65,1.32
(주)강원랜드,035250,2006/12,21.59,7.65,1293.04,21.37,437.61,23.09,1.27
(주)강원랜드,035250,2007/12,8.26,8.49,1467.16,26.49,405.79,23.39,1.71
(주)강원랜드,035250,2008/12,10.27,9.1,1525.07,24.73,460.29,25.16,1.92
(주)강원랜드,035250,2009/12,24.19,10.2,1766.58,25.75,631.65,25.01,1.44
(주)강원랜드,035250,2010/12,23.46,9.41,1964.22,23.49,766.49,24.54,1.21
(주)강원랜드,035250,2011/12,24.8,8.11,2129.75,19.29,692.01,21.82,1.14
(주)강원랜드,035250,2012/12,20.6,6.42,2227.87,21.68,627.98,16.45,1.16
(주)강원랜드,035250,2013/12,14.96,5.86,2359.5,22.52,609.68,15.65,1.26
(주)강원랜드,035250,2014/12,21.59,6.34,2539.19,22.82,544.44,17.25,1.25
(주)강원랜드,035250,2015/12,29.1,6.63,2802.13,22.11,474.78,18.08,1.06
(주)강원랜드,035250,2016/12,27.2,6.17,3040.79,22.06,506.5,17.35,0.96
(주)강원랜드,035250,2017/12,35.27,5.73,3272.68,19.44,497.37,15.85,0.81
(주)강원랜드,035250,2018/12,26.35,5.09,3352.76,17.71,414.87,11.78,0.74
(주)강원랜드,035250,2019/12,27.45,4.91,3476.14,17.49,409.09,12.98,0.84
(주)강원랜드,035250,2020/12,31.84,0,3033.31,10.13,187.83,-7.53,0.28
(주)갤럭시아에스엠,011420,2000/12,9.24,0,165.51,180.08,24.33,19.89,1.84
(주)갤럭시아에스엠,011420,2001/12,24.13,2.87,174,90.08,28.74,20.84,1.58
(주)갤럭시아에스엠,011420,2002/12,11.02,0,134.34,210.01,25.1,8.11,1.56
(주)갤럭시아에스엠,011420,2003/12,5.68,0,110.22,235.67,22.52,7.38,1.52
(주)갤럭시아에스엠,011420,2004/12,27.11,0,83.47,91.27,17.1,11.39,0.93
(주)갤럭시아에스엠,011420,2005/12,13.81,0,50.94,144.34,16.86,-8.06,1.4
(주)갤럭시아에스엠,011420,2006/12,-43.42,0,0,0,21.84,31.86,2.37
(주)갤럭시아에스엠,011420,2007/12,-31.11,0,156.99,272.28,38.07,45.88,2.8
(주)갤럭시아에스엠,011420,2008/12,8.2,0,201.03,115.38,58.98,39.14,2.69
(주)갤럭시아에스엠,011420,2009/12,12.91,0,233.24,74.95,37.73,48.49,1.9
(주)갤럭시아에스엠,011420,2010/12,7.61,0,222.5,52.25,44.28,26.47,2.29
(주)갤럭시아에스엠,011420,2011/12,13.07,0,250.12,48.91,35.85,32.92,2.03
(주)갤럭시아에스엠,011420,2012/12,22.98,0,256.37,49.44,28.38,19.9,1.92
(주)갤럭시아에스엠,011420,2013/12,18.12,0,229.05,42.23,22.72,6.42,1.66
(주)갤럭시아에스엠,011420,2014/12,17.78,0,238.53,62.84,24.36,3.71,1.76
(주)갤럭시아에스엠,011420,2015/12,37.98,0,367.81,29.53,29.15,10.32,1.72
(주)갤럭시아에스엠,011420,2016/12,42.39,0,325.57,21.95,16.23,3.27,1.23
(주)갤럭시아에스엠,011420,2017/12,36.05,0,293.97,19.44,11.44,-6.8,1.25
(주)갤럭시아에스엠,011420,2018/12,23.66,0,194.54,23.99,9.44,-40.02,1.11
(주)갤럭시아에스엠,011420,2019/12,25.97,0,158.25,28.95,18.86,6.45,2.06
(주)갤럭시아에스엠,011420,2020/12,27.46,0,150.42,31.12,20.29,13.89,1.4
(주)경농,002100,2000/12,16.99,1.43,827.64,45.01,7.09,20.09,1.67
(주)경농,002100,2001/12,13.69,1.32,836.89,67.4,6.53,20.41,1.63
(주)경농,002100,2002/12,17.02,1.28,860,51.72,7.04,18.76,1.45
(주)경농,002100,2003/12,14.64,0.94,818.16,56.91,7.2,12.75,1.45
(주)경농,002100,2004/12,30.76,1.24,861.81,22.15,7.18,15.77,1.61
(주)경농,002100,2005/12,37.16,1.75,937.25,24.89,7.33,18.01,1.55
(주)경농,002100,2006/12,20.72,2.37,1019.86,49.52,7.87,20.37,1.38
(주)경농,002100,2007/12,40.16,1.43,1134.96,20.77,8.26,22.68,1.38
(주)경농,002100,2008/12,31.82,1.25,1271.21,40.22,6.69,17.59,1.3
(주)경농,002100,2009/12,36.83,1.18,1348.31,30.06,7.35,22.06,1.27
(주)경농,002100,2010/12,35.7,1.14,1403.31,28.1,8.95,16.19,1.24
(주)경농,002100,2011/12,34.58,1.01,1346.29,16.97,7.31,14.62,1.21
(주)경농,002100,2012/12,21.49,0.86,1396.85,29.86,7.36,15.17,1.5
(주)경농,002100,2013/12,23.22,1.33,1500.08,24.94,7.46,18.6,1.55
(주)경농,002100,2014/12,19.73,1.25,1558.19,27.58,7.02,15.51,1.48
(주)경농,002100,2015/12,13.42,1.45,1595.6,43.48,6.48,12.82,1.36
(주)경농,002100,2016/12,14.12,2.68,1629.4,42.83,6.07,11.17,1.28
(주)경농,002100,2017/12,13.47,2.88,1686.9,42.87,5.65,13.97,1.26
(주)경농,002100,2018/12,13.12,2.39,1724.77,46.45,6.39,13.67,1.22
(주)경농,002100,2019/12,19.52,2.06,1760.05,42.27,6.89,12.03,1.15
(주)경농,002100,2020/12,18.33,2.26,1818.81,47.4,7.15,13.48,1.15
(주)경동나비엔,009450,2000/12,22.22,1.58,617.32,83.79,5.65,20.68,1.95
(주)경동나비엔,009450,2001/12,30.1,1.39,703.17,57.61,6.33,27.38,2.03
(주)경동나비엔,009450,2002/12,32.61,1.41,831.77,52.62,7.56,30.07,2.16
(주)경동나비엔,009450,2003/12,33.49,1.28,915.93,40.44,7.28,22.46,1.95
(주)경동나비엔,009450,2004/12,33.22,1.01,940.53,39.46,6.43,13.06,1.81
(주)경동나비엔,009450,2005/12,32.57,0.99,992.32,37.65,5.9,10.78,1.77
(주)경동나비엔,009450,2006/12,26.55,0.95,1032.97,40.25,5.81,13.6,1.91
(주)경동나비엔,009450,2007/12,25.81,0.88,1109.12,30.84,6.02,14.68,1.96
(주)경동나비엔,009450,2008/12,23.4,0.82,1222.32,31.98,8.37,15.38,2.33
(주)경동나비엔,009450,2009/12,21.16,0.82,1215.46,39.31,8.19,13.08,2.49
(주)경동나비엔,009450,2010/12,18.62,0.84,1194.75,39.26,7.98,14.74,2.81
(주)경동나비엔,009450,2011/12,15.71,0.87,1124.6,52.15,8.06,16.96,3.03
(주)경동나비엔,009450,2012/12,13.9,0.83,1194.72,57.71,7.08,16.37,2.93
(주)경동나비엔,009450,2013/12,-9.21,0.78,1267.67,82.16,7.03,13.96,3.26
(주)경동나비엔,009450,2014/12,-6.81,0.75,1318.61,93.27,7.79,12.52,3.2
(주)경동나비엔,009450,2015/12,-2.08,0.68,1453.81,73.76,8.85,18.3,3.4
(주)경동나비엔,009450,2016/12,3.11,0.9,1649.93,64.27,7.72,21.46,3.67
(주)경동나비엔,009450,2017/12,4.14,1.14,1742.83,71.9,6.98,17.09,3.54
(주)경동나비엔,009450,2018/12,4.13,1.31,1886.7,79.57,7.91,18.06,3.21
(주)경동나비엔,009450,2019/12,6.57,1.49,1998.19,72.18,8.73,20.39,3.09
(주)경동나비엔,009450,2020/12,10.15,1.68,2068.77,76.58,9.17,19.32,3.08
(주)경동도시가스,267290,2017/12,,,,,,,
(주)경동도시가스,267290,2018/12,8.54,1.29,2703.04,117.78,4.89,12.69,3.64
(주)경동도시가스,267290,2019/12,9.59,1.53,2291.29,94.99,4.72,11.7,3.41
(주)경동도시가스,267290,2020/12,9.43,1.45,2407.76,73.31,4.48,11.54,3.02
(주)경동인베스트,012320,2000/12,-3.65,2.04,735.35,79.94,5.47,18.36,3.19
(주)경동인베스트,012320,2001/12,-0.9,2.19,775.66,67.54,5.22,19.38,3.66
(주)경동인베스트,012320,2002/12,3.07,2.36,847.29,64.67,4.79,20.04,3.65
(주)경동인베스트,012320,2003/12,0.84,2.18,919.07,67.11,5.35,20.25,3.74
(주)경동인베스트,012320,2004/12,0.76,2.01,994.41,66.67,4.8,19.13,3.58
(주)경동인베스트,012320,2005/12,0.81,1.8,1110.56,72.24,4.74,18.56,3.84
(주)경동인베스트,012320,2006/12,4.93,1.65,1212.75,70.96,4.97,18.21,3.91
(주)경동인베스트,012320,2007/12,8.83,1.5,1333.43,77.26,4.61,16.94,3.48
(주)경동인베스트,012320,2008/12,9.31,1.35,1486.89,80.56,5.82,16.54,4.13
(주)경동인베스트,012320,2009/12,11.97,1.22,1636.48,97.42,4.79,13.25,3.4
(주)경동인베스트,012320,2010/12,14.92,1.07,1872.35,105.62,4.96,14.18,3.54
(주)경동인베스트,012320,2011/12,12.01,0.93,2369.79,109.12,5.18,10.36,3.72
(주)경동인베스트,012320,2012/12,11.99,0.93,2691.24,130.7,4.88,9.38,3.65
(주)경동인베스트,012320,2013/12,14.5,0.84,2966.22,107.51,4.87,8.15,3.61
(주)경동인베스트,012320,2014/12,16.52,0.78,3218.56,80.14,5.15,8.68,3.54
(주)경동인베스트,012320,2015/12,17.79,0.79,3148.12,53.75,4.12,4.01,2.48
(주)경동인베스트,012320,2016/12,14.93,0.75,3192.42,46.73,4.31,8.32,2.39
(주)경동인베스트,012320,2017/12,34.69,0.37,2619.75,0.2,0.01,1.69,0
(주)경동인베스트,012320,2018/12,13.9,0.37,2625.11,0.14,0,0.78,0.1
(주)경동인베스트,012320,2019/12,11.65,0.37,2607.24,2.53,0,0.09,0.19
(주)경동인베스트,012320,2020/12,11.08,0.36,2583.7,0.37,0,1.12,0.19
(주)경방,000050,2000/12,-9.9,0.29,5107.35,32.7,4.87,11.15,2.09
(주)경방,000050,2001/12,-9.33,0.1,4762.63,33.84,10.53,8.7,2.31
(주)경방,000050,2002/12,-5.12,0.27,3767.99,27,26.26,11.41,2.46
(주)경방,000050,2003/12,-7.4,0.13,3768.47,32.41,22.71,9.61,2.24
(주)경방,000050,2004/12,-6.49,0,3672.64,30.38,21.82,2.36,2.05
(주)경방,000050,2005/12,-2.97,0,3677.43,24.98,25.31,6.81,2.01
(주)경방,000050,2006/12,-13.21,0,3468.2,55.58,38.45,-1.56,1.54
(주)경방,000050,2007/12,-2.54,0,4047.88,23.7,44.12,17.99,1.47
(주)경방,000050,2008/12,-20.61,0,3917.29,66.99,57.93,-0.91,1.57
(주)경방,000050,2009/12,-1.56,0,7270.52,19.74,82.19,2.6,1.49
(주)경방,000050,2010/12,-2.65,0.2,7468.18,17.65,111.89,5.05,2.41
(주)경방,000050,2011/12,-17.89,0,6506,53.52,132.94,3.1,2.47
(주)경방,000050,2012/12,-1.51,0,6439.76,18.12,96.13,2.73,2.35
(주)경방,000050,2013/12,-0.72,0.09,5501.5,12.92,70.7,4.6,2.92
(주)경방,000050,2014/12,-23.92,0.21,4753.34,59.65,23.4,4.25,3.15
(주)경방,000050,2015/12,-4.78,0.51,4900.71,21.42,17.5,5.07,3.68
(주)경방,000050,2016/12,-3.24,0.71,5035.48,17.48,18.76,5.38,3.82
(주)경방,000050,2017/12,-14.83,0.69,5186.63,35.07,18.09,5.62,3.79
(주)경방,000050,2018/12,-1.2,0.46,5319.56,14.11,17.82,5.37,3.5
(주)경방,000050,2019/12,5.65,0.45,5403.79,20.32,15.39,4.79,1.63
(주)경방,000050,2020/12,-12.81,0.43,5540.49,29.31,14.2,4.78,1.55
(주)경보제약,214390,2000/12,-38.92,0,77.03,1342.09,4.71,19.64,2.8
(주)경보제약,214390,2001/12,-11.84,0,124.74,319.93,3.87,15.19,1.9
(주)경보제약,214390,2002/12,-53.97,0,89.51,874.18,3.33,6.7,1.77
(주)경보제약,214390,2003/12,-41.9,0,100.14,285.61,3.51,8.94,2.29
(주)경보제약,214390,2004/12,-24.84,0,110.39,135.18,3.5,8.39,2.33
(주)경보제약,214390,2005/12,-35.3,0,44.7,345.24,3.06,-24.56,2.09
(주)경보제약,214390,2006/12,-36.3,0,186.18,398.26,3.78,11.06,2.34
(주)경보제약,214390,2007/12,-40.56,0,93.27,832.07,4.25,4.57,2.1
(주)경보제약,214390,2008/12,-19.62,0,133.43,451.23,5.57,12.83,2.24
(주)경보제약,214390,2009/12,-15.18,0,209.8,268.65,6.02,21.66,2.59
(주)경보제약,214390,2010/12,-7.1,0,307.24,195.94,7.08,25.72,2.72
(주)경보제약,214390,2011/12,9.13,2.66,375.48,131.33,8.67,23.95,2.32
(주)경보제약,214390,2012/12,15.09,7.01,499.39,86.67,10.52,29.23,2.38
(주)경보제약,214390,2013/12,18.02,9.61,624.66,79.75,10.52,28.9,2.28
(주)경보제약,214390,2014/12,7.06,9.45,635.15,125.3,9.79,29.97,1.94
(주)경보제약,214390,2015/12,20.75,5.35,1027.46,52.55,10.21,24.22,1.76
(주)경보제약,214390,2016/12,14.48,3.69,1082.55,56.19,11.56,20.61,1.8
(주)경보제약,214390,2017/12,24.53,4.22,1183.84,42.67,12.3,24.95,1.8
