회사명,거래소코드,회계년도,외국인_주식분포비율,종가
(주)CMG제약,058820,2000/12,,
(주)CMG제약,058820,2001/12,0,1420
(주)CMG제약,058820,2002/12,0,520
(주)CMG제약,058820,2003/12,0,800
(주)CMG제약,058820,2004/12,0,550
(주)CMG제약,058820,2005/12,0,1210
(주)CMG제약,058820,2006/12,0.48,14150
(주)CMG제약,058820,2007/12,0.04,5710
(주)CMG제약,058820,2008/12,0.68,1120
(주)CMG제약,058820,2009/12,0.2,1460
(주)CMG제약,058820,2010/12,0.01,792
(주)CMG제약,058820,2011/12,0.07,785
(주)CMG제약,058820,2012/12,0.29,1330
(주)CMG제약,058820,2013/12,0.25,932
(주)CMG제약,058820,2014/12,0.34,912
(주)CMG제약,058820,2015/12,0.65,2110
(주)CMG제약,058820,2016/12,2.07,3180
(주)CMG제약,058820,2017/12,3.51,6240
(주)CMG제약,058820,2018/12,4.69,4235
(주)CMG제약,058820,2019/12,2.12,4250
(주)CMG제약,058820,2020/12,7.2,5780
(주)ES큐브,050120,2001/06,,
(주)ES큐브,050120,2002/06,14.98,1870
(주)ES큐브,050120,2003/06,7.02,900
(주)ES큐브,050120,2004/06,5.14,6030
(주)ES큐브,050120,2005/12,2.46,6490
(주)ES큐브,050120,2006/12,2.21,1860
(주)ES큐브,050120,2007/12,1.43,1270
(주)ES큐브,050120,2008/12,1.28,890
(주)ES큐브,050120,2009/12,1.16,1760
(주)ES큐브,050120,2010/12,2.76,2385
(주)ES큐브,050120,2011/12,2.12,2120
(주)ES큐브,050120,2012/12,2.04,3430
(주)ES큐브,050120,2013/12,0.74,1540
(주)ES큐브,050120,2014/12,1.13,1395
(주)ES큐브,050120,2015/12,2.77,1605
(주)ES큐브,050120,2016/12,2.49,1705
(주)ES큐브,050120,2017/12,1.12,1030
(주)ES큐브,050120,2018/12,3.33,668
(주)ES큐브,050120,2019/12,2.92,852
(주)ES큐브,050120,2020/12,0.96,558
(주)가비아,079940,2002/12,,
(주)가비아,079940,2003/12,,
(주)가비아,079940,2004/12,,
(주)가비아,079940,2005/12,0,11900
(주)가비아,079940,2006/12,0.04,3750
(주)가비아,079940,2007/12,0.11,2760
(주)가비아,079940,2008/12,0.05,1250
(주)가비아,079940,2009/12,0,2130
(주)가비아,079940,2010/12,0.12,3050
(주)가비아,079940,2011/12,5.38,3950
(주)가비아,079940,2012/12,1.18,4035
(주)가비아,079940,2013/12,7.57,4790
(주)가비아,079940,2014/12,13.82,6420
(주)가비아,079940,2015/12,13.82,7130
(주)가비아,079940,2016/12,12.71,5840
(주)가비아,079940,2017/12,12.85,5870
(주)가비아,079940,2018/12,17.49,6360
(주)가비아,079940,2019/12,16.57,8280
(주)가비아,079940,2020/12,12.07,13150
(주)강스템바이오텍,217730,2013/12,,
(주)강스템바이오텍,217730,2014/12,,
(주)강스템바이오텍,217730,2015/12,0.01,10900
(주)강스템바이오텍,217730,2016/12,0.53,10800
(주)강스템바이오텍,217730,2017/12,0.68,12500
(주)강스템바이오텍,217730,2018/12,1.19,21800
(주)강스템바이오텍,217730,2019/12,2.78,8140
(주)강스템바이오텍,217730,2020/12,1.7,7910
(주)강원랜드,035250,2000/12,,
(주)강원랜드,035250,2001/12,3.93,132500
(주)강원랜드,035250,2002/12,13.82,112000
(주)강원에너지,114190,2000/11,,
(주)강원에너지,114190,2001/11,,
(주)강원에너지,114190,2002/11,,
(주)강원에너지,114190,2003/11,,
(주)강원에너지,114190,2004/11,,
(주)강원에너지,114190,2005/11,0,
(주)강원에너지,114190,2006/11,0,
(주)강원에너지,114190,2007/11,0,
(주)강원에너지,114190,2008/11,0,
(주)강원에너지,114190,2009/11,0,4440
(주)강원에너지,114190,2010/11,0,4345
(주)강원에너지,114190,2011/11,0,4530
(주)강원에너지,114190,2012/12,0.29,4405
(주)강원에너지,114190,2013/12,0.16,2205
(주)강원에너지,114190,2014/12,0.41,2105
(주)강원에너지,114190,2015/12,0.32,2870
(주)강원에너지,114190,2016/12,1.05,2740
(주)강원에너지,114190,2017/12,0.66,2490
(주)강원에너지,114190,2018/12,2.08,2740
(주)강원에너지,114190,2019/12,1.9,3810
(주)강원에너지,114190,2020/12,0.47,2500
(주)게임빌,063080,2004/12,,
(주)게임빌,063080,2005/12,0,
(주)게임빌,063080,2006/12,0,
(주)게임빌,063080,2007/12,0,
(주)게임빌,063080,2008/12,0,
(주)게임빌,063080,2009/12,7.21,36800
(주)게임빌,063080,2010/12,15.54,27350
(주)게임빌,063080,2011/12,14.28,68100
(주)게임빌,063080,2012/12,22.29,100800
(주)게임빌,063080,2013/12,12.11,45700
(주)게임빌,063080,2014/12,6.55,120700
(주)게임빌,063080,2015/12,4.39,77500
(주)게임빌,063080,2016/12,6.95,48700
(주)게임빌,063080,2017/12,6.89,92300
(주)게임빌,063080,2018/12,11.09,54400
(주)게임빌,063080,2019/12,8.47,30250
(주)게임빌,063080,2020/12,4.62,36850
(주)경윤하이드로에너지,019120,2000/12,0,13050
(주)경윤하이드로에너지,019120,2001/12,0,19000
(주)경윤하이드로에너지,019120,2002/12,0.01,1430
(주)경윤하이드로에너지,019120,2003/12,0.01,1450
(주)경윤하이드로에너지,019120,2004/12,0,1895
(주)경윤하이드로에너지,019120,2005/12,0.38,1565
(주)경윤하이드로에너지,019120,2006/12,0,1505
(주)경윤하이드로에너지,019120,2007/12,0.22,1140
(주)경윤하이드로에너지,019120,2008/12,0.28,850
(주)경윤하이드로에너지,019120,2009/12,0,505
(주)경윤하이드로에너지,019120,2010/12,0,119
(주)고려시멘트,198440,2014/12,0.06,2045
(주)고려시멘트,198440,2015/12,0.08,2020
(주)고려시멘트,198440,2016/12,0.04,1995
(주)고려시멘트,198440,2017/12,0.06,1720
(주)고려시멘트,198440,2018/12,0.77,2595
(주)고려시멘트,198440,2019/12,0.57,3075
(주)고려시멘트,198440,2020/12,0.37,3030
(주)고바이오랩,348150,2019/12,,
(주)고바이오랩,348150,2020/12,0.44,43350
(주)고영테크놀러지,098460,2005/12,0,
(주)고영테크놀러지,098460,2006/12,0,
(주)고영테크놀러지,098460,2007/12,0,
(주)고영테크놀러지,098460,2008/12,4.24,6990
(주)고영테크놀러지,098460,2009/12,0.75,10700
(주)고영테크놀러지,098460,2010/12,5.41,18000
(주)고영테크놀러지,098460,2011/12,23.39,30900
(주)고영테크놀러지,098460,2012/12,17.01,28100
(주)고영테크놀러지,098460,2013/12,17.83,27950
(주)고영테크놀러지,098460,2014/12,38.7,42800
(주)고영테크놀러지,098460,2015/12,37.83,38650
(주)고영테크놀러지,098460,2016/12,40.54,45200
(주)고영테크놀러지,098460,2017/12,52.18,82500
(주)고영테크놀러지,098460,2018/12,54.47,82500
(주)고영테크놀러지,098460,2019/12,61.33,105500
(주)고영테크놀러지,098460,2020/12,65.74,105000
(주)골드앤에스,035290,2000/12,6.87,1280
(주)골드앤에스,035290,2001/12,0.27,1080
(주)골드앤에스,035290,2002/12,0.01,460
(주)골드앤에스,035290,2003/12,0.01,470
(주)골드앤에스,035290,2004/12,0.01,405
(주)골드앤에스,035290,2005/12,0.02,935
(주)골드앤에스,035290,2006/12,1.38,770
(주)골드앤에스,035290,2007/12,8.92,1335
(주)골드앤에스,035290,2008/12,0.3,520
(주)골드앤에스,035290,2009/12,0.31,620
(주)골드앤에스,035290,2010/12,1.19,445
(주)골드앤에스,035290,2011/12,0.54,436
(주)골드앤에스,035290,2012/12,1.42,476
(주)골드앤에스,035290,2013/12,0.18,175
(주)골드앤에스,035290,2014/12,0.28,3360
(주)골드앤에스,035290,2015/12,0.95,5980
(주)골드앤에스,035290,2016/12,0.08,3795
(주)골드앤에스,035290,2017/12,0.16,4690
(주)골드앤에스,035290,2018/12,0.81,3170
(주)골드앤에스,035290,2019/12,1.11,11750
(주)골드앤에스,035290,2020/12,0.69,11750
(주)골드카운티,058900,2001/12,,
(주)골드카운티,058900,2002/12,,
(주)골드카운티,058900,2003/12,,
(주)골드카운티,058900,2004/12,0,1650
(주)골드카운티,058900,2005/12,0.16,4130
(주)골드카운티,058900,2006/12,0.32,6300
(주)골드카운티,058900,2007/12,0.61,765
(주)골드카운티,058900,2008/12,2.14,1035
(주)골드카운티,058900,2009/12,0,420
(주)골드퍼시픽,038530,2000/12,0.25,2900
(주)골드퍼시픽,038530,2001/12,0.41,2790
(주)골드퍼시픽,038530,2002/12,0.27,1460
(주)골드퍼시픽,038530,2003/12,0.22,2090
(주)골드퍼시픽,038530,2004/12,8.56,2065
(주)골드퍼시픽,038530,2005/12,1.46,2615
(주)골드퍼시픽,038530,2006/12,0.13,870
(주)골드퍼시픽,038530,2007/12,0,2650
(주)골드퍼시픽,038530,2008/12,0,820
(주)골드퍼시픽,038530,2009/12,11.24,795
(주)골드퍼시픽,038530,2010/12,11.24,620
(주)골드퍼시픽,038530,2011/12,11.21,1095
(주)골드퍼시픽,038530,2012/12,11.92,1235
(주)골드퍼시픽,038530,2013/12,9.81,849
(주)골드퍼시픽,038530,2014/12,8.05,1200
(주)골드퍼시픽,038530,2015/12,0.32,1620
(주)골드퍼시픽,038530,2016/12,0.15,732
(주)골드퍼시픽,038530,2017/12,0,3780
(주)골드퍼시픽,038530,2018/12,6.04,1415
(주)골드퍼시픽,038530,2019/12,5.39,1620
(주)골드퍼시픽,038530,2020/12,1.83,1435
(주)골프존,215000,2015/12,5.41,87900
(주)골프존,215000,2016/12,7.65,65300
(주)골프존,215000,2017/12,6.39,44850
(주)골프존,215000,2018/12,5.32,33450
(주)골프존,215000,2019/12,8.18,68900
(주)골프존,215000,2020/12,8.3,69300
(주)골프존뉴딘홀딩스,121440,2007/12,0,
(주)골프존뉴딘홀딩스,121440,2008/12,0,
(주)골프존뉴딘홀딩스,121440,2009/12,0,
(주)골프존뉴딘홀딩스,121440,2010/12,0,
(주)골프존뉴딘홀딩스,121440,2011/12,2.12,47800
(주)골프존뉴딘홀딩스,121440,2012/12,1.88,62900
(주)골프존뉴딘홀딩스,121440,2013/12,3.06,20150
(주)골프존뉴딘홀딩스,121440,2014/12,4.88,25250
(주)골프존뉴딘홀딩스,121440,2015/12,2.55,7150
(주)골프존뉴딘홀딩스,121440,2016/12,4.09,7760
(주)골프존뉴딘홀딩스,121440,2017/12,3.66,5320
(주)골프존뉴딘홀딩스,121440,2018/12,3.44,3685
(주)골프존뉴딘홀딩스,121440,2019/12,2.77,3545
(주)골프존뉴딘홀딩스,121440,2020/12,1.95,5540
(주)광림,014200,2000/12,2.12,5000
(주)광림,014200,2001/12,1.26,5180
(주)광림,014200,2002/12,1.26,2920
(주)광림,014200,2003/12,1.27,4135
(주)광림,014200,2004/12,1.27,2680
(주)광림,014200,2005/12,1.27,4750
(주)광림,014200,2006/12,1.27,4290
(주)광림,014200,2007/12,0,12300
(주)광림,014200,2008/12,0,465
(주)광림,014200,2009/12,1.01,1410
(주)광림,014200,2010/12,0.02,2000
(주)광림,014200,2011/12,5.56,2080
(주)광림,014200,2012/12,2.59,1985
(주)광림,014200,2013/12,0.11,1770
(주)광림,014200,2014/12,0.96,1510
(주)광림,014200,2015/12,1.34,3100
(주)광림,014200,2016/12,0.49,7860
(주)광림,014200,2017/12,0.73,3835
(주)광림,014200,2018/12,1.58,2495
(주)광림,014200,2019/12,0.93,2225
(주)광림,014200,2020/12,0.94,1680
(주)광진윈텍,090150,2001/12,,
(주)광진윈텍,090150,2002/12,,
(주)광진윈텍,090150,2003/12,,
(주)광진윈텍,090150,2004/12,,
(주)광진윈텍,090150,2005/12,0,
(주)광진윈텍,090150,2006/12,0,3130
(주)광진윈텍,090150,2007/12,0,3940
(주)광진윈텍,090150,2008/12,0,2130
(주)광진윈텍,090150,2009/12,0,2685
(주)광진윈텍,090150,2010/12,0,2675
(주)광진윈텍,090150,2011/12,0,1980
(주)광진윈텍,090150,2012/12,0,1975
(주)광진윈텍,090150,2013/12,0.27,2340
(주)광진윈텍,090150,2014/12,0.06,2150
(주)광진윈텍,090150,2015/12,1.06,3405
(주)광진윈텍,090150,2016/12,2.07,5310
(주)광진윈텍,090150,2017/12,1.9,2500
(주)광진윈텍,090150,2018/12,2.13,2295
(주)광진윈텍,090150,2019/12,2.71,3375
(주)광진윈텍,090150,2020/12,1.26,4235
(주)구영테크,053270,2000/12,,
(주)구영테크,053270,2001/12,,
(주)구영테크,053270,2002/12,0,3530
(주)구영테크,053270,2003/12,0.4,2040
(주)구영테크,053270,2004/12,0.4,1355
(주)구영테크,053270,2005/12,20.33,2675
(주)구영테크,053270,2006/12,20.56,1360
(주)구영테크,053270,2007/12,20.47,1495
(주)구영테크,053270,2008/12,20.23,595
(주)구영테크,053270,2009/12,20.23,965
(주)구영테크,053270,2010/12,20.23,1680
(주)구영테크,053270,2011/12,20.23,1380
(주)구영테크,053270,2012/12,20.23,1440
(주)구영테크,053270,2013/12,17.36,1485
(주)구영테크,053270,2014/12,0.4,1370
(주)구영테크,053270,2015/12,0.4,2190
(주)구영테크,053270,2016/12,2.37,2365
(주)구영테크,053270,2017/12,1.08,2080
(주)구영테크,053270,2018/12,1.66,1540
(주)구영테크,053270,2019/12,2.17,1820
(주)구영테크,053270,2020/12,2.56,1650
(주)국보디자인,066620,2000/12,,
(주)국보디자인,066620,2001/12,,
(주)국보디자인,066620,2002/12,0,3800
(주)국보디자인,066620,2003/12,2.7,3370
(주)국보디자인,066620,2004/12,1.01,1335
(주)국보디자인,066620,2005/12,3.5,3300
(주)국보디자인,066620,2006/12,7.99,2940
(주)국보디자인,066620,2007/12,9.05,4330
(주)국보디자인,066620,2008/12,7.29,2370
(주)국보디자인,066620,2009/12,0.07,2815
(주)국보디자인,066620,2010/12,6.34,3475
(주)국보디자인,066620,2011/12,1.19,4875
(주)국보디자인,066620,2012/12,2.3,6800
(주)국보디자인,066620,2013/12,8.73,10100
(주)국보디자인,066620,2014/12,9.09,13600
(주)국보디자인,066620,2015/12,9.78,19300
(주)국보디자인,066620,2016/12,11.64,17200
(주)국보디자인,066620,2017/12,8.06,18300
(주)국보디자인,066620,2018/12,12.46,13400
(주)국보디자인,066620,2019/12,12.56,17050
(주)국보디자인,066620,2020/12,11.4,17600
(주)국순당,043650,2000/12,3.42,11450
(주)국순당,043650,2001/12,20.36,30200
(주)국순당,043650,2002/12,20.2,26750
(주)국순당,043650,2003/12,30.03,26600
(주)국순당,043650,2004/12,30.07,12800
(주)국순당,043650,2005/12,29.77,16450
(주)국순당,043650,2006/12,16.35,6130
(주)국순당,043650,2007/12,16,5450
(주)국순당,043650,2008/12,4.15,3225
(주)국순당,043650,2009/12,3.33,9500
(주)국순당,043650,2010/12,4.9,11100
(주)국순당,043650,2011/12,3.57,7970
(주)국순당,043650,2012/12,1.04,7390
(주)국순당,043650,2013/12,0.63,5940
(주)국순당,043650,2014/12,1.85,5900
(주)국순당,043650,2015/12,2.44,6410
(주)국순당,043650,2016/12,3.14,6940
(주)국순당,043650,2017/12,3.85,5680
(주)국순당,043650,2018/12,2.71,4060
(주)국순당,043650,2019/12,2.91,3250
(주)국순당,043650,2020/12,0.16,5620
(주)국영지앤엠,006050,2000/12,0,4000
(주)국영지앤엠,006050,2001/12,0,2150
(주)국영지앤엠,006050,2002/12,0,1230
(주)국영지앤엠,006050,2003/12,0,805
(주)국영지앤엠,006050,2004/12,0,995
(주)국영지앤엠,006050,2005/12,0.3,1950
(주)국영지앤엠,006050,2006/12,0,1790
(주)국영지앤엠,006050,2007/12,0.96,2550
(주)국영지앤엠,006050,2008/12,0.43,570
(주)국영지앤엠,006050,2009/12,0,800
(주)국영지앤엠,006050,2010/12,0.02,1180
(주)국영지앤엠,006050,2011/12,0.94,1485
(주)국영지앤엠,006050,2012/12,0.52,897
(주)국영지앤엠,006050,2013/12,0.53,989
(주)국영지앤엠,006050,2014/12,0.95,999
(주)국영지앤엠,006050,2015/12,0.25,2465
(주)국영지앤엠,006050,2016/12,0.54,2195
(주)국영지앤엠,006050,2017/12,3.23,1130
(주)국영지앤엠,006050,2018/12,3.24,1580
(주)국영지앤엠,006050,2019/12,2.97,1960
(주)국영지앤엠,006050,2020/12,2.84,2770
(주)국전약품,307750,2018/12,0.1,2010
(주)국전약품,307750,2019/12,0,2020
(주)국전약품,307750,2020/12,0.01,9950
(주)굿이엠지,051530,2000/12,,
(주)굿이엠지,051530,2001/12,0.05,8170
(주)굿이엠지,051530,2002/12,0.08,6620
(주)굿이엠지,051530,2003/12,0.12,2350
(주)굿이엠지,051530,2004/12,6.09,1970
(주)굿이엠지,051530,2005/12,0.05,2925
(주)굿이엠지,051530,2006/12,0.03,1490
(주)굿이엠지,051530,2007/12,0.02,5870
(주)굿이엠지,051530,2008/12,4.43,500
(주)그로웰텔레콤,035780,2000/12,0.97,4120
(주)그로웰텔레콤,035780,2001/12,0.17,3230
(주)그로웰텔레콤,035780,2002/12,0.36,1310
(주)그로웰텔레콤,035780,2003/12,2.48,370
(주)그리티,204020,2007/12,,
(주)그리티,204020,2008/12,,
(주)그리티,204020,2009/12,,
(주)그리티,204020,2010/12,,
(주)그리티,204020,2011/12,,
(주)그리티,204020,2012/12,,
(주)그리티,204020,2013/12,,
(주)그리티,204020,2014/12,,
(주)그리티,204020,2015/12,,
(주)그리티,204020,2016/12,,
(주)그리티,204020,2017/12,,
(주)그리티,204020,2018/12,0.24,7190
(주)그리티,204020,2019/12,2.68,2790
(주)그리티,204020,2020/12,0.87,2995
(주)그린플러스,186230,2006/12,,
(주)그린플러스,186230,2007/12,,
(주)그린플러스,186230,2008/12,,
(주)그린플러스,186230,2009/12,,
(주)그린플러스,186230,2010/12,,
(주)그린플러스,186230,2011/12,,
(주)그린플러스,186230,2012/12,,
(주)그린플러스,186230,2013/12,,
(주)그린플러스,186230,2014/12,,
(주)그린플러스,186230,2015/12,,
(주)그린플러스,186230,2016/12,,
(주)그린플러스,186230,2017/12,,
(주)그린플러스,186230,2018/12,,
(주)그린플러스,186230,2019/12,0.68,11200
(주)그린플러스,186230,2020/12,2.23,12800
(주)극동자동화,272420,2014/12,,
(주)극동자동화,272420,2015/12,,
(주)극동자동화,272420,2016/12,,
(주)극동자동화,272420,2017/12,,
(주)글로벌스탠다드테크놀로지,083450,2003/12,,
(주)글로벌스탠다드테크놀로지,083450,2004/12,,
(주)글로벌스탠다드테크놀로지,083450,2005/12,0,
(주)글로벌스탠다드테크놀로지,083450,2006/12,0.02,6030
(주)글로벌스탠다드테크놀로지,083450,2007/12,1.46,3260
(주)글로벌스탠다드테크놀로지,083450,2008/12,0.15,1020
(주)글로벌스탠다드테크놀로지,083450,2009/12,0.07,1735
(주)글로벌스탠다드테크놀로지,083450,2010/12,0.01,3025
(주)글로벌스탠다드테크놀로지,083450,2011/12,0.42,3570
(주)글로벌스탠다드테크놀로지,083450,2012/12,0.63,4160
(주)글로벌스탠다드테크놀로지,083450,2013/12,0.81,5410
(주)글로벌스탠다드테크놀로지,083450,2014/12,2.63,5610
(주)글로벌스탠다드테크놀로지,083450,2015/12,4.25,5850
(주)글로벌스탠다드테크놀로지,083450,2016/12,2.73,5490
(주)글로벌스탠다드테크놀로지,083450,2017/12,9.68,12350
(주)글로벌스탠다드테크놀로지,083450,2018/12,7.03,4440
(주)글로벌스탠다드테크놀로지,083450,2019/12,8.75,10200
(주)글로벌스탠다드테크놀로지,083450,2020/12,5.57,17200
(주)글로포스트,037830,2000/12,,
(주)글로포스트,037830,2001/12,0,
(주)글로포스트,037830,2002/12,0,750
(주)글로포스트,037830,2003/12,0,285
(주)글로포스트,037830,2004/12,0,140
(주)글로포스트,037830,2005/12,2.16,830
(주)글로포스트,037830,2006/12,0.4,255
(주)글로포스트,037830,2007/12,0.1,21200
(주)글로포스트,037830,2008/12,0.01,890
(주)금빛,045890,2002/12,,
(주)금빛,045890,2003/12,,
(주)금빛,045890,2004/12,,
(주)금빛,045890,2005/12,0,4220
(주)금빛,045890,2006/12,0.04,3125
(주)금빛,045890,2007/12,0.11,36650
(주)금빛,045890,2008/12,0.37,22350
(주)금빛,045890,2009/12,0.22,17000
(주)금빛,045890,2010/12,3.13,7710
(주)금빛,045890,2011/12,0.32,2575
(주)금빛,045890,2012/12,0.2,1860
(주)금빛,045890,2013/12,0.56,2180
(주)금빛,045890,2014/12,0.28,1275
(주)금빛,045890,2015/12,0.91,1880
(주)금빛,045890,2016/12,0.3,2015
(주)금빛,045890,2017/12,1.2,1935
(주)금빛,045890,2018/12,4.14,1710
(주)금빛,045890,2019/12,1.56,2790
(주)금빛,045890,2020/12,0.35,430
(주)금오하이텍,165270,2007/12,,
(주)금오하이텍,165270,2008/12,,
(주)금오하이텍,165270,2009/12,,
(주)금오하이텍,165270,2010/12,,
(주)금오하이텍,165270,2011/12,,
(주)금오하이텍,165270,2012/12,,
(주)금오하이텍,165270,2013/12,,
(주)금오하이텍,165270,2014/12,,
(주)금오하이텍,165270,2015/12,,
(주)금오하이텍,165270,2016/12,,
(주)금화피에스시,036190,2000/12,0,1350
(주)금화피에스시,036190,2001/12,0,2830
(주)금화피에스시,036190,2002/12,0,1970
(주)금화피에스시,036190,2003/12,0,1700
(주)금화피에스시,036190,2004/12,0.13,1695
(주)금화피에스시,036190,2005/12,6.55,3540
(주)금화피에스시,036190,2006/12,6.23,4070
(주)금화피에스시,036190,2007/12,6.68,7830
(주)금화피에스시,036190,2008/12,6.94,6490
(주)금화피에스시,036190,2009/12,4.69,13550
(주)금화피에스시,036190,2010/12,7.01,12100
(주)금화피에스시,036190,2011/12,10.35,11150
(주)금화피에스시,036190,2012/12,12.15,20250
(주)금화피에스시,036190,2013/12,15.62,33100
(주)금화피에스시,036190,2014/12,19.04,48050
(주)금화피에스시,036190,2015/12,19.85,35100
(주)금화피에스시,036190,2016/12,23.66,35250
(주)금화피에스시,036190,2017/12,28.22,42900
(주)금화피에스시,036190,2018/12,29.1,29650
(주)금화피에스시,036190,2019/12,28.62,29500
(주)금화피에스시,036190,2020/12,28.84,29100
(주)기가레인,049080,2000/12,,
(주)기가레인,049080,2006/12,,
(주)기가레인,049080,2007/12,,
(주)기가레인,049080,2008/12,,
(주)기가레인,049080,2009/12,,
(주)기가레인,049080,2010/12,,
(주)기가레인,049080,2013/12,0.83,4600
(주)기가레인,049080,2014/12,1.35,11300
(주)기가레인,049080,2015/12,0.66,5340
(주)기가레인,049080,2016/12,1.35,5540
(주)기가레인,049080,2017/12,0.58,2945
(주)기가레인,049080,2018/12,2.07,1810
(주)기가레인,049080,2019/12,2.62,1485
(주)기가레인,049080,2020/12,4.4,3000
(주)기산텔레콤,035460,2000/12,0.19,2560
(주)기산텔레콤,035460,2001/12,0.01,2650
(주)기산텔레콤,035460,2002/12,0.02,2100
(주)기산텔레콤,035460,2003/12,0.01,1630
(주)기산텔레콤,035460,2004/12,0.71,2450
(주)기산텔레콤,035460,2005/12,1.02,9000
(주)기산텔레콤,035460,2006/12,0.13,7300
(주)기산텔레콤,035460,2007/12,0.19,4065
(주)기산텔레콤,035460,2008/12,0.04,2005
(주)기산텔레콤,035460,2009/12,0.01,2120
(주)기산텔레콤,035460,2010/12,0.04,3760
(주)기산텔레콤,035460,2011/12,0.06,1920
(주)기산텔레콤,035460,2012/12,0.06,1930
(주)기산텔레콤,035460,2013/12,0.51,1900
(주)기산텔레콤,035460,2014/12,0.4,1780
(주)기산텔레콤,035460,2015/12,1.65,3645
(주)기산텔레콤,035460,2016/12,2.39,3520
(주)기산텔레콤,035460,2017/12,1.89,2895
(주)기산텔레콤,035460,2018/12,1.81,2755
(주)기산텔레콤,035460,2019/12,2.54,2090
(주)기산텔레콤,035460,2020/12,2.64,2615
(주)까스텔바작,308100,2016/12,,
(주)까스텔바작,308100,2017/12,,
(주)까스텔바작,308100,2018/12,,
(주)까스텔바작,308100,2019/12,0.41,9400
(주)까스텔바작,308100,2020/12,0.42,10850
(주)나노,187790,2014/12,0,2180
(주)나노,187790,2015/12,0.06,1745
(주)나노,187790,2016/12,0.02,1920
(주)나노,187790,2017/12,0.51,1000
(주)나노,187790,2018/12,0.35,1915
(주)나노,187790,2019/12,2.25,2030
(주)나노,187790,2020/12,1.68,1480
(주)나노브릭,286750,2015/12,,
(주)나노브릭,286750,2016/12,,
(주)나노브릭,286750,2017/12,,
(주)나노브릭,286750,2018/12,,
(주)나노브릭,286750,2019/12,0,10800
(주)나노브릭,286750,2020/12,2.31,18700
(주)나노신소재,121600,2002/12,,
(주)나노신소재,121600,2003/12,,
(주)나노신소재,121600,2004/12,,
(주)나노신소재,121600,2005/12,0,
(주)나노신소재,121600,2006/12,0,
(주)나노신소재,121600,2007/12,0,
(주)나노신소재,121600,2008/12,0,
(주)나노신소재,121600,2009/12,0,
(주)나노신소재,121600,2010/12,0,
(주)나노신소재,121600,2011/12,0.55,19750
(주)나노신소재,121600,2012/12,1.55,15150
(주)나노신소재,121600,2013/12,1.37,16800
(주)나노신소재,121600,2014/12,1.03,15900
(주)나노신소재,121600,2015/12,2.52,24000
(주)나노신소재,121600,2016/12,2,15200
(주)나노신소재,121600,2017/12,1.73,17100
(주)나노신소재,121600,2018/12,2.36,15300
(주)나노신소재,121600,2019/12,5.16,16700
(주)나노신소재,121600,2020/12,1.23,37850
(주)나노엔텍,039860,2000/12,4.21,6450
(주)나노엔텍,039860,2001/12,1.44,11900
(주)나노엔텍,039860,2002/12,0.3,3300
(주)나노엔텍,039860,2003/12,0,3920
(주)나노엔텍,039860,2004/12,0.25,3010
(주)나노엔텍,039860,2005/12,0.02,8830
(주)나노엔텍,039860,2006/12,0.02,3005
(주)나노엔텍,039860,2007/12,0.13,2630
(주)나노엔텍,039860,2008/12,0.09,2225
(주)나노엔텍,039860,2009/12,0.18,5150
(주)나노엔텍,039860,2010/12,0.18,4995
(주)나노엔텍,039860,2011/12,0.03,4160
(주)나노엔텍,039860,2012/12,0.15,3915
(주)나노엔텍,039860,2013/12,0.57,5170
(주)나노엔텍,039860,2014/12,0.24,5710
(주)나노엔텍,039860,2015/12,0.45,7300
(주)나노엔텍,039860,2016/12,0.24,5020
(주)나노엔텍,039860,2017/12,0.52,5950
(주)나노엔텍,039860,2018/12,0.95,4235
(주)나노엔텍,039860,2019/12,1.56,5620
(주)나노엔텍,039860,2020/12,0.94,8620
(주)나노트로닉스,010670,2000/12,0.13,450
(주)나노트로닉스,010670,2001/12,0,840
(주)나노트로닉스,010670,2002/12,0.19,220
(주)나노트로닉스,010670,2003/12,0.27,150
(주)나노트로닉스,010670,2004/12,0,115
(주)나노트로닉스,010670,2005/12,0,210
(주)나노트로닉스,010670,2006/12,0,5670
(주)나노트로닉스,010670,2007/12,0,8150
(주)나노트로닉스,010670,2008/12,0,4245
(주)나노트로닉스,010670,2009/12,2.26,9600
(주)나노트로닉스,010670,2010/12,0,3920
(주)나노트로닉스,010670,2011/12,0,4240
(주)나노트로닉스,010670,2012/12,0,4890
(주)나노하이텍,071360,2000/12,,
(주)나노하이텍,071360,2001/12,,
(주)나노하이텍,071360,2002/12,,
(주)나노하이텍,071360,2003/12,0.06,3370
(주)나노하이텍,071360,2004/12,0,2260
(주)나노하이텍,071360,2005/12,0.29,5710
(주)나노하이텍,071360,2006/12,1.79,2335
(주)나노하이텍,071360,2007/12,0,1040
(주)나노하이텍,071360,2008/12,2.9,260
(주)나리지*온,036850,2000/12,11.48,2670
(주)나리지*온,036850,2001/12,27.26,2620
(주)나리지*온,036850,2002/12,9.42,1140
(주)나리지*온,036850,2003/12,9.25,1170
(주)나리지*온,036850,2004/12,0,855
(주)나리지*온,036850,2005/12,8.08,1690
(주)나리지*온,036850,2006/12,0,1335
(주)나리지*온,036850,2007/12,0.91,1400
(주)나리지*온,036850,2008/12,0.07,1355
(주)나리지*온,036850,2009/12,0,3465
(주)나무가,190510,2009/12,,
(주)나무가,190510,2010/12,,
(주)나무가,190510,2011/12,,
(주)나무가,190510,2012/12,,
