회사명,거래소코드,회계년도,부가가치,법인세비용차감전(계속사업)손익,인건비,금융비용,임차료,조세공과,감가상각비,종업원1인당 부가가치,총자본투자효율,기계투자효율,부가가치율,종업원수
(주)CMG제약,058820,2000/12,,,,,,,,,,,,
(주)CMG제약,058820,2001/12,1831.07,111.85,1196.41,237.42,26.03,18.07,241.31,15.26,8.76,214.85,11.57,120
(주)CMG제약,058820,2002/12,121.48,-3225.33,2565.66,352.83,64.58,26.83,336.91,1.79,0.79,42.66,0.46,68
(주)CMG제약,058820,2003/12,1858.57,154.75,1184.75,207.39,94.37,14.46,202.85,80.81,16.8,469.87,10.69,23
(주)CMG제약,058820,2004/12,-1965.01,-2819.13,495.97,122.04,37.78,4.07,194.26,-131,-37.94,-791.34,-15.02,15
(주)CMG제약,058820,2005/12,-1878.32,-2558.03,253.06,107.03,95.56,3.36,220.71,-104.35,-22.68,-316.3,-44.87,18
(주)CMG제약,058820,2006/12,-2625.04,-3410.63,564.11,-59.9,45.69,49.14,186.54,-328.13,-26.17,0,-78.95,8
(주)CMG제약,058820,2007/12,-372.08,-890.1,839.34,-403.36,30.44,5.72,45.88,-3.32,-1.69,0,-20.72,112
(주)CMG제약,058820,2008/12,-918.47,-4659.44,2786.26,452.08,85.22,51.69,365.72,-6.85,-2.66,-461.43,-8.5,134
(주)CMG제약,058820,2009/12,-11532.47,-18176.78,3673.2,913.42,141.94,366.86,1548.89,-96.91,-50.5,-381.92,-113.66,119
(주)CMG제약,058820,2010/12,-451.7,-7648.55,3945.55,1007.16,252.23,137.41,1854.52,-3.5,-1.87,-20.57,-3.98,129
(주)CMG제약,058820,2011/12,3793.19,-1264.49,3115.91,143.09,329.79,128.74,1340.15,28.1,13.77,142.24,21.37,135
(주)CMG제약,058820,2012/12,-1109.28,-6892.74,3524.47,399.66,315.88,150.92,1392.52,-8.28,-1.95,-44.42,-6.82,134
(주)CMG제약,058820,2013/12,5226.74,350.27,3132.9,327.28,166.54,142.48,1107.28,38.43,9.34,216.25,25.72,136
(주)CMG제약,058820,2014/12,5517.85,171.5,3609.28,-157.09,194.1,235.21,1464.85,33.65,9.49,103.2,24.25,164
(주)CMG제약,058820,2015/12,2836.01,-3648.67,4250.51,-29.83,171.37,202.58,1890.05,18.18,5.01,59.75,10.49,156
(주)CMG제약,058820,2016/12,9120.17,1642.24,5043.24,-153.68,255.37,232.33,2100.67,57,8.22,237.22,27.66,160
(주)CMG제약,058820,2017/12,11476.46,2870.32,6895.28,-1129.44,513.81,471.71,1854.79,57.38,10.47,325.69,27.63,200
(주)CMG제약,058820,2018/12,14753.59,3655.61,8684.32,-502.12,475.74,593.94,1846.11,66.46,12.9,419.39,29.59,222
(주)CMG제약,058820,2019/12,17218.9,3836.61,11164.42,-1091.09,421.42,781.85,2105.69,71.45,8.96,396.3,29.37,241
(주)CMG제약,058820,2020/12,14269.68,568.84,11113.41,-817.98,59.38,910.5,2435.53,60.21,7.3,398.36,22.14,237
(주)ES큐브,050120,2001/06,,,,,,,,,,,,
(주)ES큐브,050120,2002/06,1573.87,721.62,702.53,92.55,15.4,4.96,36.81,92.58,16.66,26213.67,5.78,17
(주)ES큐브,050120,2003/06,1232.78,422.81,836.04,-92.93,21.16,9.21,36.5,77.05,12.92,12956.16,5.17,16
(주)ES큐브,050120,2004/06,1054.17,43.5,1014.34,-73.66,15.82,8.33,45.84,55.48,6.74,12459.17,4.7,19
(주)ES큐브,050120,2005/12,-3732.54,-5166.77,1039.77,329.84,6.04,13.28,45.3,-219.56,-14.27,-59644.25,-25.03,17
(주)ES큐브,050120,2006/12,-1838.82,-3129.98,1543.08,-477.2,36.87,93.03,95.38,-59.32,-6.24,-42087.96,-13.4,31
(주)ES큐브,050120,2007/12,1068.84,-394.01,1874.54,-843.94,94.41,40.1,297.74,41.11,2.95,40348.77,9.07,26
(주)ES큐브,050120,2008/12,-1946.83,-3255.32,1652.54,-842.11,217.64,14.32,266.1,-35.4,-4.79,-100559.45,-14.99,55
(주)ES큐브,050120,2009/12,5634.77,3747.31,2114.4,-726.28,248.03,9.25,242.06,43.68,11.94,392666.55,19.94,129
(주)ES큐브,050120,2010/12,670.83,-2249.73,1839.66,-597.49,220.95,35.14,1422.31,3.41,1.41,63107.43,1.94,197
(주)ES큐브,050120,2011/12,5188.03,-2933.43,4840.69,-432.8,283.86,247.69,3182.02,21.89,11.47,720560.28,12.44,237
(주)ES큐브,050120,2012/12,9899.39,516.86,4984.08,-299.88,380.51,203.76,4114.07,41.95,22.16,2012070.53,22.41,236
(주)ES큐브,050120,2013/12,-6788.25,-14749.08,4804.43,-300.51,329.22,418.01,2709.68,-67.88,-14.29,-3649596.77,-14.81,100
(주)ES큐브,050120,2014/12,1585.13,-2412.39,3113.36,-671.95,250.97,115.06,1190.07,58.71,3.53,0,4.26,27
(주)ES큐브,050120,2015/12,6263.14,3610.34,2511.06,-389.83,164.98,43.79,322.8,160.59,13.29,0,16.98,39
(주)ES큐브,050120,2016/12,19928.15,17469.01,2196.34,-224.1,147.18,23.84,315.86,664.27,19.08,0,57.23,30
(주)ES큐브,050120,2017/12,4347.53,1061.7,2245.65,289.32,33.02,5.53,712.31,124.22,4.15,0,11.72,35
(주)ES큐브,050120,2018/12,211.17,-3840.51,2476.07,724.66,14.18,27.38,809.39,7.04,0.19,0,0.67,30
(주)ES큐브,050120,2019/12,-6558.67,-12563.18,2427.59,2868.05,0,0,708.88,-218.62,-4.82,0,-22.99,30
(주)ES큐브,050120,2020/12,-23593.21,-29081.43,2258.71,2929.42,0,0,300.1,-983.05,-28.77,0,-77.88,24
(주)가비아,079940,2002/12,,,,,,,,,,,,
(주)가비아,079940,2003/12,3131.88,1172.86,1418.1,-31.88,51.15,85.17,436.49,0,65.62,20833.37,39.8,0
(주)가비아,079940,2004/12,4122.32,1380.52,1954.09,-49.01,67.94,115.04,653.74,0,66.25,19149.54,42.39,0
(주)가비아,079940,2005/12,5029.68,1764.1,2205.83,-82.8,71.59,142.9,928.07,51.32,41.11,1618.39,36.34,98
(주)가비아,079940,2006/12,6458.83,2435.65,2686.01,-194.07,0,181.16,1350.09,60.93,43.81,3655.19,41.43,106
(주)가비아,079940,2007/12,9134.02,3739.45,3421.25,192.64,0,200.64,1580.05,83.04,36.8,8685.5,51.18,110
(주)가비아,079940,2008/12,7002.31,2212.38,3023.71,184.78,0,167.13,1414.31,61.97,22.28,12128.37,34.19,113
(주)가비아,079940,2009/12,9742.16,3873.94,3746.17,470.79,0,183.09,1468.18,74.94,31.37,31657.1,44.22,130
(주)가비아,079940,2010/12,11549.16,4511.9,4500.94,303.19,14.98,219.53,1998.62,74.51,32.72,66723.44,44.31,155
(주)가비아,079940,2011/12,12301.71,3817.6,5396.44,199.35,81.5,285.52,2521.3,64.41,32.98,44832.94,36.4,191
(주)가비아,079940,2012/12,14854.1,6624.08,7448.14,-3330.39,44.94,369.37,3697.97,70.4,28.68,765.2,38.6,211
(주)가비아,079940,2013/12,14479.99,4263.32,7815.47,-2293.59,0,415.69,4279.1,63.51,27.77,846.75,35.75,228
(주)가비아,079940,2014/12,16372.53,3202.51,8724.13,74.69,0,463.21,3907.99,66.29,29.24,1165.99,37.29,247
(주)가비아,079940,2015/12,19473.65,4747.92,10294.73,-72.5,0,525.76,3977.75,74.33,33.77,1787.23,40.2,262
(주)가비아,079940,2016/12,19772.02,3683.24,11622.91,-108.33,0,570.75,4003.46,73.78,32.33,2548.97,40,268
(주)가비아,079940,2017/12,19088.63,2472.45,12047.75,-116.25,0,580.19,4104.5,69.41,29.37,3727.34,36.45,275
(주)가비아,079940,2018/12,20637.85,3060.43,13080.39,-285.1,0,681.21,4100.91,73.71,29.77,4667.74,37.39,280
(주)가비아,079940,2019/12,24335.99,4905.68,12753.83,-590.37,0,0,7266.84,87.86,29.33,10145.83,41.78,277
(주)가비아,079940,2020/12,25871.98,5956.25,13763.33,-765.22,0,0,6917.61,86.82,26.38,10444.29,40.36,298
(주)강스템바이오텍,217730,2013/12,,,,,,,,,,,,
(주)강스템바이오텍,217730,2014/12,-2883.69,-4434.86,1006.74,-59.59,28.61,24.07,551.35,0,-40.2,-1093.38,-1385.12,0
(주)강스템바이오텍,217730,2015/12,-2880.72,-5754.14,1361.92,825.85,0,0,685.64,-46.46,-11.53,-571.4,-194.04,62
(주)강스템바이오텍,217730,2016/12,-7342.64,-10904.08,2519.61,203.45,0,0,838.39,-92.94,-15.48,-1478.54,-871.21,79
(주)강스템바이오텍,217730,2017/12,-4768.59,-9467.2,2879.56,1111.56,0,0,707.5,-63.58,-10.71,-808.82,-88.4,75
(주)강스템바이오텍,217730,2018/12,-8851.47,-13173.3,2877.96,695.2,0,0,748.68,-99.45,-13.37,-2179.47,-884.23,89
(주)강스템바이오텍,217730,2019/12,-19803.01,-25001.59,3509.11,431.44,0,0,1258.04,-194.15,-20.08,-8590.77,-7020.62,102
(주)강스템바이오텍,217730,2020/12,-15138.52,-19492.2,2813.89,-488.25,0,0,2028.04,-162.78,-22.23,-223.57,-5125.13,93
(주)강원,114190,2000/11,,,,,,,,,,,,
(주)강원,114190,2001/11,1510.33,156.47,1072.52,62.73,0,18.51,200.11,0,12.69,392.15,11.16,0
(주)강원,114190,2002/11,3197.01,1629.33,1252.13,-36.31,1.39,26.22,324.27,0,25.34,668.38,12.62,0
(주)강원,114190,2003/11,1794.8,354.1,1288.64,-154.63,0,15.45,291.24,0,15.09,431.41,9.25,0
(주)강원,114190,2004/11,1424.53,33.73,1223.96,-137.01,0,15,288.87,0,11.55,438.76,8.42,0
(주)강원,114190,2005/11,154.69,-1502.8,1458.2,-90.37,11.01,17.13,261.52,0,1.3,64.08,0.87,0
(주)강원,114190,2006/11,2323.2,860.77,1418.56,-173.12,0,16.93,200.05,0,17.28,1296.57,10.19,0
(주)강원,114190,2007/11,4470.36,2794.05,1884.25,-477.18,0,24.31,244.93,0,20.03,1345.88,14.2,0
(주)강원,114190,2008/11,4355.88,2711.1,1863.78,-556.03,0,28.36,308.67,0,14.91,1765.57,8.8,0
(주)강원,114190,2009/11,5150.71,3499.64,1637.51,-259.97,0,35.79,237.74,54.79,16.24,2679.98,13.32,94
(주)강원,114190,2010/11,4288.56,2020.04,2361.19,-377.68,0.29,39.31,245.41,52.3,14.95,1927.84,14.01,82
(주)강원,114190,2011/11,10360.86,7314.5,2880.73,-474.49,178.8,36.91,424.41,110.22,19.59,1480.64,20.63,94
(주)강원,114190,2012/12,14870.6,11326.04,3751.53,-781.5,149.59,44.53,380.41,147.23,16.66,1507.43,13.97,101
(주)강원,114190,2013/12,8510.38,5216.89,3406.18,-596.69,25.16,72.64,386.19,75.99,11.75,984.46,16.8,112
(주)강원,114190,2014/12,4827.57,1140.65,3757.81,-742.81,43.65,62.76,565.5,32.84,7.2,479.01,9.38,147
(주)강원,114190,2015/12,4889.72,982.21,3401.35,-203.43,56.41,62.06,591.13,36.76,6.04,551.82,10.01,133
(주)강원,114190,2016/12,4945.04,969.84,3571.2,-241.91,58.48,55.47,531.98,39.25,6.98,632.13,11.13,126
(주)강원,114190,2017/12,-3257.45,-7224.17,3522.3,-181.01,68.1,54.94,502.4,-23.78,-3.71,-468.07,-3.92,137
(주)강원,114190,2018/12,7833.63,2790.75,3268.33,1132.26,82.12,43.63,516.54,65.83,8.74,1323.76,9.12,119
(주)강원,114190,2019/12,-25826.58,-32601.69,4421.17,1385.69,56.11,83.13,829.02,-241.37,-46.87,-1398.91,-60.7,107
(주)강원,114190,2020/12,-9089.31,-14039.21,3622.65,2.64,70.97,66.4,1187.24,-168.32,-27.54,-599.54,-23.7,54
(주)강원랜드,035250,2000/12,,,,,,,,,,,,
(주)강원랜드,035250,2001/12,386847.06,317514.83,35584.48,-20016.02,172.3,46583.35,7008.12,380.38,55.64,4561.21,83.73,1017
(주)강원랜드,035250,2002/12,356237.15,314900.32,48097.58,-20885.89,349.16,6471.78,7304.19,317.22,43.26,6569.02,74.83,1123
(주)게임빌,063080,2004/12,,,,,,,,,,,,
(주)게임빌,063080,2005/12,3146.5,1598.75,1129.71,-16.24,88.25,40.33,305.7,0,36.58,4883.9,38.5,0
(주)게임빌,063080,2006/12,2609.03,709.52,1796.71,-198.27,71.39,41.74,187.94,0,25.81,5326.17,23.32,0
(주)게임빌,063080,2007/12,3810.9,1682.55,1436.87,-120.15,49.74,74.93,686.97,0,30.99,13226.31,31.03,0
(주)게임빌,063080,2008/12,8952.54,6630.07,1568.58,-302.43,0,73.35,982.97,0,47.76,39721.98,58.22,0
(주)게임빌,063080,2009/12,16214.31,14335.27,1845.02,-801.61,0,92.25,743.38,162.14,36.4,15689.8,66.44,100
(주)게임빌,063080,2010/12,18826.38,17715.26,1972.99,-1777.75,0,90.99,824.9,155.59,31.88,14369.74,65.97,121
(주)게임빌,063080,2011/12,20574.94,18969.95,2624.26,-2171.19,0,105.45,1046.46,143.88,26.53,14822.16,53.64,143
(주)게임빌,063080,2012/12,27016.25,24001.1,3052.87,-1741.34,0,224.79,1478.83,151.78,27.84,4456.19,50.25,178
(주)게임빌,063080,2013/12,18751.71,12948.4,5056.49,-1923.86,0,272.36,2398.32,85.62,10.71,1290.41,33.79,219
(주)게임빌,063080,2014/12,23567.29,16687.71,6501.67,-3708.71,0,314.75,3771.87,98.61,11.36,714.9,19.11,239
(주)게임빌,063080,2015/12,13804.04,1422.23,7305.71,185.14,0,411.4,4479.57,48.27,4.8,281.48,10.91,286
(주)게임빌,063080,2016/12,3854.71,-8875.04,7732.91,929.59,0,505.22,3562.02,10.95,1.67,927.37,3.05,352
(주)게임빌,063080,2017/12,-21182.32,-28635.07,7426.98,-3200.42,0,392.79,2833.4,-50.55,-10.25,-5163.31,-29.99,419
(주)게임빌,063080,2018/12,-10834.42,-19446.14,6993.68,-2728.54,0,385.38,3961.2,-25.37,-5.94,-3844.23,-16.81,427
(주)게임빌,063080,2019/12,2180.69,-7260.34,7213.53,-1979.66,0,357.44,3849.72,5.47,1.1,277.58,2.85,399
(주)게임빌,063080,2020/12,23191.51,-2112.28,18236.09,3902.25,208,788.97,2168.48,87.52,10.66,4990.62,36.75,265
(주)경윤하이드로에너지,019120,2000/12,7171.96,2672.43,3698.29,-157.24,88.31,64.52,805.64,49.46,27.08,1141.92,16.96,145
(주)경윤하이드로에너지,019120,2001/12,8315.25,3227.29,3931.14,-137.6,292.93,49.37,952.13,57.74,28.52,859.87,19.64,144
(주)경윤하이드로에너지,019120,2002/12,8104.59,2810.98,4159.22,-143.28,92.23,71.62,1113.81,56.68,26.89,536.97,18.9,143
(주)경윤하이드로에너지,019120,2003/12,6900.15,658.96,4600.38,-107.07,63.96,102.01,1581.91,42.86,19.01,296.72,18.12,161
(주)경윤하이드로에너지,019120,2004/12,4408.12,1571.77,1355.63,31.78,63.06,60.13,1325.74,27.21,11.69,234.56,12.26,162
(주)경윤하이드로에너지,019120,2005/12,421.88,-2612.61,1273.65,411.36,58.58,54.68,1236.22,2.62,1.12,27.7,1.42,161
(주)경윤하이드로에너지,019120,2006/12,-199.12,-3235.1,1385.96,634.81,51.66,51.93,911.62,-1.41,-0.53,-21.97,-0.63,141
(주)경윤하이드로에너지,019120,2007/12,-108.62,-2626.19,1102.74,723.56,6.28,49.05,635.93,-0.84,-0.32,-18.92,-0.39,129
(주)경윤하이드로에너지,019120,2008/12,-3567.55,-6330.95,1050.79,978.34,41.9,409.22,283.15,-142.7,-14.08,-23775.74,-15.36,25
(주)경윤하이드로에너지,019120,2009/12,-7465.71,-9335.73,1141.14,550.47,61.47,49.33,67.61,-298.63,-22.07,-48184.54,-148.75,25
(주)경윤하이드로에너지,019120,2010/12,-26119.75,-29421.9,1471.32,538.34,115.5,71.91,1105.07,-1187.26,-166.58,-70221.94,-337.66,22
(주)고려시멘트,198440,2014/12,,,,,,,,,,,,
(주)고려시멘트,198440,2015/12,,,,,,,,,,,,
(주)고려시멘트,198440,2016/12,,,,,,,,,,,,
(주)고려시멘트,198440,2017/12,5736.13,1729.77,1624.7,-132.65,0,75.1,2439.21,52.15,4.95,87.04,6.54,110
(주)고려시멘트,198440,2018/12,10194.32,6292.55,1734.33,-417.41,0,90.84,2494.02,91.02,7.99,193.26,11.88,112
(주)고려시멘트,198440,2019/12,7640.36,3677.87,1624.89,-156.84,0,79.4,2415.04,78.77,6.01,146.1,10.77,97
(주)고려시멘트,198440,2020/12,9728.54,6016.44,1278.16,-40.72,0,86.48,2388.19,102.41,8.43,224.62,13.86,95
(주)고바이오랩,348150,2019/12,,,,,,,,,,,,
(주)고바이오랩,348150,2020/12,-55090.14,-56315.2,730.97,190.42,6.6,87.18,209.89,-1412.57,-98.95,0,-1199.83,39
(주)고영테크놀러지,098460,2005/12,,,,,,,,,,,,
(주)고영테크놀러지,098460,2006/12,5290.43,3201.69,1443.83,-14.51,77.14,93.62,488.66,0,41.17,4108.25,31.81,0
(주)고영테크놀러지,098460,2007/12,8539.27,5447.41,2201.27,-37.48,174.98,125.01,628.09,0,44.38,5239.52,36.66,0
(주)고영테크놀러지,098460,2008/12,14176.23,9141.43,4090.74,-333.9,305.69,161.88,810.4,126.57,35.78,12753.8,41.27,112
(주)고영테크놀러지,098460,2009/12,6176.32,1370.83,3901.08,-398.56,464.2,209.09,629.68,51.9,12.4,10156.42,22.95,119
(주)고영테크놀러지,098460,2010/12,27186.8,19215.34,5973.96,58.4,474.78,255.12,1209.2,205.96,39.39,58319.5,38.18,132
(주)고영테크놀러지,098460,2011/12,29385.6,19894.39,7290.35,-425.3,645.25,421.98,1558.93,181.39,33.77,93133.89,36.64,162
(주)고영테크놀러지,098460,2012/12,30645.37,18233.25,9760.84,-602.35,861.32,428.48,1963.83,151.71,29.75,20964.56,30.4,202
(주)고영테크놀러지,098460,2013/12,30918.04,16924.34,11150.93,-622.24,870.7,488.28,2106.03,138.03,25.48,28424.63,29.75,224
(주)고영테크놀러지,098460,2014/12,45503.44,27157.31,14451.92,-666.26,995.96,653.43,2911.09,160.22,32.07,63757.99,33.57,284
(주)고영테크놀러지,098460,2015/12,48046.7,27191.77,16189.33,-546.42,1151.07,788.68,3272.26,156.5,30,120502.35,34.68,307
(주)고영테크놀러지,098460,2016/12,56689.51,33833.55,17823.32,-439.19,1222.5,862.13,3387.21,179.97,29.17,495061.65,36.99,315
(주)고영테크놀러지,098460,2017/12,57794.19,34648.43,17632.75,-349.21,1377.1,889.9,3595.22,169.98,28.1,321078855.56,30.59,340
(주)고영테크놀러지,098460,2018/12,78111.1,52560.04,16790.44,-879.88,4359.8,1251.02,4029.68,191.45,27.9,459477052.94,35.53,408
(주)고영테크놀러지,098460,2019/12,71042.25,44571.35,17105.93,-1334.36,185.69,1617.76,8895.88,150.2,23.06,417895594.71,33.91,473
(주)고영테크놀러지,098460,2020/12,33313.73,8359.71,14547.86,-977.47,49.92,1753.66,9580.06,76.76,10.99,195963094.76,21.21,434
(주)골드앤에스,035290,2000/12,1606.63,-5828.71,3299.55,-466.9,511.09,131.15,3960.45,10.78,2.38,0,6.75,149
(주)골드앤에스,035290,2001/12,989.34,-10726.85,4553.04,-283.7,437.41,195.39,6814.05,8.46,2.92,0,3.91,117
(주)골드앤에스,035290,2002/12,9253.95,-9279.09,4937.87,236.42,427.81,105.29,12825.65,20.56,33.95,0,35.26,450
(주)골드앤에스,035290,2003/12,14090.99,406.92,4153.31,-141.85,542.01,76.1,9054.5,30.24,49.84,0,49.85,466
(주)골드앤에스,035290,2004/12,16711.32,1622.57,4697.2,197.74,457.76,39.97,9696.08,35.33,53.38,0,45.82,473
(주)골드앤에스,035290,2005/12,17961.15,1184.2,5398.4,33.45,489.23,74.31,10781.55,34.61,48.57,0,42.58,519
(주)골드앤에스,035290,2006/12,15957.65,-1750.59,4932.66,-66,487.89,50.12,12303.56,27.75,40.36,0,39.07,575
(주)골드앤에스,035290,2007/12,18919.37,1139.86,5394.26,95,674.02,50.45,11565.79,37.39,42.04,0,41.43,506
(주)골드앤에스,035290,2008/12,19712.16,459.3,6347.76,411.36,672.79,342.03,11478.93,35.33,41.17,0,40.79,558
(주)골드앤에스,035290,2009/12,18270.96,408.39,5292.2,378.72,728.56,346.63,11116.46,95.66,33.16,0,35.83,191
(주)골드앤에스,035290,2010/12,9255.86,-8892.97,5902.93,737.85,738.08,453.61,10316.37,52.29,20.56,0,18.33,177
(주)골드앤에스,035290,2011/12,16289.67,935.15,5341.23,457.26,939.41,329.48,8287.14,101.18,35.15,0,34.28,161
(주)골드앤에스,035290,2012/12,8814.93,-6383.97,6105.92,724.76,765.75,344.2,7258.26,56.15,17.26,0,20.08,157
(주)골드앤에스,035290,2013/12,-414.08,-14861.91,5967.7,890.63,872.91,358.41,6358.19,-3.63,-1.2,0,-1.13,114
(주)골드앤에스,035290,2014/12,2742.66,-8241.08,4178.25,1319.22,736.27,296.29,4453.71,37.06,9.5,0,9.32,74
(주)골드앤에스,035290,2015/12,-2621.82,-9442.3,2459.34,521.9,529.85,243.98,3065.42,-50.42,-11.11,0,-11.81,52
(주)골드앤에스,035290,2016/12,5518.5,622.71,2150.76,130.31,429.2,189.76,1995.76,91.97,30.16,0,34.72,60
(주)골드앤에스,035290,2017/12,-3456.88,-8023.55,2322.59,63.83,416.85,247.67,1515.73,-73.55,-20.34,0,-27,47
(주)골드앤에스,035290,2018/12,881.62,-4714.76,3122.99,922.33,424.41,231.54,895.11,14.45,2.08,14.45,10.16,61
(주)골드앤에스,035290,2019/12,-15644.32,-24899.04,2638.23,4727.92,304.42,394.63,1189.53,-319.27,-97.19,-87889.43,-204.7,49
(주)골드앤에스,035290,2020/12,6253.68,1396.87,1689.57,2377.19,191.37,404.3,194.38,390.85,30.31,0,151.1,16
(주)골드카운티,058900,2001/12,,,,,,,,,,,,
(주)골드카운티,058900,2002/12,1975.73,680.08,983.84,-46.57,1.45,43.5,313.45,0,23.17,2578.58,25.7,0
(주)골드카운티,058900,2003/12,4715,1851.55,2013.63,91.14,72.69,70.42,615.57,0,39.73,8263.38,37.12,0
(주)골드카운티,058900,2004/12,2963.5,1202.48,666.49,193.42,21.88,23.65,855.59,28.77,17.26,1057.29,16.84,103
(주)골드카운티,058900,2005/12,-532.5,-2970.07,764.63,206.78,28.99,24.24,1412.93,-5.07,-2.48,-177.17,-3.54,105
(주)골드카운티,058900,2006/12,-26827.9,-29803.95,1165.89,292.08,50.79,29.33,1437.97,-248.41,-55.89,-16481.18,-242.13,108
(주)골드카운티,058900,2007/12,-45286.54,-49213.02,2028.62,1084.56,102.13,39.94,671.24,-1415.2,-341.48,-22280.43,-734.8,32
(주)골드카운티,058900,2008/12,-11162.45,-14166.05,1753,501.43,211.77,222.41,315,-318.93,-33.13,-4533.36,-314.58,35
(주)골드카운티,058900,2009/12,-13092.01,-14359.36,726.68,50.4,182.06,45.95,262.25,-503.54,-34.3,-9510.67,-348.61,26
(주)골드퍼시픽,038530,2000/12,2100.99,1368.3,1439.27,-1627.98,98.11,130.46,692.83,26.94,3.76,150.53,20.73,78
(주)골드퍼시픽,038530,2001/12,1784.25,-2169.79,2305.18,-1118.72,212.31,245.93,2309.33,19.39,3.3,89.66,12.52,92
(주)골드퍼시픽,038530,2002/12,-1331.08,-6641.24,3247.47,-584,260.02,372.48,2014.19,-12.21,-2.7,-68.74,-4.45,109
(주)골드퍼시픽,038530,2003/12,-3770.26,-11608.85,4606.21,-201.31,326.04,312.29,2795.35,-35.57,-8,-270.95,-8.12,106
(주)골드퍼시픽,038530,2004/12,-17761.31,-24575.26,4000.11,-38.03,391.61,291.41,2168.85,-355.23,-61.7,-2456.5,-42.55,50
(주)골드퍼시픽,038530,2005/12,-11495.85,-16248.73,3103.29,-152.62,597.33,180.38,1024.5,-191.6,-40.78,-3467.42,-66.8,60
(주)골드퍼시픽,038530,2006/12,4060.21,-482.94,2575.66,677.25,367.67,160.8,761.77,123.04,31.59,1945.79,15.82,33
(주)골드퍼시픽,038530,2007/12,-5696.39,-8922.86,2294.87,4.79,211.37,36.82,678.61,-172.62,-31.01,-2738.76,-75.45,33
(주)골드퍼시픽,038530,2008/12,920.28,-1370.81,1812.58,-245.91,82.32,4.99,637.1,36.81,4.05,468.22,9.07,25
(주)골드퍼시픽,038530,2009/12,1977.98,155.29,1296.24,-286.42,38.73,4.74,769.4,89.91,8.96,1552.5,23.88,22
(주)골드퍼시픽,038530,2010/12,1616.53,407.49,1076.41,-555.19,83.92,3.26,600.64,85.08,7.02,101.3,15.08,19
(주)골드퍼시픽,038530,2011/12,3354.81,990.34,1044.53,-287.96,52.34,5.21,1550.36,56.86,12.21,51.47,29.86,59
(주)골드퍼시픽,038530,2012/12,3804.69,254.55,1111.96,34.72,23.53,22.57,2357.37,54.35,12.74,73.97,36.27,70
(주)골드퍼시픽,038530,2013/12,-4183.39,-8455.94,1424.32,245.07,35.45,16.98,2550.73,-74.7,-13.71,-110.39,-64.47,56
(주)골드퍼시픽,038530,2014/12,-2894.06,-7306.53,1285.43,635.18,45.68,56.03,2390.14,-131.55,-9.06,-121.93,-59.61,22
(주)골드퍼시픽,038530,2015/12,-7618.26,-12525.67,1743.22,552.58,185.56,137.7,2288.35,-169.29,-27.71,-893.53,-124.45,45
(주)골드퍼시픽,038530,2016/12,-19142.84,-23433.5,2052.68,477.81,517.8,37.99,1204.38,-199.4,-172.12,-54693823.63,-199.65,96
(주)골드퍼시픽,038530,2017/12,1315.51,-963.05,554.04,1477.36,125.12,11.64,110.4,43.85,4.95,110826.22,26.15,30
(주)골드퍼시픽,038530,2018/12,-1481.11,-4380.34,1271.92,1252.15,130.45,33.76,210.95,-56.97,-3.97,-148110606,-26.54,26
(주)골드퍼시픽,038530,2019/12,-25112.72,-31437.5,2457.46,2983.23,351.94,15.17,516.99,-448.44,-34.43,-2511271810,-221.78,56
(주)골드퍼시픽,038530,2020/12,4604.32,-1498.12,2106.56,3161.79,184.85,8.07,641.16,170.53,6.45,460431810,32.12,27
(주)골프존,215000,2015/12,,,,,,,,,,,,
(주)골프존,215000,2016/12,59140.64,42711.99,8440.69,-284.77,784.12,837.21,6651.4,211.22,33.29,1363.28,30.04,280
(주)골프존,215000,2017/12,61935.09,45527.94,11041.53,-787.2,413.26,907.65,4831.91,253.83,25.91,2380.26,36.04,244
(주)골프존,215000,2018/12,53120.16,27516.73,18520.03,-1197.45,1186.7,1247.44,5846.71,113.02,20.87,625.88,27.73,470
(주)골프존,215000,2019/12,77590.45,33700.97,25469.34,-1077.33,514.08,1940.7,17042.69,194.95,25.45,214.54,32.46,398
(주)골프존,215000,2020/12,108215.98,47313.01,29483.21,16.75,1062.75,1484.3,28855.97,254.63,31.09,302.86,38.51,425
(주)골프존뉴딘홀딩스,121440,2007/12,,,,,,,,,,,,
(주)골프존뉴딘홀딩스,121440,2008/12,50704.41,44298.73,6146.5,-1324.84,245.3,335.69,1003.03,0,70.41,5955.42,50.22,0
(주)골프존뉴딘홀딩스,121440,2009/12,65840.98,55629.49,9877.91,-1925.78,834.41,236.23,1188.73,0,66.89,3184.56,49.47,0
(주)골프존뉴딘홀딩스,121440,2010/12,90084.99,70559.72,16809.5,-2741.99,2200.75,366.07,2890.94,0,49.42,2946.87,48.88,0
(주)골프존뉴딘홀딩스,121440,2011/12,65732.95,50112.6,17077.63,-8794.18,3561.59,702.65,3072.66,149.39,17.61,1099.25,31.33,440
(주)골프존뉴딘홀딩스,121440,2012/12,111831.83,81015.38,25115.84,-6445.47,4862.53,871.45,6412.11,198.64,21.82,1047.58,40.47,563
(주)골프존뉴딘홀딩스,121440,2013/12,93533.6,60032.23,25689.35,-6736.96,4611.32,1148.19,8789.48,203.78,15.85,904.94,27.51,459
(주)골프존뉴딘홀딩스,121440,2014/12,114109.48,83926.58,22319.53,-8257.78,4800.88,1010.9,10309.36,273.64,19.45,817.73,29.48,417
