회사명,거래소코드,회계년도,보통주식비율
(주)CMG제약,058820,2000/12,55
(주)CMG제약,058820,2001/12,56.07
(주)CMG제약,058820,2002/12,56.07
(주)CMG제약,058820,2003/12,56.05
(주)CMG제약,058820,2004/12,58.04
(주)CMG제약,058820,2005/12,68.85
(주)CMG제약,058820,2006/12,41.07
(주)CMG제약,058820,2007/12,33.75
(주)CMG제약,058820,2008/12,25.63
(주)CMG제약,058820,2009/12,8.88
(주)CMG제약,058820,2010/12,8.38
(주)CMG제약,058820,2011/12,2.31
(주)CMG제약,058820,2012/12,30.29
(주)CMG제약,058820,2013/12,26.8
(주)CMG제약,058820,2014/12,26.8
(주)CMG제약,058820,2015/12,26.29
(주)CMG제약,058820,2016/12,26.02
(주)CMG제약,058820,2017/12,25.98
(주)CMG제약,058820,2018/12,25.98
(주)CMG제약,058820,2019/12,25.84
(주)CMG제약,058820,2020/12,25.84
(주)ES큐브,050120,2001/06,
(주)ES큐브,050120,2002/06,18.41
(주)ES큐브,050120,2003/06,18.41
(주)ES큐브,050120,2004/06,13.48
(주)ES큐브,050120,2005/12,12.46
(주)ES큐브,050120,2006/12,23.35
(주)ES큐브,050120,2007/12,29.41
(주)ES큐브,050120,2008/12,30.46
(주)ES큐브,050120,2009/12,32.91
(주)ES큐브,050120,2010/12,35.11
(주)ES큐브,050120,2011/12,35.11
(주)ES큐브,050120,2012/12,19.99
(주)ES큐브,050120,2013/12,16.44
(주)ES큐브,050120,2014/12,16.44
(주)ES큐브,050120,2015/12,16.44
(주)ES큐브,050120,2016/12,17.8
(주)ES큐브,050120,2017/12,19.16
(주)ES큐브,050120,2018/12,19.16
(주)ES큐브,050120,2019/12,19.57
(주)ES큐브,050120,2020/12,32.19
(주)가비아,079940,2002/12,
(주)가비아,079940,2003/12,
(주)가비아,079940,2004/12,
(주)가비아,079940,2005/12,51.97
(주)가비아,079940,2006/12,51.6
(주)가비아,079940,2007/12,45.77
(주)가비아,079940,2008/12,47.83
(주)가비아,079940,2009/12,34.59
(주)가비아,079940,2010/12,35.2
(주)가비아,079940,2011/12,34.99
(주)가비아,079940,2012/12,25.25
(주)가비아,079940,2013/12,25.26
(주)가비아,079940,2014/12,25.18
(주)가비아,079940,2015/12,25.18
(주)가비아,079940,2016/12,24.51
(주)가비아,079940,2017/12,24.65
(주)가비아,079940,2018/12,24.79
(주)가비아,079940,2019/12,24.89
(주)가비아,079940,2020/12,24.85
(주)강스템바이오텍,217730,2013/12,
(주)강스템바이오텍,217730,2014/12,
(주)강스템바이오텍,217730,2015/12,22.95
(주)강스템바이오텍,217730,2016/12,23.22
(주)강스템바이오텍,217730,2017/12,21.51
(주)강스템바이오텍,217730,2018/12,17.07
(주)강스템바이오텍,217730,2019/12,13.02
(주)강스템바이오텍,217730,2020/12,10.25
(주)강원,114190,2000/11,
(주)강원,114190,2001/11,
(주)강원,114190,2002/11,
(주)강원,114190,2003/11,
(주)강원,114190,2004/11,
(주)강원,114190,2005/11,
(주)강원,114190,2006/11,
(주)강원,114190,2007/11,
(주)강원,114190,2008/11,
(주)강원,114190,2009/11,40.54
(주)강원,114190,2010/11,51.22
(주)강원,114190,2011/11,45.42
(주)강원,114190,2012/12,38.58
(주)강원,114190,2013/12,46.65
(주)강원,114190,2014/12,53.04
(주)강원,114190,2015/12,52.87
(주)강원,114190,2016/12,52.87
(주)강원,114190,2017/12,52.4
(주)강원,114190,2018/12,42.25
(주)강원,114190,2019/12,11.47
(주)강원,114190,2020/12,21.43
(주)강원랜드,035250,2000/12,36
(주)강원랜드,035250,2001/12,36
(주)강원랜드,035250,2002/12,36
(주)게임빌,063080,2004/12,
(주)게임빌,063080,2005/12,
(주)게임빌,063080,2006/12,
(주)게임빌,063080,2007/12,
(주)게임빌,063080,2008/12,
(주)게임빌,063080,2009/12,41.19
(주)게임빌,063080,2010/12,38.52
(주)게임빌,063080,2011/12,36.89
(주)게임빌,063080,2012/12,33.21
(주)게임빌,063080,2013/12,28.97
(주)게임빌,063080,2014/12,29.02
(주)게임빌,063080,2015/12,27.92
(주)게임빌,063080,2016/12,33.93
(주)게임빌,063080,2017/12,33.56
(주)게임빌,063080,2018/12,33.56
(주)게임빌,063080,2019/12,34.1
(주)게임빌,063080,2020/12,35.57
(주)경윤하이드로에너지,019120,2000/12,62.28
(주)경윤하이드로에너지,019120,2001/12,48.03
(주)경윤하이드로에너지,019120,2002/12,47.55
(주)경윤하이드로에너지,019120,2003/12,48.23
(주)경윤하이드로에너지,019120,2004/12,49.4
(주)경윤하이드로에너지,019120,2005/12,49.01
(주)경윤하이드로에너지,019120,2006/12,49.21
(주)경윤하이드로에너지,019120,2007/12,38.75
(주)경윤하이드로에너지,019120,2008/12,36.45
(주)경윤하이드로에너지,019120,2009/12,1.68
(주)경윤하이드로에너지,019120,2010/12,9.46
(주)고려시멘트,198440,2014/12,8.1
(주)고려시멘트,198440,2015/12,6.8
(주)고려시멘트,198440,2016/12,6.8
(주)고려시멘트,198440,2017/12,79.82
(주)고려시멘트,198440,2018/12,72.05
(주)고려시멘트,198440,2019/12,58.97
(주)고려시멘트,198440,2020/12,58.3
(주)고바이오랩,348150,2019/12,
(주)고바이오랩,348150,2020/12,38.56
(주)고영테크놀러지,098460,2005/12,
(주)고영테크놀러지,098460,2006/12,
(주)고영테크놀러지,098460,2007/12,
(주)고영테크놀러지,098460,2008/12,19.55
(주)고영테크놀러지,098460,2009/12,19.1
(주)고영테크놀러지,098460,2010/12,17.8
(주)고영테크놀러지,098460,2011/12,17.45
(주)고영테크놀러지,098460,2012/12,18.9
(주)고영테크놀러지,098460,2013/12,18.46
(주)고영테크놀러지,098460,2014/12,18.09
(주)고영테크놀러지,098460,2015/12,18.73
(주)고영테크놀러지,098460,2016/12,18.16
(주)고영테크놀러지,098460,2017/12,17.47
(주)고영테크놀러지,098460,2018/12,21.04
(주)고영테크놀러지,098460,2019/12,20.98
(주)고영테크놀러지,098460,2020/12,20.53
(주)골드앤에스,035290,2000/12,17.67
(주)골드앤에스,035290,2001/12,6.69
(주)골드앤에스,035290,2002/12,12.9
(주)골드앤에스,035290,2003/12,24.95
(주)골드앤에스,035290,2004/12,24.95
(주)골드앤에스,035290,2005/12,22.76
(주)골드앤에스,035290,2006/12,20.04
(주)골드앤에스,035290,2007/12,20.23
(주)골드앤에스,035290,2008/12,14.71
(주)골드앤에스,035290,2009/12,14.71
(주)골드앤에스,035290,2010/12,14.71
(주)골드앤에스,035290,2011/12,14.93
(주)골드앤에스,035290,2012/12,12.67
(주)골드앤에스,035290,2013/12,12.61
(주)골드앤에스,035290,2014/12,19.93
(주)골드앤에스,035290,2015/12,43.97
(주)골드앤에스,035290,2016/12,48.99
(주)골드앤에스,035290,2017/12,22.87
(주)골드앤에스,035290,2018/12,12.61
(주)골드앤에스,035290,2019/12,16.84
(주)골드앤에스,035290,2020/12,71.86
(주)골드카운티,058900,2001/12,
(주)골드카운티,058900,2002/12,
(주)골드카운티,058900,2003/12,
(주)골드카운티,058900,2004/12,31.94
(주)골드카운티,058900,2005/12,27.83
(주)골드카운티,058900,2006/12,18.13
(주)골드카운티,058900,2007/12,16.32
(주)골드카운티,058900,2008/12,12.22
(주)골드카운티,058900,2009/12,16.2
(주)골드퍼시픽,038530,2000/12,26.21
(주)골드퍼시픽,038530,2001/12,26.23
(주)골드퍼시픽,038530,2002/12,24.83
(주)골드퍼시픽,038530,2003/12,23.14
(주)골드퍼시픽,038530,2004/12,17.92
(주)골드퍼시픽,038530,2005/12,14.6
(주)골드퍼시픽,038530,2006/12,7.84
(주)골드퍼시픽,038530,2007/12,8.46
(주)골드퍼시픽,038530,2008/12,13.55
(주)골드퍼시픽,038530,2009/12,13.55
(주)골드퍼시픽,038530,2010/12,17.37
(주)골드퍼시픽,038530,2011/12,17.37
(주)골드퍼시픽,038530,2012/12,16.75
(주)골드퍼시픽,038530,2013/12,9.99
(주)골드퍼시픽,038530,2014/12,21.29
(주)골드퍼시픽,038530,2015/12,7.43
(주)골드퍼시픽,038530,2016/12,7.93
(주)골드퍼시픽,038530,2017/12,16.24
(주)골드퍼시픽,038530,2018/12,19.15
(주)골드퍼시픽,038530,2019/12,31.02
(주)골드퍼시픽,038530,2020/12,15.87
(주)골프존,215000,2015/12,55.39
(주)골프존,215000,2016/12,53.75
(주)골프존,215000,2017/12,53.81
(주)골프존,215000,2018/12,53.71
(주)골프존,215000,2019/12,53.61
(주)골프존,215000,2020/12,53.37
(주)골프존뉴딘홀딩스,121440,2007/12,
(주)골프존뉴딘홀딩스,121440,2008/12,
(주)골프존뉴딘홀딩스,121440,2009/12,
(주)골프존뉴딘홀딩스,121440,2010/12,
(주)골프존뉴딘홀딩스,121440,2011/12,63.27
(주)골프존뉴딘홀딩스,121440,2012/12,62.67
(주)골프존뉴딘홀딩스,121440,2013/12,57.7
(주)골프존뉴딘홀딩스,121440,2014/12,55.24
(주)골프존뉴딘홀딩스,121440,2015/12,67.95
(주)골프존뉴딘홀딩스,121440,2016/12,57.41
(주)골프존뉴딘홀딩스,121440,2017/12,53.89
(주)골프존뉴딘홀딩스,121440,2018/12,54.89
(주)골프존뉴딘홀딩스,121440,2019/12,55.01
(주)골프존뉴딘홀딩스,121440,2020/12,54.98
(주)광림,014200,2000/12,30.73
(주)광림,014200,2001/12,46.27
(주)광림,014200,2002/12,46.42
(주)광림,014200,2003/12,46.67
(주)광림,014200,2004/12,46.67
(주)광림,014200,2005/12,47.2
(주)광림,014200,2006/12,49.3
(주)광림,014200,2007/12,50
(주)광림,014200,2008/12,47.72
(주)광림,014200,2009/12,43.26
(주)광림,014200,2010/12,37.34
(주)광림,014200,2011/12,26
(주)광림,014200,2012/12,18.18
(주)광림,014200,2013/12,18.18
(주)광림,014200,2014/12,24.98
(주)광림,014200,2015/12,24.98
(주)광림,014200,2016/12,32.55
(주)광림,014200,2017/12,32.81
(주)광림,014200,2018/12,32.82
(주)광림,014200,2019/12,30.07
(주)광림,014200,2020/12,41.32
(주)광진윈텍,090150,2001/12,
(주)광진윈텍,090150,2002/12,
(주)광진윈텍,090150,2003/12,
(주)광진윈텍,090150,2004/12,
(주)광진윈텍,090150,2005/12,
(주)광진윈텍,090150,2006/12,68.87
(주)광진윈텍,090150,2007/12,69.49
(주)광진윈텍,090150,2008/12,69.98
(주)광진윈텍,090150,2009/12,68.58
(주)광진윈텍,090150,2010/12,68.87
(주)광진윈텍,090150,2011/12,63.65
(주)광진윈텍,090150,2012/12,58.88
(주)광진윈텍,090150,2013/12,58.88
(주)광진윈텍,090150,2014/12,58.88
(주)광진윈텍,090150,2015/12,58.88
(주)광진윈텍,090150,2016/12,58.88
(주)광진윈텍,090150,2017/12,56.17
(주)광진윈텍,090150,2018/12,55.67
(주)광진윈텍,090150,2019/12,55.67
(주)광진윈텍,090150,2020/12,55.67
(주)구영테크,053270,2000/12,78.84
(주)구영테크,053270,2001/12,78.84
(주)구영테크,053270,2002/12,54.39
(주)구영테크,053270,2003/12,55.88
(주)구영테크,053270,2004/12,55.9
(주)구영테크,053270,2005/12,60.77
(주)구영테크,053270,2006/12,62.96
(주)구영테크,053270,2007/12,70.81
(주)구영테크,053270,2008/12,74.11
(주)구영테크,053270,2009/12,70.78
(주)구영테크,053270,2010/12,73.01
(주)구영테크,053270,2011/12,73.11
(주)구영테크,053270,2012/12,73.11
(주)구영테크,053270,2013/12,70.22
(주)구영테크,053270,2014/12,51.93
(주)구영테크,053270,2015/12,50.41
(주)구영테크,053270,2016/12,51.92
(주)구영테크,053270,2017/12,51.92
(주)구영테크,053270,2018/12,50.41
(주)구영테크,053270,2019/12,46.62
(주)구영테크,053270,2020/12,46.65
(주)국보디자인,066620,2000/12,
(주)국보디자인,066620,2001/12,
(주)국보디자인,066620,2002/12,57.78
(주)국보디자인,066620,2003/12,53.05
(주)국보디자인,066620,2004/12,52.55
(주)국보디자인,066620,2005/12,52.55
(주)국보디자인,066620,2006/12,52.29
(주)국보디자인,066620,2007/12,52.29
(주)국보디자인,066620,2008/12,52.61
(주)국보디자인,066620,2009/12,52.7
(주)국보디자인,066620,2010/12,52.79
(주)국보디자인,066620,2011/12,52.77
(주)국보디자인,066620,2012/12,48.99
(주)국보디자인,066620,2013/12,49.17
(주)국보디자인,066620,2014/12,49.91
(주)국보디자인,066620,2015/12,51.55
(주)국보디자인,066620,2016/12,51.92
(주)국보디자인,066620,2017/12,52.02
(주)국보디자인,066620,2018/12,52.41
(주)국보디자인,066620,2019/12,52.72
(주)국보디자인,066620,2020/12,53.14
(주)국순당,043650,2000/12,66.21
(주)국순당,043650,2001/12,62.01
(주)국순당,043650,2002/12,58.88
(주)국순당,043650,2003/12,54.02
(주)국순당,043650,2004/12,53.99
(주)국순당,043650,2005/12,53.7
(주)국순당,043650,2006/12,53.7
(주)국순당,043650,2007/12,53.76
(주)국순당,043650,2008/12,53.7
(주)국순당,043650,2009/12,47.8
(주)국순당,043650,2010/12,48.13
(주)국순당,043650,2011/12,48.13
(주)국순당,043650,2012/12,48.07
(주)국순당,043650,2013/12,43.71
(주)국순당,043650,2014/12,43.74
(주)국순당,043650,2015/12,43.69
(주)국순당,043650,2016/12,42.01
(주)국순당,043650,2017/12,42.01
(주)국순당,043650,2018/12,42.01
(주)국순당,043650,2019/12,42.01
(주)국순당,043650,2020/12,42.83
(주)국영지앤엠,006050,2000/12,39.22
(주)국영지앤엠,006050,2001/12,11.9
(주)국영지앤엠,006050,2002/12,13.31
(주)국영지앤엠,006050,2003/12,14.13
(주)국영지앤엠,006050,2004/12,15.2
(주)국영지앤엠,006050,2005/12,14.43
(주)국영지앤엠,006050,2006/12,14.04
(주)국영지앤엠,006050,2007/12,13.82
(주)국영지앤엠,006050,2008/12,12.23
(주)국영지앤엠,006050,2009/12,13.62
(주)국영지앤엠,006050,2010/12,15.71
(주)국영지앤엠,006050,2011/12,16.39
(주)국영지앤엠,006050,2012/12,16.76
(주)국영지앤엠,006050,2013/12,14.7
(주)국영지앤엠,006050,2014/12,14.42
(주)국영지앤엠,006050,2015/12,13.88
(주)국영지앤엠,006050,2016/12,13.56
(주)국영지앤엠,006050,2017/12,15.19
(주)국영지앤엠,006050,2018/12,15.19
(주)국영지앤엠,006050,2019/12,14.37
(주)국영지앤엠,006050,2020/12,13.64
(주)국전약품,307750,2018/12,9.98
(주)국전약품,307750,2019/12,9.98
(주)국전약품,307750,2020/12,80.77
(주)굿이엠지,051530,2000/12,35.95
(주)굿이엠지,051530,2001/12,28.19
(주)굿이엠지,051530,2002/12,28.19
(주)굿이엠지,051530,2003/12,16.14
(주)굿이엠지,051530,2004/12,19.42
(주)굿이엠지,051530,2005/12,7.46
(주)굿이엠지,051530,2006/12,11.78
(주)굿이엠지,051530,2007/12,5.96
(주)굿이엠지,051530,2008/12,12.97
(주)그로웰텔레콤,035780,2000/12,20.15
(주)그로웰텔레콤,035780,2001/12,15.33
(주)그로웰텔레콤,035780,2002/12,26.87
(주)그로웰텔레콤,035780,2003/12,22.59
(주)그리티,204020,2007/12,
(주)그리티,204020,2008/12,
(주)그리티,204020,2009/12,
(주)그리티,204020,2010/12,
(주)그리티,204020,2011/12,
(주)그리티,204020,2012/12,
(주)그리티,204020,2013/12,
(주)그리티,204020,2014/12,
(주)그리티,204020,2015/12,
(주)그리티,204020,2016/12,
(주)그리티,204020,2017/12,
(주)그리티,204020,2018/12,41.09
(주)그리티,204020,2019/12,35.17
(주)그리티,204020,2020/12,37.72
(주)그린플러스,186230,2006/12,
(주)그린플러스,186230,2007/12,
(주)그린플러스,186230,2008/12,
(주)그린플러스,186230,2009/12,
(주)그린플러스,186230,2010/12,
(주)그린플러스,186230,2011/12,
(주)그린플러스,186230,2012/12,
(주)그린플러스,186230,2013/12,49.42
(주)그린플러스,186230,2014/12,50.91
(주)그린플러스,186230,2015/12,50.12
(주)그린플러스,186230,2016/12,40.53
(주)그린플러스,186230,2017/12,40.53
(주)그린플러스,186230,2018/12,39.63
(주)그린플러스,186230,2019/12,32.39
(주)그린플러스,186230,2020/12,32.46
(주)극동자동화,272420,2014/12,
(주)극동자동화,272420,2015/12,
(주)극동자동화,272420,2016/12,
(주)극동자동화,272420,2017/12,100
(주)글로벌스탠다드테크놀로지,083450,2003/12,
(주)글로벌스탠다드테크놀로지,083450,2004/12,
(주)글로벌스탠다드테크놀로지,083450,2005/12,40.48
(주)글로벌스탠다드테크놀로지,083450,2006/12,28.06
(주)글로벌스탠다드테크놀로지,083450,2007/12,29.32
(주)글로벌스탠다드테크놀로지,083450,2008/12,30.15
(주)글로벌스탠다드테크놀로지,083450,2009/12,29.62
(주)글로벌스탠다드테크놀로지,083450,2010/12,29.62
(주)글로벌스탠다드테크놀로지,083450,2011/12,28.62
(주)글로벌스탠다드테크놀로지,083450,2012/12,33.04
(주)글로벌스탠다드테크놀로지,083450,2013/12,26.87
(주)글로벌스탠다드테크놀로지,083450,2014/12,24.32
(주)글로벌스탠다드테크놀로지,083450,2015/12,25.35
(주)글로벌스탠다드테크놀로지,083450,2016/12,25.35
(주)글로벌스탠다드테크놀로지,083450,2017/12,25.89
(주)글로벌스탠다드테크놀로지,083450,2018/12,25.9
(주)글로벌스탠다드테크놀로지,083450,2019/12,25.95
(주)글로벌스탠다드테크놀로지,083450,2020/12,25.27
(주)글로포스트,037830,2000/12,35.97
(주)글로포스트,037830,2001/12,35.97
(주)글로포스트,037830,2002/12,23.69
(주)글로포스트,037830,2003/12,8.67
(주)글로포스트,037830,2004/12,10.66
(주)글로포스트,037830,2005/12,6.76
(주)글로포스트,037830,2006/12,38.57
(주)글로포스트,037830,2007/12,31.5
(주)글로포스트,037830,2008/12,13.73
(주)금빛,045890,2002/12,
(주)금빛,045890,2003/12,
(주)금빛,045890,2004/12,
(주)금빛,045890,2005/12,42.17
(주)금빛,045890,2006/12,48.46
(주)금빛,045890,2007/12,50.64
(주)금빛,045890,2008/12,44.23
(주)금빛,045890,2009/12,38.42
(주)금빛,045890,2010/12,36.25
(주)금빛,045890,2011/12,26.94
(주)금빛,045890,2012/12,26.94
(주)금빛,045890,2013/12,26.94
(주)금빛,045890,2014/12,26.94
(주)금빛,045890,2015/12,26.94
(주)금빛,045890,2016/12,26.44
(주)금빛,045890,2017/12,26.04
(주)금빛,045890,2018/12,14.39
(주)금빛,045890,2019/12,21.53
(주)금빛,045890,2020/12,13.3
(주)금오하이텍,165270,2007/12,
(주)금오하이텍,165270,2008/12,
(주)금오하이텍,165270,2009/12,
(주)금오하이텍,165270,2010/12,
(주)금오하이텍,165270,2011/12,
(주)금오하이텍,165270,2012/12,
(주)금오하이텍,165270,2013/12,79.96
(주)금오하이텍,165270,2014/12,79.96
(주)금오하이텍,165270,2015/12,58.93
(주)금오하이텍,165270,2016/12,59.02
(주)금화피에스시,036190,2000/12,61.01
(주)금화피에스시,036190,2001/12,61.01
(주)금화피에스시,036190,2002/12,55.61
(주)금화피에스시,036190,2003/12,55.61
(주)금화피에스시,036190,2004/12,55.35
(주)금화피에스시,036190,2005/12,31.26
(주)금화피에스시,036190,2006/12,31.26
(주)금화피에스시,036190,2007/12,31.27
(주)금화피에스시,036190,2008/12,32.19
(주)금화피에스시,036190,2009/12,33.19
(주)금화피에스시,036190,2010/12,33.73
(주)금화피에스시,036190,2011/12,35.37
(주)금화피에스시,036190,2012/12,35.62
(주)금화피에스시,036190,2013/12,35.97
(주)금화피에스시,036190,2014/12,36.03
(주)금화피에스시,036190,2015/12,36.06
(주)금화피에스시,036190,2016/12,36.89
(주)금화피에스시,036190,2017/12,36.89
(주)금화피에스시,036190,2018/12,36.68
(주)금화피에스시,036190,2019/12,36.68
(주)금화피에스시,036190,2020/12,36.68
(주)기가레인,049080,2000/12,
(주)기가레인,049080,2006/12,
(주)기가레인,049080,2007/12,
(주)기가레인,049080,2008/12,
(주)기가레인,049080,2009/12,
(주)기가레인,049080,2010/12,
(주)기가레인,049080,2013/12,46.49
(주)기가레인,049080,2014/12,40.9
(주)기가레인,049080,2015/12,39.4
(주)기가레인,049080,2016/12,38.72
(주)기가레인,049080,2017/12,33.6
(주)기가레인,049080,2018/12,30.1
(주)기가레인,049080,2019/12,24.2
(주)기가레인,049080,2020/12,40.4
(주)기산텔레콤,035460,2000/12,39.17
(주)기산텔레콤,035460,2001/12,39.17
(주)기산텔레콤,035460,2002/12,52.3
(주)기산텔레콤,035460,2003/12,52.3
(주)기산텔레콤,035460,2004/12,39.19
(주)기산텔레콤,035460,2005/12,39.19
(주)기산텔레콤,035460,2006/12,38.08
(주)기산텔레콤,035460,2007/12,38.08
(주)기산텔레콤,035460,2008/12,38.08
(주)기산텔레콤,035460,2009/12,38.08
(주)기산텔레콤,035460,2010/12,35.99
(주)기산텔레콤,035460,2011/12,35.99
(주)기산텔레콤,035460,2012/12,35.99
(주)기산텔레콤,035460,2013/12,35.99
(주)기산텔레콤,035460,2014/12,35.99
(주)기산텔레콤,035460,2015/12,35.85
(주)기산텔레콤,035460,2016/12,35.22
(주)기산텔레콤,035460,2017/12,35.22
(주)기산텔레콤,035460,2018/12,35.22
(주)기산텔레콤,035460,2019/12,36.48
(주)기산텔레콤,035460,2020/12,35.22
(주)까스텔바작,308100,2016/12,
(주)까스텔바작,308100,2017/12,
(주)까스텔바작,308100,2018/12,
(주)까스텔바작,308100,2019/12,50.84
(주)까스텔바작,308100,2020/12,50.84
(주)나노,187790,2014/12,8.22
(주)나노,187790,2015/12,14.06
(주)나노,187790,2016/12,11.73
(주)나노,187790,2017/12,9.93
(주)나노,187790,2018/12,9.66
(주)나노,187790,2019/12,8.93
(주)나노,187790,2020/12,8.96
(주)나노브릭,286750,2015/12,
(주)나노브릭,286750,2016/12,
(주)나노브릭,286750,2017/12,
(주)나노브릭,286750,2018/12,
(주)나노브릭,286750,2019/12,20.15
(주)나노브릭,286750,2020/12,20.93
(주)나노신소재,121600,2002/12,
(주)나노신소재,121600,2003/12,
(주)나노신소재,121600,2004/12,
(주)나노신소재,121600,2005/12,
(주)나노신소재,121600,2006/12,
(주)나노신소재,121600,2007/12,
(주)나노신소재,121600,2008/12,
(주)나노신소재,121600,2009/12,
(주)나노신소재,121600,2010/12,60.71
(주)나노신소재,121600,2011/12,44.79
(주)나노신소재,121600,2012/12,43.9
(주)나노신소재,121600,2013/12,42.77
(주)나노신소재,121600,2014/12,42.6
(주)나노신소재,121600,2015/12,36.97
(주)나노신소재,121600,2016/12,36.6
(주)나노신소재,121600,2017/12,36.95
(주)나노신소재,121600,2018/12,36.38
(주)나노신소재,121600,2019/12,35.92
(주)나노신소재,121600,2020/12,32.51
(주)나노엔텍,039860,2000/12,42.75
(주)나노엔텍,039860,2001/12,42.3
(주)나노엔텍,039860,2002/12,42.05
(주)나노엔텍,039860,2003/12,41.55
(주)나노엔텍,039860,2004/12,41.52
(주)나노엔텍,039860,2005/12,41.51
(주)나노엔텍,039860,2006/12,21.6
(주)나노엔텍,039860,2007/12,21.7
(주)나노엔텍,039860,2008/12,21.7
(주)나노엔텍,039860,2009/12,16.1
(주)나노엔텍,039860,2010/12,16.14
(주)나노엔텍,039860,2011/12,14.64
(주)나노엔텍,039860,2012/12,14.64
(주)나노엔텍,039860,2013/12,15.03
(주)나노엔텍,039860,2014/12,27.67
(주)나노엔텍,039860,2015/12,29.77
(주)나노엔텍,039860,2016/12,28.48
(주)나노엔텍,039860,2017/12,29.6
(주)나노엔텍,039860,2018/12,30.01
(주)나노엔텍,039860,2019/12,29.7
(주)나노엔텍,039860,2020/12,29.5
(주)나노트로닉스,010670,2000/12,39.59
(주)나노트로닉스,010670,2001/12,9.78
(주)나노트로닉스,010670,2002/12,20.35
(주)나노트로닉스,010670,2003/12,16.41
(주)나노트로닉스,010670,2004/12,16.41
(주)나노트로닉스,010670,2005/12,17.94
(주)나노트로닉스,010670,2006/12,17.65
(주)나노트로닉스,010670,2007/12,18.04
(주)나노트로닉스,010670,2008/12,18.49
(주)나노트로닉스,010670,2009/12,17.6
(주)나노트로닉스,010670,2010/12,17.6
(주)나노트로닉스,010670,2011/12,17.61
(주)나노트로닉스,010670,2012/12,15.88
(주)나노하이텍,071360,2000/12,
(주)나노하이텍,071360,2001/12,
(주)나노하이텍,071360,2002/12,
(주)나노하이텍,071360,2003/12,55.54
(주)나노하이텍,071360,2004/12,55.54
(주)나노하이텍,071360,2005/12,45.94
(주)나노하이텍,071360,2006/12,45.94
(주)나노하이텍,071360,2007/12,45.94
(주)나노하이텍,071360,2008/12,13.74
(주)나리지*온,036850,2000/12,50.88
(주)나리지*온,036850,2001/12,50.07
(주)나리지*온,036850,2002/12,47.72
(주)나리지*온,036850,2003/12,47.72
(주)나리지*온,036850,2004/12,46.97
(주)나리지*온,036850,2005/12,27.76
(주)나리지*온,036850,2006/12,26.84
(주)나리지*온,036850,2007/12,24.37
(주)나리지*온,036850,2008/12,13.07
(주)나리지*온,036850,2009/12,61.41
(주)나무가,190510,2009/12,
(주)나무가,190510,2010/12,
(주)나무가,190510,2011/12,
(주)나무가,190510,2012/12,
(주)나무가,190510,2013/12,
(주)나무가,190510,2014/12,
(주)나무가,190510,2015/12,57.74
(주)나무가,190510,2016/12,39.28
(주)나무가,190510,2017/12,28.25
(주)나무가,190510,2018/12,28.04
(주)나무가,190510,2019/12,25.29
(주)나무가,190510,2020/12,36
(주)나스미디어,089600,2004/12,
(주)나스미디어,089600,2005/12,
(주)나스미디어,089600,2006/12,
(주)나스미디어,089600,2007/12,
(주)나스미디어,089600,2008/12,
(주)나스미디어,089600,2009/12,
(주)나스미디어,089600,2010/12,
(주)나스미디어,089600,2011/12,
(주)나스미디어,089600,2012/12,
(주)나스미디어,089600,2013/12,73.78
(주)나스미디어,089600,2014/12,70.03
(주)나스미디어,089600,2015/12,67.38
(주)나스미디어,089600,2016/12,68.97
(주)나스미디어,089600,2017/12,60.33
(주)나스미디어,089600,2018/12,60.1
(주)나스미디어,089600,2019/12,59.95
(주)나스미디어,089600,2020/12,59.84
(주)나이벡,138610,2008/12,
(주)나이벡,138610,2009/12,
(주)나이벡,138610,2010/12,
(주)나이벡,138610,2011/12,34.18
(주)나이벡,138610,2012/12,33.92
(주)나이벡,138610,2013/12,33.92
(주)나이벡,138610,2014/12,32.65
(주)나이벡,138610,2015/12,26.78
(주)나이벡,138610,2016/12,25.94
(주)나이벡,138610,2017/12,23.46
(주)나이벡,138610,2018/12,22.09
(주)나이벡,138610,2019/12,21.8
(주)나이벡,138610,2020/12,21.73
(주)나이스디앤비,130580,2007/12,
(주)나이스디앤비,130580,2008/12,
(주)나이스디앤비,130580,2009/12,
(주)나이스디앤비,130580,2010/12,
(주)나이스디앤비,130580,2011/12,35.04
(주)나이스디앤비,130580,2012/12,35.04
(주)나이스디앤비,130580,2013/12,34.99
(주)나이스디앤비,130580,2014/12,34.99
(주)나이스디앤비,130580,2015/12,34.97
(주)나이스디앤비,130580,2016/12,34.97
(주)나이스디앤비,130580,2017/12,34.97
(주)나이스디앤비,130580,2018/12,34.97
(주)나이스디앤비,130580,2019/12,34.97
(주)나이스디앤비,130580,2020/12,34.97
(주)나이코,192240,2012/12,
(주)나이코,192240,2013/12,99.89
(주)나이코,192240,2014/12,99.87
(주)나이코,192240,2015/12,99.88
(주)나인테크,267320,2017/12,7.96
(주)나인테크,267320,2018/12,7.07
(주)나인테크,267320,2019/12,6.27
(주)나인테크,267320,2020/12,33.2
(주)남성알미늄,033220,2000/12,76.03
(주)남성알미늄,033220,2001/12,76.03
(주)남성알미늄,033220,2002/12,78.69
(주)남성알미늄,033220,2003/12,79.99
(주)남성알미늄,033220,2004/12,81.94
(주)내츄럴엔도텍,168330,2012/12,
(주)내츄럴엔도텍,168330,2013/12,31.93
(주)내츄럴엔도텍,168330,2014/12,29.23
(주)내츄럴엔도텍,168330,2015/12,19.66
