회사명,거래소코드,회계년도,감사의견코드,장기차입금(*)(천원),단기차입금(*)(천원),사채(천원),미지급비용(*)(천원),미지급금(*)(천원)
(주)CMG제약,058820,2000/12,UQ,123000,13189808,0,332398,215659
(주)CMG제약,058820,2001/12,UQ,0,10578768,0,212329,115762
(주)CMG제약,058820,2002/12,UQ,0,8188006,0,137794,48539
(주)CMG제약,058820,2003/12,UQ,0,3223118,0,170255,71589
(주)CMG제약,058820,2004/12,UQ,0,1532673,0,105661,12742
(주)CMG제약,058820,2005/12,UQ,1225000,2814000,0,45094,645433
(주)CMG제약,058820,2006/12,UQ,0,0,0,0,1907880
(주)CMG제약,058820,2007/12,UQ,0,0,0,0,1029614
(주)CMG제약,058820,2008/12,UQ,60362,0,0,284340,518437
(주)CMG제약,058820,2009/12,UQ,46200,0,0,1428780,5646705
(주)CMG제약,058820,2010/12,UQ,2000000,0,0,353145,1306394
(주)CMG제약,058820,2011/12,UQ,0,2134049,0,356801,1487222
(주)CMG제약,058820,2012/12,UQ,0,2132612,0,476768,1209574
(주)CMG제약,058820,2013/12,UQ,0,0,0,452006,935204
(주)CMG제약,058820,2014/12,UQ,0,0,0,526408,1546586
(주)CMG제약,058820,2015/12,UQ,0,0,0,766825,2325862
(주)CMG제약,058820,2016/12,UQ,0,0,0,673271,1513099
(주)CMG제약,058820,2017/12,UQ,0,0,0,1122875,1448167
(주)CMG제약,058820,2018/12,UQ,0,0,0,1397510,1513679
(주)CMG제약,058820,2019/12,UQ,0,0,0,2053864,1581335
(주)CMG제약,058820,2020/12,UQ,0,0,0,2106428,2188604
(주)ES큐브,050120,2001/06,UQ,0,1528564,0,104963,231934
(주)ES큐브,050120,2002/06,UQ,0,758405,0,178967,217594
(주)ES큐브,050120,2003/06,UQ,0,1188542,0,9052,142702
(주)ES큐브,050120,2004/06,UQ,0,1468147,0,7560,102758
(주)ES큐브,050120,2005/12,UQ,0,0,0,61089,512793
(주)ES큐브,050120,2006/12,UQ,0,0,0,0,137685
(주)ES큐브,050120,2007/12,UQ,0,0,0,0,87254
(주)ES큐브,050120,2008/12,UQ,0,897887,0,0,151337
(주)ES큐브,050120,2009/12,UQ,0,1126364,0,65392,823488
(주)ES큐브,050120,2010/12,UQ,0,0,0,0,601511
(주)ES큐브,050120,2011/12,UQ,0,0,0,0,1450979
(주)ES큐브,050120,2012/12,UQ,0,0,0,0,673967
(주)ES큐브,050120,2013/12,UQ,0,0,0,0,937264
(주)ES큐브,050120,2014/12,UQ,0,0,0,0,527031
(주)ES큐브,050120,2015/12,UQ,0,0,0,0,422074
(주)ES큐브,050120,2016/12,UQ,28600000,0,0,4366,324467
(주)ES큐브,050120,2017/12,UQ,27400000,0,0,67624,328614
(주)ES큐브,050120,2018/12,UQ,2100000,0,10000000,7595,296253
(주)ES큐브,050120,2019/12,UQ,24900000,0,46700000,100451,167243
(주)ES큐브,050120,2020/12,UQ,0,0,3400000,15230,93185
(주)가비아,079940,2002/12,UQ,300000,0,0,164462,48211
(주)가비아,079940,2003/12,UQ,358270,0,0,413795,1457
(주)가비아,079940,2004/12,UQ,191670,0,0,340361,139630
(주)가비아,079940,2005/12,UQ,800000,0,0,600932,253904
(주)가비아,079940,2006/12,UQ,800000,0,0,784641,39215
(주)가비아,079940,2007/12,UQ,760000,0,0,1394035,30690
(주)가비아,079940,2008/12,UQ,600000,3986636,0,1295863,0
(주)가비아,079940,2009/12,UQ,2440000,0,0,1060022,0
(주)가비아,079940,2010/12,UQ,3779940,0,0,1802352,0
(주)가비아,079940,2011/12,UQ,953300,0,0,2445472,0
(주)가비아,079940,2012/12,UQ,9666660,1000000,0,2093136,0
(주)가비아,079940,2013/12,UQ,5500000,0,0,1422695,0
(주)가비아,079940,2014/12,UQ,4675000,3000000,0,1512111,0
(주)가비아,079940,2015/12,UQ,5500000,0,0,2352272,0
(주)가비아,079940,2016/12,UQ,5500000,0,0,2171051,0
(주)가비아,079940,2017/12,UQ,0,0,0,1914671,0
(주)가비아,079940,2018/12,UQ,1000000,5500000,0,2725586,0
(주)가비아,079940,2019/12,UQ,4910996,3000000,0,3293353,0
(주)가비아,079940,2020/12,UQ,12932988,5000000,0,4328127,0
(주)강스템바이오텍,217730,2013/12,NA,1394350,0,0,30215,165707
(주)강스템바이오텍,217730,2014/12,UQ,1067750,0,0,71020,498659
(주)강스템바이오텍,217730,2015/12,UQ,780000,287750,0,84939,728163
(주)강스템바이오텍,217730,2016/12,UQ,520000,260000,0,101167,1062423
(주)강스템바이오텍,217730,2017/12,UQ,4260000,0,0,108437,711126
(주)강스템바이오텍,217730,2018/12,UQ,4000000,0,0,143641,1110858
(주)강스템바이오텍,217730,2019/12,UQ,4000000,0,12000000,195009,1858975
(주)강스템바이오텍,217730,2020/12,UQ,4000000,0,0,206303,821168
(주)강원,114190,2000/11,UQ,1561840,500000,0,81960,419654
(주)강원,114190,2001/11,UQ,1055520,500000,0,60687,272597
(주)강원,114190,2002/11,UQ,0,1239710,0,230674,87421
(주)강원,114190,2003/11,UQ,0,823403,0,35625,511190
(주)강원,114190,2004/11,UQ,350000,763740,0,30346,50541
(주)강원,114190,2005/11,UQ,350000,346140,0,32313,65550
(주)강원,114190,2006/11,UQ,280000,0,0,31262,62039
(주)강원,114190,2007/11,UQ,210000,0,0,664262,98780
(주)강원,114190,2008/11,UQ,140000,0,0,807215,94092
(주)강원,114190,2009/11,UQ,70000,0,0,80500,137376
(주)강원,114190,2010/11,UQ,0,0,0,793742,265600
(주)강원,114190,2011/11,UQ,0,0,0,2772206,446244
(주)강원,114190,2012/12,UQ,0,0,0,3169311,4983020
(주)강원,114190,2013/12,UQ,0,0,0,1718352,2521618
(주)강원,114190,2014/12,UQ,0,0,0,1750388,1759732
(주)강원,114190,2015/12,UQ,0,0,0,1920193,943056
(주)강원,114190,2016/12,UQ,0,0,0,1845234,668366
(주)강원,114190,2017/12,UQ,0,0,0,0,0
(주)강원,114190,2018/12,UQ,0,0,22720000,1353920,250888
(주)강원,114190,2019/12,QS,3320000,0,7500000,1737618,1390627
(주)강원,114190,2020/12,UQ,2656000,1300000,500000,939832,1995774
(주)강원랜드,035250,2000/12,UQ,24979000,0,0,18478798,31133053
(주)강원랜드,035250,2001/12,UQ,11399000,0,0,106844406,109855294
(주)강원랜드,035250,2002/12,UQ,0,0,0,127445216,51092955
(주)게임빌,063080,2004/12,UQ,670750,0,0,411,462242
(주)게임빌,063080,2005/12,UQ,605000,0,0,677,878532
(주)게임빌,063080,2006/12,UQ,385000,0,0,17311,1342238
(주)게임빌,063080,2007/12,UQ,1817000,0,0,16435,557883
(주)게임빌,063080,2008/12,UQ,1652000,0,0,994310,656837
(주)게임빌,063080,2009/12,UQ,1404200,0,0,1698088,1231453
(주)게임빌,063080,2010/12,UQ,1123800,0,0,1913212,995699
(주)게임빌,063080,2011/12,UQ,793400,0,0,3113007,3223752
(주)게임빌,063080,2012/12,UQ,463000,0,0,942905,3839018
(주)게임빌,063080,2013/12,UQ,100000,0,0,197626,10785486
(주)게임빌,063080,2014/12,UQ,0,9000000,0,1574424,18215579
(주)게임빌,063080,2015/12,UQ,45000000,52000000,0,419366,15342450
(주)게임빌,063080,2016/12,UQ,33000000,0,0,485508,11100126
(주)게임빌,063080,2017/12,UQ,16666660,0,0,858218,9405945
(주)게임빌,063080,2018/12,UQ,20000000,5000000,0,991376,7686885
(주)게임빌,063080,2019/12,UQ,39651967,16000000,0,1479221,5709905
(주)게임빌,063080,2020/12,UQ,15000000,40000000,0,793687,2242990
(주)경윤하이드로에너지,019120,2000/12,UQ,502009,6303683,0,266377,1019517
(주)경윤하이드로에너지,019120,2001/12,UQ,1119260,5894809,0,221813,1145434
(주)경윤하이드로에너지,019120,2002/12,UQ,953586,5577835,0,159415,1336628
(주)경윤하이드로에너지,019120,2003/12,UQ,875500,7842792,0,43731,882745
(주)경윤하이드로에너지,019120,2004/12,UQ,691500,10250590,0,528829,614450
(주)경윤하이드로에너지,019120,2005/12,UQ,935313,11650045,0,113268,641142
(주)경윤하이드로에너지,019120,2006/12,UQ,545300,13118695,0,219366,1020764
(주)경윤하이드로에너지,019120,2007/12,UQ,143180,12743771,0,239315,1852698
(주)경윤하이드로에너지,019120,2008/12,UQ,284420,7599571,2500000,141381,2480946
(주)경윤하이드로에너지,019120,2009/12,UQ,172900,3400000,0,208267,176773
(주)경윤하이드로에너지,019120,2010/12,UQ,119700,277000,0,125591,188798
(주)고려시멘트,198440,2014/12,UQ,,,,,
(주)고려시멘트,198440,2015/12,UQ,,,,,
(주)고려시멘트,198440,2016/12,UQ,,,,,
(주)고려시멘트,198440,2017/12,UQ,2285714,5200000,0,1953866,3594574
(주)고려시멘트,198440,2018/12,UQ,914286,11800000,0,2757755,3530796
(주)고려시멘트,198440,2019/12,UQ,0,11160000,0,2103698,2670567
(주)고려시멘트,198440,2020/12,UQ,0,0,0,1519943,2214808
(주)고바이오랩,348150,2019/12,UQ,0,0,0,245619,581739
(주)고바이오랩,348150,2020/12,UQ,0,0,0,0,0
(주)고영테크놀러지,098460,2005/12,UQ,646200,0,0,3164,398994
(주)고영테크놀러지,098460,2006/12,UQ,422160,0,0,91318,602345
(주)고영테크놀러지,098460,2007/12,UQ,83320,0,0,593680,1445610
(주)고영테크놀러지,098460,2008/12,UQ,0,0,0,827384,1008839
(주)고영테크놀러지,098460,2009/12,UQ,0,0,0,111995,1203695
(주)고영테크놀러지,098460,2010/12,UQ,0,0,0,3114344,2494613
(주)고영테크놀러지,098460,2011/12,UQ,0,0,0,1815075,4093029
(주)고영테크놀러지,098460,2012/12,UQ,0,0,0,2330013,3621053
(주)고영테크놀러지,098460,2013/12,UQ,0,0,0,1362662,3606013
(주)고영테크놀러지,098460,2014/12,UQ,0,0,0,4427826,3865628
(주)고영테크놀러지,098460,2015/12,UQ,0,0,0,3294028,6340733
(주)고영테크놀러지,098460,2016/12,UQ,0,0,0,5955698,6747156
(주)고영테크놀러지,098460,2017/12,UQ,0,0,0,4780571,7658193
(주)고영테크놀러지,098460,2018/12,UQ,0,0,0,13353352,8160160
(주)고영테크놀러지,098460,2019/12,UQ,0,0,0,6960756,8033727
(주)고영테크놀러지,098460,2020/12,UQ,0,0,0,1376156,6876246
(주)골드앤에스,035290,2000/12,DU,224780,43542,0,1517144,1180944
(주)골드앤에스,035290,2001/12,UQ,0,0,0,1643194,482514
(주)골드앤에스,035290,2002/12,UQ,0,0,0,870573,828249
(주)골드앤에스,035290,2003/12,UQ,0,0,0,919361,2350154
(주)골드앤에스,035290,2004/12,UQ,0,0,0,1617321,1131374
(주)골드앤에스,035290,2005/12,UQ,0,0,0,1092967,1493996
(주)골드앤에스,035290,2006/12,UQ,0,1772376,0,1287605,2867664
(주)골드앤에스,035290,2007/12,UQ,0,4967065,0,1381698,2386638
(주)골드앤에스,035290,2008/12,UQ,0,7747026,0,1411901,3316118
(주)골드앤에스,035290,2009/12,UQ,0,7005495,5000000,790212,3463526
(주)골드앤에스,035290,2010/12,UQ,1000000,10937282,0,967953,2461370
(주)골드앤에스,035290,2011/12,UQ,0,12178458,0,1114419,2145678
(주)골드앤에스,035290,2012/12,UQ,0,12742845,0,1375950,3007998
(주)골드앤에스,035290,2013/12,UQ,0,13094067,0,667425,2414514
(주)골드앤에스,035290,2014/12,UQ,0,6441078,4300000,539391,1697852
(주)골드앤에스,035290,2015/12,UQ,0,0,250000,324564,971320
(주)골드앤에스,035290,2016/12,UQ,0,1400000,0,270953,593175
(주)골드앤에스,035290,2017/12,UQ,0,1550000,0,289781,443627
(주)골드앤에스,035290,2018/12,UQ,0,2000000,27100000,361779,534818
(주)골드앤에스,035290,2019/12,DS,0,1900000,16000000,1276999,582151
(주)골드앤에스,035290,2020/12,UQ,0,0,0,7220,1169022
(주)골드카운티,058900,2001/12,UQ,0,721683,0,284352,50469
(주)골드카운티,058900,2002/12,UQ,0,150468,0,62679,256240
(주)골드카운티,058900,2003/12,UQ,0,1200530,0,194892,280795
(주)골드카운티,058900,2004/12,UQ,0,3713896,0,139078,58508
(주)골드카운티,058900,2005/12,UQ,0,3683168,0,56724,1425180
(주)골드카운티,058900,2006/12,UQ,0,3622038,0,108226,41771
(주)골드카운티,058900,2007/12,UQ,0,875000,0,46036,37293
(주)골드카운티,058900,2008/12,UQ,0,1058378,1999500,50497,217716
(주)골드카운티,058900,2009/12,UQ,0,0,0,0,258757
(주)골드퍼시픽,038530,2000/12,UQ,466200,0,0,38520,59230
(주)골드퍼시픽,038530,2001/12,UQ,225560,0,0,68400,295519
(주)골드퍼시픽,038530,2002/12,UQ,66160,0,0,706476,72025
(주)골드퍼시픽,038530,2003/12,UQ,0,455000,0,769508,199050
(주)골드퍼시픽,038530,2004/12,UQ,0,4178120,0,191615,74972
(주)골드퍼시픽,038530,2005/12,UQ,0,0,0,297289,262243
(주)골드퍼시픽,038530,2006/12,UQ,0,0,0,231222,22402
(주)골드퍼시픽,038530,2007/12,UQ,0,0,2000000,217124,121513
(주)골드퍼시픽,038530,2008/12,UQ,0,0,0,285672,1003
(주)골드퍼시픽,038530,2009/12,UQ,0,0,0,429355,773
(주)골드퍼시픽,038530,2010/12,UQ,0,0,0,96602,22079
(주)골드퍼시픽,038530,2011/12,UQ,0,0,0,0,0
(주)골드퍼시픽,038530,2012/12,UQ,0,0,0,0,0
(주)골드퍼시픽,038530,2013/12,UQ,300000,1950000,0,0,0
(주)골드퍼시픽,038530,2014/12,UQ,240063,4820000,200000,0,0
(주)골드퍼시픽,038530,2015/12,UQ,149996,1150000,0,0,0
(주)골드퍼시픽,038530,2016/12,UQ,0,0,0,0,0
(주)골드퍼시픽,038530,2017/12,UQ,0,0,18210000,576412,0
(주)골드퍼시픽,038530,2018/12,UQ,5440000,46122,10320000,450151,9292
(주)골드퍼시픽,038530,2019/12,UQ,0,7000000,39740124,1212757,0
(주)골드퍼시픽,038530,2020/12,UQ,0,0,9500000,549996,0
(주)골프존,215000,2015/12,UQ,15000000,20000000,0,6474036,7048883
(주)골프존,215000,2016/12,UQ,7499970,27500030,0,5937257,7334295
(주)골프존,215000,2017/12,UQ,9166650,23333320,0,5196036,6032223
(주)골프존,215000,2018/12,UQ,833330,18333320,0,6904730,9569825
(주)골프존,215000,2019/12,UQ,0,833330,0,10156315,7082624
(주)골프존,215000,2020/12,UQ,0,0,0,17242559,8241272
(주)골프존뉴딘홀딩스,121440,2007/12,NA,0,0,0,1465100,2346547
(주)골프존뉴딘홀딩스,121440,2008/12,UQ,0,0,0,5027887,3379851
(주)골프존뉴딘홀딩스,121440,2009/12,UQ,0,0,0,4102429,2001013
(주)골프존뉴딘홀딩스,121440,2010/12,UQ,0,0,0,5623553,2805940
(주)골프존뉴딘홀딩스,121440,2011/12,UQ,0,0,0,7556480,5188360
(주)골프존뉴딘홀딩스,121440,2012/12,UQ,0,64000000,0,11680465,7994125
(주)골프존뉴딘홀딩스,121440,2013/12,UQ,0,54000000,0,59944828,18217702
(주)골프존뉴딘홀딩스,121440,2014/12,UQ,0,49000000,0,17769183,20666416
(주)골프존뉴딘홀딩스,121440,2015/12,UQ,24000000,3105000,0,994483,1700512
(주)골프존뉴딘홀딩스,121440,2016/12,UQ,40000000,7000000,0,871166,2533297
(주)골프존뉴딘홀딩스,121440,2017/12,UQ,16000000,9300000,0,900654,1613427
(주)골프존뉴딘홀딩스,121440,2018/12,UQ,10000000,9300000,0,481172,1298367
(주)골프존뉴딘홀딩스,121440,2019/12,UQ,54200000,9300000,0,365762,766839
(주)골프존뉴딘홀딩스,121440,2020/12,UQ,54200000,6300000,0,1064239,295581
(주)광림,014200,2000/12,UQ,416520,6632897,0,456299,629002
(주)광림,014200,2001/12,UQ,388537,5544305,0,65310,691298
(주)광림,014200,2002/12,UQ,374200,4272142,0,106355,1102689
(주)광림,014200,2003/12,UQ,357640,4854678,0,86069,1165656
(주)광림,014200,2004/12,UQ,338790,3674379,0,100389,1912353
(주)광림,014200,2005/12,UQ,317584,5258425,0,114163,1338762
(주)광림,014200,2006/12,UQ,293945,5901307,0,117023,1369106
(주)광림,014200,2007/12,UQ,487300,9922246,0,134574,1231011
(주)광림,014200,2008/12,UQ,458577,17677235,0,250078,1424355
(주)광림,014200,2009/12,UQ,411274,17988618,0,832940,1649315
(주)광림,014200,2010/12,UQ,345829,30764583,0,1323448,3344379
(주)광림,014200,2011/12,UQ,277562,11706716,0,1519086,1054181
(주)광림,014200,2012/12,UQ,206386,11373551,0,687553,1037884
(주)광림,014200,2013/12,UQ,2280310,13065781,0,851754,1003356
(주)광림,014200,2014/12,UQ,4942101,29422885,0,799282,2551662
(주)광림,014200,2015/12,UQ,2593514,38865656,0,1715038,752125
(주)광림,014200,2016/12,UQ,313681,39984398,0,899209,718636
(주)광림,014200,2017/12,UQ,562200,40930850,0,1440237,591394
(주)광림,014200,2018/12,UQ,1900000,35456356,0,1933269,578469
(주)광림,014200,2019/12,UQ,1400000,30190012,52100000,1882760,2554210
(주)광림,014200,2020/12,UQ,0,21370618,38100000,1799896,986533
(주)광진윈텍,090150,2001/12,UQ,0,2864081,0,479736,99011
(주)광진윈텍,090150,2002/12,UQ,200000,3519925,0,327521,60192
(주)광진윈텍,090150,2003/12,UQ,449780,2567644,0,437126,48020
(주)광진윈텍,090150,2004/12,UQ,308300,3214948,0,712522,93648
(주)광진윈텍,090150,2005/12,UQ,0,4550122,0,886012,99182
(주)광진윈텍,090150,2006/12,UQ,0,2124492,0,342671,182944
(주)광진윈텍,090150,2007/12,UQ,0,3226745,0,1036999,316641
(주)광진윈텍,090150,2008/12,UQ,1300000,3000000,0,668262,164280
(주)광진윈텍,090150,2009/12,UQ,2456648,3000000,7554863,666200,246340
(주)광진윈텍,090150,2010/12,UQ,11595700,3830000,7067063,701497,373180
(주)광진윈텍,090150,2011/12,UQ,12852700,10430000,4217427,503235,652867
(주)광진윈텍,090150,2012/12,UQ,21225700,18680000,0,701037,538800
(주)광진윈텍,090150,2013/12,UQ,17617710,19170000,0,799665,433677
(주)광진윈텍,090150,2014/12,UQ,12950810,18032000,0,763209,529025
(주)광진윈텍,090150,2015/12,UQ,23181610,12153000,0,769449,602841
(주)광진윈텍,090150,2016/12,UQ,15987410,9163000,0,763884,544839
(주)광진윈텍,090150,2017/12,UQ,11765610,13367000,0,917005,1405230
(주)광진윈텍,090150,2018/12,UQ,16016120,16650000,0,3340951,434994
(주)광진윈텍,090150,2019/12,UQ,17333400,7045000,0,456546,501553
(주)광진윈텍,090150,2020/12,UQ,8280640,5210000,0,372272,576312
(주)구영테크,053270,2000/12,UQ,3324969,4710246,0,1127331,530003
(주)구영테크,053270,2001/12,UQ,5801602,6164381,0,1636008,867111
(주)구영테크,053270,2002/12,UQ,5040469,23908,0,2158465,2216110
(주)구영테크,053270,2003/12,UQ,4706224,1022918,0,2288460,1737230
(주)구영테크,053270,2004/12,UQ,7440007,4321965,0,2202595,4685803
(주)구영테크,053270,2005/12,UQ,7400438,5294646,0,3201564,3737210
(주)구영테크,053270,2006/12,UQ,14304365,15858481,0,3691918,5574048
(주)구영테크,053270,2007/12,UQ,8919690,27378851,0,4233081,3030575
(주)구영테크,053270,2008/12,UQ,5907190,35424544,0,2533222,3088283
(주)구영테크,053270,2009/12,UQ,3823950,38108594,0,4927661,1736701
(주)구영테크,053270,2010/12,UQ,3524977,35243962,0,4535730,2951030
(주)구영테크,053270,2011/12,UQ,1616657,35083497,10000000,698732,2460903
(주)구영테크,053270,2012/12,UQ,2553333,49924751,5000000,642780,4569083
(주)구영테크,053270,2013/12,UQ,4034607,37101932,5000000,1717638,2173088
(주)구영테크,053270,2014/12,UQ,2915390,32676392,0,2151567,2178673
(주)구영테크,053270,2015/12,UQ,6356430,23734320,0,2027453,1795595
(주)구영테크,053270,2016/12,UQ,13342430,14834390,0,2560195,2349952
(주)구영테크,053270,2017/12,UQ,29458970,24700000,0,1145561,11259034
(주)구영테크,053270,2018/12,UQ,36387038,11800000,0,2140372,7976623
(주)구영테크,053270,2019/12,UQ,28475278,14200000,0,1095152,3996441
(주)구영테크,053270,2020/12,UQ,28884889,26500000,0,1469888,6831000
(주)국보디자인,066620,2000/12,UQ,0,0,0,241429,387568
(주)국보디자인,066620,2001/12,UQ,0,0,0,1589946,339646
(주)국보디자인,066620,2002/12,UQ,0,0,0,512641,1473425
(주)국보디자인,066620,2003/12,UQ,0,0,0,839186,861355
(주)국보디자인,066620,2004/12,UQ,0,0,0,82501,615583
(주)국보디자인,066620,2005/12,UQ,0,1000000,0,1229906,809614
(주)국보디자인,066620,2006/12,UQ,0,0,0,330703,2927364
(주)국보디자인,066620,2007/12,UQ,0,3000000,0,2222689,2590522
(주)국보디자인,066620,2008/12,UQ,0,4990000,0,1070465,3557149
(주)국보디자인,066620,2009/12,UQ,0,0,0,1544980,3682086
(주)국보디자인,066620,2010/12,UQ,0,0,0,214209,4404229
(주)국보디자인,066620,2011/12,UQ,0,402226,0,1740525,21814010
(주)국보디자인,066620,2012/12,UQ,0,0,0,1894999,25080270
(주)국보디자인,066620,2013/12,UQ,0,3371372,0,1791187,33727355
(주)국보디자인,066620,2014/12,UQ,0,0,0,673967,35593985
(주)국보디자인,066620,2015/12,UQ,0,1881000,0,1352935,31697073
(주)국보디자인,066620,2016/12,UQ,0,0,0,2723634,42431332
(주)국보디자인,066620,2017/12,UQ,0,0,0,4145203,36681433
(주)국보디자인,066620,2018/12,UQ,0,0,0,1624735,33478065
(주)국보디자인,066620,2019/12,UQ,0,0,0,1065486,49269238
(주)국보디자인,066620,2020/12,UQ,0,0,0,6100869,55711203
(주)국순당,043650,2000/12,UQ,32700,0,0,1642840,3912161
(주)국순당,043650,2001/12,UQ,0,0,0,5040528,6943524
(주)국순당,043650,2002/12,UQ,0,0,0,4879141,12193231
(주)국순당,043650,2003/12,UQ,0,0,0,4894275,4620893
(주)국순당,043650,2004/12,UQ,0,0,0,5090743,4189043
(주)국순당,043650,2005/12,UQ,0,0,0,4815269,3227650
(주)국순당,043650,2006/12,UQ,0,0,0,2691458,4051302
(주)국순당,043650,2007/12,UQ,0,0,0,3864337,2302459
(주)국순당,043650,2008/12,UQ,0,0,0,2901062,1448089
(주)국순당,043650,2009/12,UQ,0,0,0,591957,1999017
(주)국순당,043650,2010/12,UQ,0,0,0,3688025,4425041
(주)국순당,043650,2011/12,UQ,0,0,0,1267450,5239493
(주)국순당,043650,2012/12,UQ,0,0,0,1915290,3622782
(주)국순당,043650,2013/12,UQ,0,0,0,1996294,2819820
(주)국순당,043650,2014/12,UQ,0,0,0,2032926,2586034
(주)국순당,043650,2015/12,UQ,0,0,0,831202,2480565
(주)국순당,043650,2016/12,UQ,0,0,0,838411,2288947
(주)국순당,043650,2017/12,UQ,0,0,0,2026782,2288380
(주)국순당,043650,2018/12,UQ,0,0,0,4116518,1631573
(주)국순당,043650,2019/12,UQ,0,0,0,1109313,1406211
(주)국순당,043650,2020/12,UQ,0,0,0,3897052,1400806
(주)국영지앤엠,006050,2000/12,UQ,2023798,3605000,0,248199,2098981
(주)국영지앤엠,006050,2001/12,UQ,895850,3681300,0,6076,2019616
(주)국영지앤엠,006050,2002/12,UQ,0,0,0,265804,1782569
(주)국영지앤엠,006050,2003/12,UQ,0,0,0,439627,2049975
(주)국영지앤엠,006050,2004/12,UQ,0,0,0,873611,3747368
(주)국영지앤엠,006050,2005/12,UQ,0,4500000,0,126778,1561256
(주)국영지앤엠,006050,2006/12,UQ,375000,3000000,0,2221,3039621
(주)국영지앤엠,006050,2007/12,UQ,250000,0,0,278434,2862171
(주)국영지앤엠,006050,2008/12,UQ,125000,4700000,0,21764,2485542
(주)국영지앤엠,006050,2009/12,UQ,0,3000000,0,883,3023916
(주)국영지앤엠,006050,2010/12,UQ,0,0,0,934379,3629865
(주)국영지앤엠,006050,2011/12,UQ,10759404,210156,0,318908,6700560
(주)국영지앤엠,006050,2012/12,UQ,3000000,0,0,290846,4848595
(주)국영지앤엠,006050,2013/12,UQ,3000000,293486,0,284793,6943043
(주)국영지앤엠,006050,2014/12,UQ,3000000,0,0,470951,6158852
(주)국영지앤엠,006050,2015/12,UQ,2000000,950000,0,1315716,8531784
(주)국영지앤엠,006050,2016/12,UQ,3250000,0,0,256664,10772616
(주)국영지앤엠,006050,2017/12,UQ,2250000,0,0,593303,9030940
(주)국영지앤엠,006050,2018/12,UQ,0,0,0,459907,5994819
(주)국영지앤엠,006050,2019/12,UQ,1804780,1500000,0,743535,8632673
(주)국영지앤엠,006050,2020/12,UQ,0,7500000,0,684554,5711404
(주)국전약품,307750,2018/12,UQ,,,,,
(주)국전약품,307750,2019/12,UQ,,,,,
(주)국전약품,307750,2020/12,UQ,1950000,11458009,0,560603,1793873
(주)굿이엠지,051530,2000/12,UQ,0,0,0,685075,469842
(주)굿이엠지,051530,2001/12,UQ,0,0,0,787778,1905763
(주)굿이엠지,051530,2002/12,UQ,0,0,0,863809,2261697
(주)굿이엠지,051530,2003/12,UQ,0,0,0,548121,689109
(주)굿이엠지,051530,2004/12,UQ,500000,120000,0,470246,597846
(주)굿이엠지,051530,2005/12,UQ,2375000,160427,0,1222257,3313583
(주)굿이엠지,051530,2006/12,UQ,125000,770000,0,9259,4766356
(주)굿이엠지,051530,2007/12,UQ,0,175426,0,0,604066
(주)굿이엠지,051530,2008/12,UQ,0,59500,3000000,0,3423793
(주)그로웰텔레콤,035780,2000/12,UQ,0,5793562,0,209231,84775
(주)그로웰텔레콤,035780,2001/12,UQ,0,12041635,0,187699,140777
(주)그로웰텔레콤,035780,2002/12,UQ,0,14199385,0,847405,1223565
(주)그로웰텔레콤,035780,2003/12,UQ,0,7493522,0,409858,1791357
(주)그리티,204020,2007/12,NA,114510,4196565,0,345351,390930
(주)그리티,204020,2008/12,UQ,200000,5286623,0,458057,322183
(주)그리티,204020,2009/12,UQ,373450,4500390,0,743515,348746
(주)그리티,204020,2010/12,UQ,1256850,2560566,0,1648110,158608
(주)그리티,204020,2011/12,UQ,1127750,1903076,0,3366271,409941
(주)그리티,204020,2012/12,UQ,0,1000000,0,1409559,868139
(주)그리티,204020,2013/12,UQ,0,0,0,2661088,1044122
(주)그리티,204020,2014/12,UQ,0,0,0,1869476,1513641
(주)그리티,204020,2015/12,UQ,0,0,0,1834907,1406186
(주)그리티,204020,2016/12,UQ,0,0,0,1806770,2443651
(주)그리티,204020,2017/12,UQ,0,0,0,2490552,2749248
(주)그리티,204020,2018/12,UQ,0,0,0,2256761,2226776
(주)그리티,204020,2019/12,UQ,0,0,0,1509734,2220288
(주)그리티,204020,2020/12,UQ,0,0,0,895618,1168676
(주)그린플러스,186230,2006/12,NA,1259200,6000943,0,356579,184602
(주)그린플러스,186230,2007/12,QS,5180625,10895536,0,47147,260326
(주)그린플러스,186230,2008/12,UQ,6816600,6144497,0,264401,216506
(주)그린플러스,186230,2009/12,UQ,6130170,6014641,0,244128,195899
(주)그린플러스,186230,2010/12,UQ,5178170,6045626,0,209121,941473
(주)그린플러스,186230,2011/12,UQ,5176990,5803844,0,33311,1423314
(주)그린플러스,186230,2012/12,UQ,2499630,9930175,0,100255,484673
(주)그린플러스,186230,2013/12,UQ,1277870,11364322,0,339605,503867
(주)그린플러스,186230,2014/12,UQ,1358530,11151089,0,120701,475709
(주)그린플러스,186230,2015/12,UQ,2729000,7052528,0,741170,288737
(주)그린플러스,186230,2016/12,UQ,3215000,8351224,0,510030,257724
(주)그린플러스,186230,2017/12,UQ,1124800,8351224,0,370391,577617
(주)그린플러스,186230,2018/12,UQ,8405000,4321224,0,619193,312164
(주)그린플러스,186230,2019/12,UQ,4705000,5321224,0,484234,504567
(주)그린플러스,186230,2020/12,UQ,3300000,10121224,0,445563,562329
(주)극동자동화,272420,2014/12,NA,0,3814256,0,221857,0
