회사명,거래소코드,회계년도,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저)
(주)CMG제약,058820,2000/12,,,,,,,,
(주)CMG제약,058820,2001/12,,,,,,,,
(주)CMG제약,058820,2002/12,,,,,,,,
(주)CMG제약,058820,2003/12,,,,,,,,
(주)CMG제약,058820,2004/12,,,,,,,,
(주)CMG제약,058820,2005/12,,,,,,,,
(주)CMG제약,058820,2006/12,,,,,,,,
(주)CMG제약,058820,2007/12,0,0,13.08,1.83,0,0,149.75,20.92
(주)CMG제약,058820,2008/12,0,0,4.07,0.67,0,0,9.13,1.49
(주)CMG제약,058820,2009/12,0,0,11.44,2.34,0,0,8.4,1.72
(주)CMG제약,058820,2010/12,0,0,2.54,0.82,0,0,3.22,1.04
(주)CMG제약,058820,2011/12,0,0,3.31,1.11,0,0,3.14,1.05
(주)CMG제약,058820,2012/12,0,0,4.33,0.78,0,0,8.37,1.51
(주)CMG제약,058820,2013/12,529.7,220.41,4.16,1.73,0,0,8.74,3.64
(주)CMG제약,058820,2014/12,848.58,443.48,3.75,1.96,199.24,104.13,6.4,3.34
(주)CMG제약,058820,2015/12,0,0,9.56,2.27,139.15,33.03,12.41,2.95
(주)CMG제약,058820,2016/12,490.17,93.02,9.48,1.8,249.93,47.43,25.18,4.78
(주)CMG제약,058820,2017/12,361.96,111.7,11.36,3.5,526.73,162.54,24.7,7.62
(주)CMG제약,058820,2018/12,157.09,70.29,9.93,4.44,1074.41,480.72,19.11,8.55
(주)CMG제약,058820,2019/12,192.36,81.01,3.47,1.46,207.88,87.55,10.01,4.22
(주)CMG제약,058820,2020/12,4586.75,1786.25,5.83,2.27,334.93,130.43,15.3,5.96
(주)ES큐브,050120,2001/06,,,,,,,,
(주)ES큐브,050120,2002/06,,,,,,,,
(주)ES큐브,050120,2003/06,,,,,,,,
(주)ES큐브,050120,2004/06,,,,,,,,
(주)ES큐브,050120,2005/12,,,,,,,,
(주)ES큐브,050120,2006/12,,,,,,,,
(주)ES큐브,050120,2007/12,0,0,1.05,0.48,0,0,3.17,1.45
(주)ES큐브,050120,2008/12,0,0,0.99,0.35,0,0,2.78,0.98
(주)ES큐브,050120,2009/12,18.04,3.96,1.86,0.41,14.64,3.22,2.39,0.53
(주)ES큐브,050120,2010/12,0,0,2.29,1.2,19.07,10.04,2.17,1.14
(주)ES큐브,050120,2011/12,0,0,2.55,1.28,41.9,21.09,1.63,0.82
(주)ES큐브,050120,2012/12,271.56,93.46,5.81,2,30.39,10.46,3.18,1.09
(주)ES큐브,050120,2013/12,0,0,2.97,1.08,26.91,9.81,2.65,0.96
(주)ES큐브,050120,2014/12,0,0,1.95,1.18,27.05,16.42,2.13,1.3
(주)ES큐브,050120,2015/12,25.72,11.98,2.08,0.97,28.44,13.24,2.52,1.17
(주)ES큐브,050120,2016/12,6.14,3.18,1.54,0.8,28.71,14.86,3.08,1.59
(주)ES큐브,050120,2017/12,167.32,52.65,2.89,0.91,51.12,16.09,5.5,1.73
(주)ES큐브,050120,2018/12,0,0,2.69,0.79,1520.58,448.7,5.68,1.68
(주)ES큐브,050120,2019/12,0,0,2.07,1.04,59.25,29.63,3.92,1.96
(주)ES큐브,050120,2020/12,0,0,1.59,0.49,0,0,3.82,1.18
(주)가비아,079940,2002/12,,,,,,,,
(주)가비아,079940,2003/12,,,,,,,,
(주)가비아,079940,2004/12,,,,,,,,
(주)가비아,079940,2005/12,,,,,,,,
(주)가비아,079940,2006/12,,,,,,,,
(주)가비아,079940,2007/12,44.14,11.17,9.27,2.35,27.43,6.94,7.19,1.82
(주)가비아,079940,2008/12,19.76,4.85,2.65,0.65,7.94,1.95,1.84,0.45
(주)가비아,079940,2009/12,12.24,4.36,2.16,0.77,8.3,2.95,1.76,0.63
(주)가비아,079940,2010/12,10.79,5.91,1.94,1.06,6.55,3.59,1.56,0.86
(주)가비아,079940,2011/12,16.26,7.89,2.37,1.15,7.86,3.81,1.57,0.76
(주)가비아,079940,2012/12,18.71,8.33,3.63,1.62,11.92,5.31,2.79,1.24
(주)가비아,079940,2013/12,23.59,13.38,2.7,1.53,14.31,8.11,2.21,1.25
(주)가비아,079940,2014/12,34.59,21,3.17,1.92,12.24,7.43,2.42,1.47
(주)가비아,079940,2015/12,24.11,14.88,2.69,1.66,10.19,6.29,2.13,1.32
(주)가비아,079940,2016/12,32.08,20.7,2.73,1.76,12.17,7.86,2.3,1.48
(주)가비아,079940,2017/12,38.48,27.19,2.16,1.53,11.07,7.82,1.83,1.3
(주)가비아,079940,2018/12,48.8,27.68,2.86,1.62,14.59,8.28,2.44,1.39
(주)가비아,079940,2019/12,31.26,17.97,2.75,1.58,10.99,6.32,2.5,1.44
(주)가비아,079940,2020/12,54.62,19.54,4.55,1.63,15.94,5.7,4.05,1.45
(주)강스템바이오텍,217730,2013/12,,,,,,,,
(주)강스템바이오텍,217730,2014/12,0,0,0,0,0,0,0,0
(주)강스템바이오텍,217730,2015/12,0,0,6.78,4.05,0,0,93.1,55.55
(주)강스템바이오텍,217730,2016/12,0,0,14.31,6.04,0,0,373.88,157.86
(주)강스템바이오텍,217730,2017/12,0,0,9.29,5.64,0,0,40.59,24.65
(주)강스템바이오텍,217730,2018/12,0,0,8.33,3.38,0,0,377.39,153.11
(주)강스템바이오텍,217730,2019/12,0,0,7.28,2.21,0,0,1802.66,547.45
(주)강스템바이오텍,217730,2020/12,0,0,5.59,2.36,0,0,954.72,402.38
(주)강원,114190,2000/11,,,,,,,,
(주)강원,114190,2001/11,,,,,,,,
(주)강원,114190,2002/11,,,,,,,,
(주)강원,114190,2003/11,,,,,,,,
(주)강원,114190,2004/11,,,,,,,,
(주)강원,114190,2005/11,,,,,,,,
(주)강원,114190,2006/11,,,,,,,,
(주)강원,114190,2007/11,0,0,0,0,0,0,0,0
(주)강원,114190,2008/11,0,0,0,0,0,0,0,0
(주)강원,114190,2009/11,10.77,6.43,1.56,0.93,12.25,7.31,0.72,0.43
(주)강원,114190,2010/11,29.33,11.67,2.61,1.04,0,0,1.64,0.65
(주)강원,114190,2011/11,4.95,2.88,1.21,0.7,1.91,1.11,0.57,0.33
(주)강원,114190,2012/12,11.63,4.49,3.02,1.17,0,0,0.98,0.38
(주)강원,114190,2013/12,14.4,6.93,1.27,0.61,3.33,1.6,1.12,0.54
(주)강원,114190,2014/12,60.48,25.95,1.39,0.6,0,0,1.32,0.57
(주)강원,114190,2015/12,89.54,35.13,1.49,0.58,4.27,1.68,1.62,0.64
(주)강원,114190,2016/12,0,0,1.15,0.68,0,0,1.36,0.81
(주)강원,114190,2017/12,0,0,1.2,0.79,0,0,0.67,0.44
(주)강원,114190,2018/12,53.76,17.66,2.19,0.72,0,0,1.24,0.41
(주)강원,114190,2019/12,0,0,3.08,1.15,9.76,3.66,1.61,0.6
(주)강원,114190,2020/12,0,0,4.93,1.65,0,0,2.19,0.73
(주)강원랜드,035250,2000/12,,,,,,,,
(주)강원랜드,035250,2001/12,,,,,,,,
(주)강원랜드,035250,2002/12,,,,,,,,
(주)게임빌,063080,2004/12,,,,,,,,
(주)게임빌,063080,2005/12,,,,,,,,
(주)게임빌,063080,2006/12,,,,,,,,
(주)게임빌,063080,2007/12,0,0,0,0,0,0,0,0
(주)게임빌,063080,2008/12,0,0,0,0,0,0,0,0
(주)게임빌,063080,2009/12,17.71,5.61,5.6,1.78,15.2,4.82,8.58,2.72
(주)게임빌,063080,2010/12,15.5,8.99,4.36,2.53,18.61,10.8,8.01,4.65
(주)게임빌,063080,2011/12,29.18,7.7,7,1.85,26.33,6.94,11.82,3.12
(주)게임빌,063080,2012/12,39.99,15.77,9.57,3.77,47.92,18.89,15.23,6
(주)게임빌,063080,2013/12,64.51,18.93,4.93,1.45,131.01,38.45,14.11,4.14
(주)게임빌,063080,2014/12,81.98,19.43,6.74,1.6,67.96,16.11,9.39,2.23
(주)게임빌,063080,2015/12,0,0,7.43,2.39,0,0,10.06,3.24
(주)게임빌,063080,2016/12,0,0,4.08,1.91,164.61,77.18,5.13,2.41
(주)게임빌,063080,2017/12,0,0,4.46,2.05,0,0,8.74,4.02
(주)게임빌,063080,2018/12,0,0,6.38,2.83,0,0,9.72,4.32
(주)게임빌,063080,2019/12,0,0,3.96,1.98,0,0,4.91,2.45
(주)게임빌,063080,2020/12,741.82,243.38,2.76,0.9,147.59,48.42,4.32,1.42
(주)경윤하이드로에너지,019120,2000/12,,,,,,,,
(주)경윤하이드로에너지,019120,2001/12,,,,,,,,
(주)경윤하이드로에너지,019120,2002/12,,,,,,,,
(주)경윤하이드로에너지,019120,2003/12,,,,,,,,
(주)경윤하이드로에너지,019120,2004/12,,,,,,,,
(주)경윤하이드로에너지,019120,2005/12,,,,,,,,
(주)경윤하이드로에너지,019120,2006/12,,,,,,,,
(주)경윤하이드로에너지,019120,2007/12,0,0,2.2,0.56,71.42,18.29,1.19,0.3
(주)경윤하이드로에너지,019120,2008/12,0,0,3.49,1.01,0,0,1.23,0.35
(주)경윤하이드로에너지,019120,2009/12,0,0,3.51,0.82,0,0,14.92,3.48
(주)경윤하이드로에너지,019120,2010/12,0,0,15.69,2.64,0,0,6.37,1.07
(주)고려시멘트,198440,2014/12,,,,,,,,
(주)고려시멘트,198440,2015/12,,,,,,,,
(주)고려시멘트,198440,2016/12,,,,,,,,
(주)고려시멘트,198440,2017/12,96.87,51.17,1.3,0.69,30.75,16.24,1.11,0.59
(주)고려시멘트,198440,2018/12,30.67,11.05,1.68,0.61,82.41,29.69,1.66,0.6
(주)고려시멘트,198440,2019/12,43.83,18.17,1.7,0.71,52.01,21.56,2.1,0.87
(주)고려시멘트,198440,2020/12,29.53,10.43,1.44,0.51,16.49,5.82,1.87,0.66
(주)고바이오랩,348150,2019/12,,,,,,,,
(주)고바이오랩,348150,2020/12,0,0,6.74,3.53,0,0,79,41.36
(주)고영테크놀러지,098460,2005/12,,,,,,,,
(주)고영테크놀러지,098460,2006/12,,,,,,,,
(주)고영테크놀러지,098460,2007/12,0,0,0,0,0,0,0,0
(주)고영테크놀러지,098460,2008/12,8.89,3.67,2.28,0.94,7.98,3.29,2.1,0.87
(주)고영테크놀러지,098460,2009/12,56.25,31.24,2.03,1.13,0,0,2.43,1.35
(주)고영테크놀러지,098460,2010/12,13.95,5.19,4.44,1.65,25.77,9.58,3.1,1.15
(주)고영테크놀러지,098460,2011/12,18.21,8.84,4.84,2.35,23.63,11.48,3.76,1.83
(주)고영테크놀러지,098460,2012/12,19.13,13.16,3.74,2.57,26.75,18.4,2.82,1.94
(주)고영테크놀러지,098460,2013/12,21.4,15.44,3.54,2.55,26.03,18.79,3.05,2.2
(주)고영테크놀러지,098460,2014/12,26.02,12.15,5.53,2.58,24.86,11.61,4.37,2.04
(주)고영테크놀러지,098460,2015/12,28.4,18.35,5.38,3.48,43.59,28.17,4.77,3.08
(주)고영테크놀러지,098460,2016/12,23.41,15.82,4.51,3.04,36.59,24.72,4.29,2.9
(주)고영테크놀러지,098460,2017/12,43.79,19.86,8.4,3.81,168.95,76.63,6.7,3.04
(주)고영테크놀러지,098460,2018/12,37.71,23.26,7.41,4.57,35.56,21.93,7.28,4.49
(주)고영테크놀러지,098460,2019/12,42.48,28.52,6.27,4.21,56.43,37.88,7.04,4.72
(주)고영테크놀러지,098460,2020/12,246.87,118,7.91,3.78,49.42,23.62,11.7,5.59
(주)골드앤에스,035290,2000/12,,,,,,,,
(주)골드앤에스,035290,2001/12,,,,,,,,
(주)골드앤에스,035290,2002/12,,,,,,,,
(주)골드앤에스,035290,2003/12,,,,,,,,
(주)골드앤에스,035290,2004/12,,,,,,,,
(주)골드앤에스,035290,2005/12,,,,,,,,
(주)골드앤에스,035290,2006/12,,,,,,,,
(주)골드앤에스,035290,2007/12,77.94,23.12,6.87,2.04,8.59,2.55,2.16,0.64
(주)골드앤에스,035290,2008/12,1705.55,232.74,10.36,1.41,10.42,1.42,2.51,0.34
(주)골드앤에스,035290,2009/12,149.73,62.95,5.11,2.15,6.39,2.69,1.24,0.52
(주)골드앤에스,035290,2010/12,0,0,7.96,2.59,7.56,2.46,1.31,0.43
(주)골드앤에스,035290,2011/12,35.14,12.9,4.77,1.75,4.46,1.64,0.81,0.3
(주)골드앤에스,035290,2012/12,0,0,5.84,1.89,30.9,10,1.71,0.55
(주)골드앤에스,035290,2013/12,0,0,0,0,0,0,1.02,0.32
(주)골드앤에스,035290,2014/12,0,0,18.33,0.73,0,0,2.39,0.1
(주)골드앤에스,035290,2015/12,0,0,9.56,2.62,52.37,14.36,5.11,1.4
(주)골드앤에스,035290,2016/12,317.23,155.31,10.46,5.12,73.83,36.15,7.75,3.79
(주)골드앤에스,035290,2017/12,0,0,10.75,6.03,0,0,10.09,5.65
(주)골드앤에스,035290,2018/12,0,0,12.5,3.53,0,0,19.16,5.4
(주)골드앤에스,035290,2019/12,0,0,0,0,0,0,36.58,3.09
(주)골드앤에스,035290,2020/12,27.74,27.74,3.13,3.13,0,0,10.96,10.96
(주)골드카운티,058900,2001/12,,,,,,,,
(주)골드카운티,058900,2002/12,,,,,,,,
(주)골드카운티,058900,2003/12,,,,,,,,
(주)골드카운티,058900,2004/12,,,,,,,,
(주)골드카운티,058900,2005/12,,,,,,,,
(주)골드카운티,058900,2006/12,,,,,,,,
(주)골드카운티,058900,2007/12,0,0,113.06,8.95,0,0,27.11,2.14
(주)골드카운티,058900,2008/12,0,0,11.25,0.45,0,0,94.98,3.83
(주)골드카운티,058900,2009/12,0,0,1.13,0.22,4.84,0.96,10.88,2.15
(주)골드퍼시픽,038530,2000/12,,,,,,,,
(주)골드퍼시픽,038530,2001/12,,,,,,,,
(주)골드퍼시픽,038530,2002/12,,,,,,,,
(주)골드퍼시픽,038530,2003/12,,,,,,,,
(주)골드퍼시픽,038530,2004/12,,,,,,,,
(주)골드퍼시픽,038530,2005/12,,,,,,,,
(주)골드퍼시픽,038530,2006/12,,,,,,,,
(주)골드퍼시픽,038530,2007/12,0,0,5.51,1.08,0,0,8.79,1.73
(주)골드퍼시픽,038530,2008/12,0,0,3.57,0.63,0,0,6.39,1.13
(주)골드퍼시픽,038530,2009/12,172.74,93.57,1.41,0.77,16.69,9.04,3.24,1.75
(주)골드퍼시픽,038530,2010/12,52.12,31.54,1.09,0.66,0,0,1.98,1.2
(주)골드퍼시픽,038530,2011/12,43,13.54,2.12,0.67,24.34,7.67,3.79,1.19
(주)골드퍼시픽,038530,2012/12,218.56,91.07,2.64,1.1,0,0,5.3,2.21
(주)골드퍼시픽,038530,2013/12,0,0,2.65,1.39,0,0,5.73,3.01
(주)골드퍼시픽,038530,2014/12,0,0,2.39,0.91,0,0,7.34,2.8
(주)골드퍼시픽,038530,2015/12,0,0,6.43,2.45,0,0,16.54,6.3
(주)골드퍼시픽,038530,2016/12,0,0,0,0,0,0,10.38,3.79
(주)골드퍼시픽,038530,2017/12,0,0,53.58,2.55,0,0,29.5,1.4
(주)골드퍼시픽,038530,2018/12,0,0,4.49,0.7,0,0,15.51,2.43
(주)골드퍼시픽,038530,2019/12,0,0,8.29,2.36,0,0,13.59,3.88
(주)골드퍼시픽,038530,2020/12,0,0,2.16,0.74,37.37,12.79,8.64,2.96
(주)골프존,215000,2015/12,,,,,,,,
(주)골프존,215000,2016/12,15.69,10.99,5.61,3.93,17.22,12.06,2.86,2.01
(주)골프존,215000,2017/12,5.62,3.55,2.65,1.67,5.34,3.37,2.47,1.56
(주)골프존,215000,2018/12,15.56,9.1,1.91,1.12,9.77,5.71,1.76,1.03
(주)골프존,215000,2019/12,26.08,9.87,2.98,1.13,13.33,5.04,2.15,0.81
(주)골프존,215000,2020/12,13.99,4.98,2.65,0.94,6.01,2.14,1.81,0.64
(주)골프존뉴딘홀딩스,121440,2007/12,,,,,,,,
(주)골프존뉴딘홀딩스,121440,2008/12,0,0,0,0,0,0,0,0
(주)골프존뉴딘홀딩스,121440,2009/12,0,0,0,0,0,0,0,0
(주)골프존뉴딘홀딩스,121440,2010/12,0,0,0,0,0,0,0,0
(주)골프존뉴딘홀딩스,121440,2011/12,23.02,10.47,3.39,1.54,23.46,10.67,5.22,2.37
(주)골프존뉴딘홀딩스,121440,2012/12,12.78,7.97,2.45,1.53,12.46,7.77,3.33,2.08
(주)골프존뉴딘홀딩스,121440,2013/12,590.47,158.28,6.82,1.83,36.54,9.79,7.8,2.09
(주)골프존뉴딘홀딩스,121440,2014/12,16.43,8.87,2.38,1.28,33.85,18.27,2.7,1.46
(주)골프존뉴딘홀딩스,121440,2015/12,1.28,0.26,2.19,0.45,0,0,38.71,7.86
(주)골프존뉴딘홀딩스,121440,2016/12,0,0,0.82,0.6,71.75,53.14,14.58,10.8
(주)골프존뉴딘홀딩스,121440,2017/12,0,0,0.71,0.43,0,0,14.11,8.59
(주)골프존뉴딘홀딩스,121440,2018/12,0,0,0.57,0.32,0,0,16.87,9.6
(주)골프존뉴딘홀딩스,121440,2019/12,0,0,0.48,0.31,80.87,51.35,7.94,5.04
(주)골프존뉴딘홀딩스,121440,2020/12,11.66,2.6,0.69,0.15,60.68,13.53,5.51,1.23
(주)광림,014200,2000/12,,,,,,,,
(주)광림,014200,2001/12,,,,,,,,
(주)광림,014200,2002/12,,,,,,,,
(주)광림,014200,2003/12,,,,,,,,
(주)광림,014200,2004/12,,,,,,,,
(주)광림,014200,2005/12,,,,,,,,
(주)광림,014200,2006/12,,,,,,,,
(주)광림,014200,2007/12,6.3,1.5,1.19,0.28,0,0,0.62,0.15
(주)광림,014200,2008/12,497.05,12.01,8.77,0.21,0,0,4.87,0.12
(주)광림,014200,2009/12,0,0,0.76,0.15,0,0,0.43,0.09
(주)광림,014200,2010/12,22.15,6.04,1.06,0.29,0,0,0.61,0.17
(주)광림,014200,2011/12,17.93,7.39,0.84,0.35,3.9,1.61,0.43,0.18
(주)광림,014200,2012/12,142.81,44.71,1.34,0.42,30.42,9.52,0.98,0.31
(주)광림,014200,2013/12,36.35,19.17,0.93,0.49,4.08,2.15,0.57,0.3
(주)광림,014200,2014/12,35.21,23.61,0.61,0.41,0,0,0.43,0.29
(주)광림,014200,2015/12,14.05,3.06,1.62,0.35,0,0,0.55,0.12
(주)광림,014200,2016/12,1397.15,314.49,6.84,1.54,185.82,41.83,7,1.58
(주)광림,014200,2017/12,5.06,1.71,2.48,0.84,50.35,17,4.39,1.48
(주)광림,014200,2018/12,0,0,1.99,0.95,191.83,91.07,3.18,1.51
(주)광림,014200,2019/12,0,0,3.52,1.69,331.35,159.08,2.27,1.09
(주)광림,014200,2020/12,0,0,0.86,0.47,6.73,3.66,1.22,0.66
(주)광진윈텍,090150,2001/12,,,,,,,,
(주)광진윈텍,090150,2002/12,,,,,,,,
(주)광진윈텍,090150,2003/12,,,,,,,,
(주)광진윈텍,090150,2004/12,,,,,,,,
(주)광진윈텍,090150,2005/12,,,,,,,,
(주)광진윈텍,090150,2006/12,,,,,,,,
(주)광진윈텍,090150,2007/12,20.45,8.91,2.29,1,6.79,2.96,1.41,0.61
(주)광진윈텍,090150,2008/12,18.52,5.78,1.4,0.44,11.22,3.5,1.05,0.33
(주)광진윈텍,090150,2009/12,18.07,9.84,1.03,0.56,0,0,0.79,0.43
(주)광진윈텍,090150,2010/12,11.9,8.77,0.89,0.66,0,0,0.52,0.38
(주)광진윈텍,090150,2011/12,20.2,9.61,1.03,0.49,19.31,9.19,0.46,0.22
(주)광진윈텍,090150,2012/12,8.87,5.79,0.79,0.52,0,0,0.35,0.23
(주)광진윈텍,090150,2013/12,18.35,10.79,0.88,0.52,5.39,3.17,0.4,0.24
(주)광진윈텍,090150,2014/12,0,0,0.84,0.58,8.93,6.15,0.36,0.25
(주)광진윈텍,090150,2015/12,163.56,73.49,1.1,0.5,54.8,24.62,0.48,0.21
(주)광진윈텍,090150,2016/12,72.76,26.18,1.96,0.71,11.56,4.16,0.8,0.29
(주)광진윈텍,090150,2017/12,0,0,1.68,0.71,83.94,35.46,0.63,0.27
(주)광진윈텍,090150,2018/12,0,0,1.18,0.6,0,0,0.39,0.2
(주)광진윈텍,090150,2019/12,19.57,8.87,1.31,0.59,52.4,23.75,0.53,0.24
(주)광진윈텍,090150,2020/12,31.45,9.18,1.42,0.41,10.24,2.99,0.64,0.19
(주)구영테크,053270,2000/12,,,,,,,,
(주)구영테크,053270,2001/12,,,,,,,,
(주)구영테크,053270,2002/12,,,,,,,,
(주)구영테크,053270,2003/12,,,,,,,,
(주)구영테크,053270,2004/12,,,,,,,,
(주)구영테크,053270,2005/12,,,,,,,,
(주)구영테크,053270,2006/12,,,,,,,,
(주)구영테크,053270,2007/12,33.53,20.36,1.44,0.87,0,0,0.43,0.26
(주)구영테크,053270,2008/12,0,0,1.18,0.31,0,0,0.48,0.13
(주)구영테크,053270,2009/12,25.3,10.75,0.71,0.3,2.02,0.86,0.29,0.12
(주)구영테크,053270,2010/12,16.41,6.36,1.3,0.5,5.14,1.99,0.47,0.18
(주)구영테크,053270,2011/12,25.96,14.42,0.93,0.51,85.57,47.52,0.41,0.23
(주)구영테크,053270,2012/12,22.17,12.86,0.96,0.56,8.15,4.73,0.42,0.25
(주)구영테크,053270,2013/12,19.84,14.64,0.74,0.55,3.67,2.71,0.3,0.22
(주)구영테크,053270,2014/12,40.96,18.13,1.3,0.58,0,0,0.7,0.31
(주)구영테크,053270,2015/12,18.27,8.17,1.4,0.62,6.23,2.79,0.67,0.3
(주)구영테크,053270,2016/12,13.33,7.98,1.14,0.68,4.22,2.53,0.69,0.42
(주)구영테크,053270,2017/12,40.49,30.35,1.1,0.82,15.03,11.26,0.68,0.51
(주)구영테크,053270,2018/12,16.29,5.95,1.12,0.41,0,0,0.78,0.28
(주)구영테크,053270,2019/12,38.2,21.34,1.03,0.58,6.1,3.41,0.64,0.36
(주)구영테크,053270,2020/12,65.71,25.85,1.03,0.4,7.39,2.91,0.7,0.27
(주)국보디자인,066620,2000/12,,,,,,,,
(주)국보디자인,066620,2001/12,,,,,,,,
(주)국보디자인,066620,2002/12,,,,,,,,
(주)국보디자인,066620,2003/12,,,,,,,,
(주)국보디자인,066620,2004/12,,,,,,,,
(주)국보디자인,066620,2005/12,,,,,,,,
(주)국보디자인,066620,2006/12,,,,,,,,
(주)국보디자인,066620,2007/12,9.81,4.41,1.42,0.64,4.14,1.86,0.46,0.21
(주)국보디자인,066620,2008/12,10.52,2.75,1.2,0.31,0,0,0.33,0.08
(주)국보디자인,066620,2009/12,4.91,2.78,0.67,0.38,2.76,1.56,0.25,0.14
(주)국보디자인,066620,2010/12,5.02,3.38,0.67,0.45,11.35,7.64,0.27,0.18
(주)국보디자인,066620,2011/12,11.29,3.75,1.64,0.54,4.36,1.45,0.61,0.2
(주)국보디자인,066620,2012/12,10.86,4.17,1.69,0.65,5.92,2.27,0.79,0.3
(주)국보디자인,066620,2013/12,10.15,5.3,1.55,0.81,5.31,2.77,0.62,0.33
(주)국보디자인,066620,2014/12,21.17,9.44,2.5,1.11,11.63,5.18,1.06,0.47
(주)국보디자인,066620,2015/12,28.98,13.44,2.8,1.3,36,16.69,1.28,0.59
(주)국보디자인,066620,2016/12,15.62,9.04,2.42,1.4,11.48,6.64,0.97,0.56
(주)국보디자인,066620,2017/12,15.27,7.87,2.38,1.23,10.81,5.58,0.82,0.42
(주)국보디자인,066620,2018/12,12.42,5.85,1.75,0.82,880.81,414.94,0.76,0.36
(주)국보디자인,066620,2019/12,14.43,9.86,1.26,0.86,23.68,16.17,0.58,0.4
(주)국보디자인,066620,2020/12,10.1,4.9,1,0.49,3.81,1.85,0.59,0.29
(주)국순당,043650,2000/12,,,,,,,,
(주)국순당,043650,2001/12,,,,,,,,
(주)국순당,043650,2002/12,,,,,,,,
(주)국순당,043650,2003/12,,,,,,,,
(주)국순당,043650,2004/12,,,,,,,,
(주)국순당,043650,2005/12,,,,,,,,
(주)국순당,043650,2006/12,,,,,,,,
(주)국순당,043650,2007/12,28.01,16.11,1.11,0.64,12.46,7.17,2.4,1.38
(주)국순당,043650,2008/12,28.49,10.21,0.79,0.28,0,0,1.95,0.7
(주)국순당,043650,2009/12,22.18,5.87,1.25,0.33,18.67,4.94,3.2,0.85
(주)국순당,043650,2010/12,24.74,9.05,2.28,0.84,14.68,5.37,3.43,1.25
(주)국순당,043650,2011/12,46.06,22,1.55,0.74,35.94,17.17,2.09,1
(주)국순당,043650,2012/12,38,22.31,1.08,0.63,22.96,13.48,1.69,0.99
(주)국순당,043650,2013/12,68.1,43.68,0.88,0.57,23.25,14.91,1.66,1.07
(주)국순당,043650,2014/12,68.3,49.62,0.75,0.54,23.73,17.24,1.53,1.11
(주)국순당,043650,2015/12,0,0,1.1,0.56,0,0,2.68,1.37
(주)국순당,043650,2016/12,0,0,0.79,0.59,58.13,43.14,2.09,1.55
(주)국순당,043650,2017/12,14.45,9.94,0.76,0.53,7.87,5.41,2.37,1.63
(주)국순당,043650,2018/12,7.55,4.16,0.58,0.32,7.24,3.99,2.17,1.2
(주)국순당,043650,2019/12,140.52,77.91,0.42,0.23,0,0,1.67,0.93
(주)국순당,043650,2020/12,6.88,3.46,0.52,0.26,8.56,4.31,2.11,1.06
(주)국영지앤엠,006050,2000/12,,,,,,,,
(주)국영지앤엠,006050,2001/12,,,,,,,,
(주)국영지앤엠,006050,2002/12,,,,,,,,
(주)국영지앤엠,006050,2003/12,,,,,,,,
(주)국영지앤엠,006050,2004/12,,,,,,,,
(주)국영지앤엠,006050,2005/12,,,,,,,,
(주)국영지앤엠,006050,2006/12,,,,,,,,
(주)국영지앤엠,006050,2007/12,121.71,19.98,2.89,0.47,270.23,44.36,2.13,0.35
(주)국영지앤엠,006050,2008/12,0,0,1.99,0.29,0,0,1.52,0.22
(주)국영지앤엠,006050,2009/12,104.33,55.12,0.81,0.43,5.06,2.68,0.47,0.25
(주)국영지앤엠,006050,2010/12,3.15,1.63,0.73,0.38,8.78,4.55,0.59,0.31
(주)국영지앤엠,006050,2011/12,0,0,2.48,0.44,34,6.01,1.88,0.33
(주)국영지앤엠,006050,2012/12,13.55,4.62,1.45,0.5,0,0,1.5,0.51
(주)국영지앤엠,006050,2013/12,43.66,26.53,0.9,0.55,6.93,4.21,0.75,0.45
(주)국영지앤엠,006050,2014/12,101.5,65.83,0.86,0.56,12.41,8.05,0.78,0.51
(주)국영지앤엠,006050,2015/12,0,0,1.85,0.64,139.32,48.36,2.25,0.78
(주)국영지앤엠,006050,2016/12,331.85,128.88,2.55,0.99,0,0,2.49,0.97
(주)국영지앤엠,006050,2017/12,57.77,24.37,1.58,0.67,345.68,145.86,1.32,0.56
(주)국영지앤엠,006050,2018/12,0,0,1.63,0.68,16.54,6.94,1.48,0.62
(주)국영지앤엠,006050,2019/12,67.4,36.18,1.42,0.76,0,0,1.01,0.54
(주)국영지앤엠,006050,2020/12,0,0,3.3,1.26,30.37,11.55,2.59,0.99
(주)국전약품,307750,2018/12,,,,,,,,
(주)국전약품,307750,2019/12,,,,,,,,
(주)국전약품,307750,2020/12,0,0,16.35,2.36,55,7.94,6.45,0.93
(주)굿이엠지,051530,2000/12,,,,,,,,
(주)굿이엠지,051530,2001/12,,,,,,,,
(주)굿이엠지,051530,2002/12,,,,,,,,
(주)굿이엠지,051530,2003/12,,,,,,,,
(주)굿이엠지,051530,2004/12,,,,,,,,
(주)굿이엠지,051530,2005/12,,,,,,,,
(주)굿이엠지,051530,2006/12,,,,,,,,
(주)굿이엠지,051530,2007/12,0,0,5.23,0.41,0,0,32.17,2.5
(주)굿이엠지,051530,2008/12,0,0,0,0,0,0,85.46,2.78
(주)그로웰텔레콤,035780,2000/12,,,,,,,,
